pedido_id,numero_pedido,data_pedido_civil
380,PED-2023-000380,2023-07-26
744,PED-2023-000744,2023-07-26
1108,PED-2023-001108,2023-07-26
133,PED-2023-000133,2023-07-27
497,PED-2023-000497,2023-07-27
861,PED-2023-000861,2023-07-27
1225,PED-2023-001225,2023-07-27
250,PED-2023-000250,2023-07-28
614,PED-2023-000614,2023-07-28
978,PED-2023-000978,2023-07-28
1342,PED-2023-001342,2023-07-28
199,PED-2023-000199,2023-08-01
563,PED-2023-000563,2023-08-01
927,PED-2023-000927,2023-08-01
1291,PED-2023-001291,2023-08-01
316,PED-2023-000316,2023-08-02
680,PED-2023-000680,2023-08-02
1044,PED-2023-001044,2023-08-02
69,PED-2023-000069,2023-08-03
433,PED-2023-000433,2023-08-03
797,PED-2023-000797,2023-08-03
1161,PED-2023-001161,2023-08-03
186,PED-2023-000186,2023-08-04
550,PED-2023-000550,2023-08-04
914,PED-2023-000914,2023-08-04
1278,PED-2023-001278,2023-08-04
303,PED-2023-000303,2023-08-05
667,PED-2023-000667,2023-08-05
1031,PED-2023-001031,2023-08-05
1395,PED-2023-001395,2023-08-05
56,PED-2023-000056,2023-08-06
420,PED-2023-000420,2023-08-06
784,PED-2023-000784,2023-08-06
1148,PED-2023-001148,2023-08-06
173,PED-2023-000173,2023-08-07
537,PED-2023-000537,2023-08-07
901,PED-2023-000901,2023-08-07
1265,PED-2023-001265,2023-08-07
290,PED-2023-000290,2023-08-08
654,PED-2023-000654,2023-08-08
1018,PED-2023-001018,2023-08-08
1382,PED-2023-001382,2023-08-08
43,PED-2023-000043,2023-08-09
407,PED-2023-000407,2023-08-09
771,PED-2023-000771,2023-08-09
1135,PED-2023-001135,2023-08-09
160,PED-2023-000160,2023-08-10
524,PED-2023-000524,2023-08-10
888,PED-2023-000888,2023-08-10
1252,PED-2023-001252,2023-08-10
277,PED-2023-000277,2023-08-11
641,PED-2023-000641,2023-08-11
1005,PED-2023-001005,2023-08-11
1369,PED-2023-001369,2023-08-11
30,PED-2023-000030,2023-08-12
394,PED-2023-000394,2023-08-12
758,PED-2023-000758,2023-08-12
1122,PED-2023-001122,2023-08-12
147,PED-2023-000147,2023-08-13
511,PED-2023-000511,2023-08-13
875,PED-2023-000875,2023-08-13
1239,PED-2023-001239,2023-08-13
264,PED-2023-000264,2023-08-14
628,PED-2023-000628,2023-08-14
992,PED-2023-000992,2023-08-14
1356,PED-2023-001356,2023-08-14
17,PED-2023-000017,2023-08-15
381,PED-2023-000381,2023-08-15
745,PED-2023-000745,2023-08-15
1109,PED-2023-001109,2023-08-15
134,PED-2023-000134,2023-08-16
498,PED-2023-000498,2023-08-16
862,PED-2023-000862,2023-08-16
1226,PED-2023-001226,2023-08-16
251,PED-2023-000251,2023-08-17
615,PED-2023-000615,2023-08-17
979,PED-2023-000979,2023-08-17
1343,PED-2023-001343,2023-08-17
4,PED-2023-000004,2023-08-18
368,PED-2023-000368,2023-08-18
732,PED-2023-000732,2023-08-18
1096,PED-2023-001096,2023-08-18
121,PED-2023-000121,2023-08-19
485,PED-2023-000485,2023-08-19
849,PED-2023-000849,2023-08-19
1213,PED-2023-001213,2023-08-19
1440,PED-2023-001440,2023-08-19
238,PED-2023-000238,2023-08-20
602,PED-2023-000602,2023-08-20
966,PED-2023-000966,2023-08-20
1330,PED-2023-001330,2023-08-20
355,PED-2023-000355,2023-08-21
719,PED-2023-000719,2023-08-21
1083,PED-2023-001083,2023-08-21
108,PED-2023-000108,2023-08-22
472,PED-2023-000472,2023-08-22
836,PED-2023-000836,2023-08-22
1200,PED-2023-001200,2023-08-22
1427,PED-2023-001427,2023-08-22
225,PED-2023-000225,2023-08-23
589,PED-2023-000589,2023-08-23
953,PED-2023-000953,2023-08-23
1317,PED-2023-001317,2023-08-23
342,PED-2023-000342,2023-08-24
706,PED-2023-000706,2023-08-24
1070,PED-2023-001070,2023-08-24
95,PED-2023-000095,2023-08-25
459,PED-2023-000459,2023-08-25
823,PED-2023-000823,2023-08-25
1187,PED-2023-001187,2023-08-25
1414,PED-2023-001414,2023-08-25
212,PED-2023-000212,2023-08-26
576,PED-2023-000576,2023-08-26
940,PED-2023-000940,2023-08-26
1304,PED-2023-001304,2023-08-26
329,PED-2023-000329,2023-08-27
693,PED-2023-000693,2023-08-27
1057,PED-2023-001057,2023-08-27
82,PED-2023-000082,2023-08-28
446,PED-2023-000446,2023-08-28
810,PED-2023-000810,2023-08-28
1174,PED-2023-001174,2023-08-28
1401,PED-2023-001401,2023-08-28
31,PED-2023-000031,2023-09-01
395,PED-2023-000395,2023-09-01
759,PED-2023-000759,2023-09-01
1123,PED-2023-001123,2023-09-01
148,PED-2023-000148,2023-09-02
512,PED-2023-000512,2023-09-02
876,PED-2023-000876,2023-09-02
1240,PED-2023-001240,2023-09-02
265,PED-2023-000265,2023-09-03
629,PED-2023-000629,2023-09-03
993,PED-2023-000993,2023-09-03
1357,PED-2023-001357,2023-09-03
18,PED-2023-000018,2023-09-04
382,PED-2023-000382,2023-09-04
746,PED-2023-000746,2023-09-04
1110,PED-2023-001110,2023-09-04
135,PED-2023-000135,2023-09-05
499,PED-2023-000499,2023-09-05
863,PED-2023-000863,2023-09-05
1227,PED-2023-001227,2023-09-05
252,PED-2023-000252,2023-09-06
616,PED-2023-000616,2023-09-06
980,PED-2023-000980,2023-09-06
1344,PED-2023-001344,2023-09-06
5,PED-2023-000005,2023-09-07
369,PED-2023-000369,2023-09-07
733,PED-2023-000733,2023-09-07
1097,PED-2023-001097,2023-09-07
122,PED-2023-000122,2023-09-08
486,PED-2023-000486,2023-09-08
850,PED-2023-000850,2023-09-08
1214,PED-2023-001214,2023-09-08
239,PED-2023-000239,2023-09-09
603,PED-2023-000603,2023-09-09
967,PED-2023-000967,2023-09-09
1331,PED-2023-001331,2023-09-09
356,PED-2023-000356,2023-09-10
720,PED-2023-000720,2023-09-10
1084,PED-2023-001084,2023-09-10
109,PED-2023-000109,2023-09-11
473,PED-2023-000473,2023-09-11
837,PED-2023-000837,2023-09-11
1201,PED-2023-001201,2023-09-11
1428,PED-2023-001428,2023-09-11
226,PED-2023-000226,2023-09-12
590,PED-2023-000590,2023-09-12
954,PED-2023-000954,2023-09-12
1318,PED-2023-001318,2023-09-12
343,PED-2023-000343,2023-09-13
707,PED-2023-000707,2023-09-13
1071,PED-2023-001071,2023-09-13
96,PED-2023-000096,2023-09-14
460,PED-2023-000460,2023-09-14
824,PED-2023-000824,2023-09-14
1188,PED-2023-001188,2023-09-14
1415,PED-2023-001415,2023-09-14
213,PED-2023-000213,2023-09-15
577,PED-2023-000577,2023-09-15
941,PED-2023-000941,2023-09-15
1305,PED-2023-001305,2023-09-15
330,PED-2023-000330,2023-09-16
694,PED-2023-000694,2023-09-16
1058,PED-2023-001058,2023-09-16
83,PED-2023-000083,2023-09-17
447,PED-2023-000447,2023-09-17
811,PED-2023-000811,2023-09-17
1175,PED-2023-001175,2023-09-17
1402,PED-2023-001402,2023-09-17
200,PED-2023-000200,2023-09-18
564,PED-2023-000564,2023-09-18
928,PED-2023-000928,2023-09-18
1292,PED-2023-001292,2023-09-18
317,PED-2023-000317,2023-09-19
681,PED-2023-000681,2023-09-19
1045,PED-2023-001045,2023-09-19
70,PED-2023-000070,2023-09-20
434,PED-2023-000434,2023-09-20
798,PED-2023-000798,2023-09-20
1162,PED-2023-001162,2023-09-20
187,PED-2023-000187,2023-09-21
551,PED-2023-000551,2023-09-21
915,PED-2023-000915,2023-09-21
1279,PED-2023-001279,2023-09-21
304,PED-2023-000304,2023-09-22
668,PED-2023-000668,2023-09-22
1032,PED-2023-001032,2023-09-22
1396,PED-2023-001396,2023-09-22
57,PED-2023-000057,2023-09-23
421,PED-2023-000421,2023-09-23
785,PED-2023-000785,2023-09-23
1149,PED-2023-001149,2023-09-23
174,PED-2023-000174,2023-09-24
538,PED-2023-000538,2023-09-24
902,PED-2023-000902,2023-09-24
1266,PED-2023-001266,2023-09-24
291,PED-2023-000291,2023-09-25
655,PED-2023-000655,2023-09-25
1019,PED-2023-001019,2023-09-25
1383,PED-2023-001383,2023-09-25
44,PED-2023-000044,2023-09-26
408,PED-2023-000408,2023-09-26
772,PED-2023-000772,2023-09-26
1136,PED-2023-001136,2023-09-26
161,PED-2023-000161,2023-09-27
525,PED-2023-000525,2023-09-27
889,PED-2023-000889,2023-09-27
1253,PED-2023-001253,2023-09-27
278,PED-2023-000278,2023-09-28
642,PED-2023-000642,2023-09-28
1006,PED-2023-001006,2023-09-28
1370,PED-2023-001370,2023-09-28
227,PED-2023-000227,2023-10-01
591,PED-2023-000591,2023-10-01
955,PED-2023-000955,2023-10-01
1319,PED-2023-001319,2023-10-01
344,PED-2023-000344,2023-10-02
708,PED-2023-000708,2023-10-02
1072,PED-2023-001072,2023-10-02
97,PED-2023-000097,2023-10-03
461,PED-2023-000461,2023-10-03
825,PED-2023-000825,2023-10-03
1189,PED-2023-001189,2023-10-03
1416,PED-2023-001416,2023-10-03
214,PED-2023-000214,2023-10-04
578,PED-2023-000578,2023-10-04
942,PED-2023-000942,2023-10-04
1306,PED-2023-001306,2023-10-04
331,PED-2023-000331,2023-10-05
695,PED-2023-000695,2023-10-05
1059,PED-2023-001059,2023-10-05
84,PED-2023-000084,2023-10-06
448,PED-2023-000448,2023-10-06
812,PED-2023-000812,2023-10-06
1176,PED-2023-001176,2023-10-06
1403,PED-2023-001403,2023-10-06
201,PED-2023-000201,2023-10-07
565,PED-2023-000565,2023-10-07
929,PED-2023-000929,2023-10-07
1293,PED-2023-001293,2023-10-07
318,PED-2023-000318,2023-10-08
682,PED-2023-000682,2023-10-08
1046,PED-2023-001046,2023-10-08
71,PED-2023-000071,2023-10-09
435,PED-2023-000435,2023-10-09
799,PED-2023-000799,2023-10-09
1163,PED-2023-001163,2023-10-09
188,PED-2023-000188,2023-10-10
552,PED-2023-000552,2023-10-10
916,PED-2023-000916,2023-10-10
1280,PED-2023-001280,2023-10-10
305,PED-2023-000305,2023-10-11
669,PED-2023-000669,2023-10-11
1033,PED-2023-001033,2023-10-11
1397,PED-2023-001397,2023-10-11
58,PED-2023-000058,2023-10-12
422,PED-2023-000422,2023-10-12
786,PED-2023-000786,2023-10-12
1150,PED-2023-001150,2023-10-12
175,PED-2023-000175,2023-10-13
539,PED-2023-000539,2023-10-13
903,PED-2023-000903,2023-10-13
1267,PED-2023-001267,2023-10-13
292,PED-2023-000292,2023-10-14
656,PED-2023-000656,2023-10-14
1020,PED-2023-001020,2023-10-14
1384,PED-2023-001384,2023-10-14
45,PED-2023-000045,2023-10-15
409,PED-2023-000409,2023-10-15
773,PED-2023-000773,2023-10-15
1137,PED-2023-001137,2023-10-15
162,PED-2023-000162,2023-10-16
526,PED-2023-000526,2023-10-16
890,PED-2023-000890,2023-10-16
1254,PED-2023-001254,2023-10-16
279,PED-2023-000279,2023-10-17
643,PED-2023-000643,2023-10-17
1007,PED-2023-001007,2023-10-17
1371,PED-2023-001371,2023-10-17
32,PED-2023-000032,2023-10-18
396,PED-2023-000396,2023-10-18
760,PED-2023-000760,2023-10-18
1124,PED-2023-001124,2023-10-18
149,PED-2023-000149,2023-10-19
513,PED-2023-000513,2023-10-19
877,PED-2023-000877,2023-10-19
1241,PED-2023-001241,2023-10-19
266,PED-2023-000266,2023-10-20
630,PED-2023-000630,2023-10-20
994,PED-2023-000994,2023-10-20
1358,PED-2023-001358,2023-10-20
19,PED-2023-000019,2023-10-21
383,PED-2023-000383,2023-10-21
747,PED-2023-000747,2023-10-21
1111,PED-2023-001111,2023-10-21
136,PED-2023-000136,2023-10-22
500,PED-2023-000500,2023-10-22
864,PED-2023-000864,2023-10-22
1228,PED-2023-001228,2023-10-22
253,PED-2023-000253,2023-10-23
617,PED-2023-000617,2023-10-23
981,PED-2023-000981,2023-10-23
1345,PED-2023-001345,2023-10-23
6,PED-2023-000006,2023-10-24
370,PED-2023-000370,2023-10-24
734,PED-2023-000734,2023-10-24
1098,PED-2023-001098,2023-10-24
123,PED-2023-000123,2023-10-25
487,PED-2023-000487,2023-10-25
851,PED-2023-000851,2023-10-25
1215,PED-2023-001215,2023-10-25
240,PED-2023-000240,2023-10-26
604,PED-2023-000604,2023-10-26
968,PED-2023-000968,2023-10-26
1332,PED-2023-001332,2023-10-26
357,PED-2023-000357,2023-10-27
721,PED-2023-000721,2023-10-27
1085,PED-2023-001085,2023-10-27
110,PED-2023-000110,2023-10-28
474,PED-2023-000474,2023-10-28
838,PED-2023-000838,2023-10-28
1202,PED-2023-001202,2023-10-28
1429,PED-2023-001429,2023-10-28
59,PED-2023-000059,2023-11-01
255,PED-2023-000255,2023-11-01
423,PED-2023-000423,2023-11-01
619,PED-2023-000619,2023-11-01
787,PED-2023-000787,2023-11-01
983,PED-2023-000983,2023-11-01
1151,PED-2023-001151,2023-11-01
1347,PED-2023-001347,2023-11-01
8,PED-2023-000008,2023-11-02
176,PED-2023-000176,2023-11-02
372,PED-2023-000372,2023-11-02
540,PED-2023-000540,2023-11-02
736,PED-2023-000736,2023-11-02
904,PED-2023-000904,2023-11-02
1100,PED-2023-001100,2023-11-02
1268,PED-2023-001268,2023-11-02
125,PED-2023-000125,2023-11-03
293,PED-2023-000293,2023-11-03
489,PED-2023-000489,2023-11-03
657,PED-2023-000657,2023-11-03
853,PED-2023-000853,2023-11-03
1021,PED-2023-001021,2023-11-03
1217,PED-2023-001217,2023-11-03
1385,PED-2023-001385,2023-11-03
46,PED-2023-000046,2023-11-04
242,PED-2023-000242,2023-11-04
410,PED-2023-000410,2023-11-04
606,PED-2023-000606,2023-11-04
774,PED-2023-000774,2023-11-04
970,PED-2023-000970,2023-11-04
1138,PED-2023-001138,2023-11-04
1334,PED-2023-001334,2023-11-04
163,PED-2023-000163,2023-11-05
359,PED-2023-000359,2023-11-05
527,PED-2023-000527,2023-11-05
723,PED-2023-000723,2023-11-05
891,PED-2023-000891,2023-11-05
1087,PED-2023-001087,2023-11-05
1255,PED-2023-001255,2023-11-05
112,PED-2023-000112,2023-11-06
280,PED-2023-000280,2023-11-06
476,PED-2023-000476,2023-11-06
644,PED-2023-000644,2023-11-06
840,PED-2023-000840,2023-11-06
1008,PED-2023-001008,2023-11-06
1204,PED-2023-001204,2023-11-06
1372,PED-2023-001372,2023-11-06
1431,PED-2023-001431,2023-11-06
33,PED-2023-000033,2023-11-07
229,PED-2023-000229,2023-11-07
397,PED-2023-000397,2023-11-07
593,PED-2023-000593,2023-11-07
761,PED-2023-000761,2023-11-07
957,PED-2023-000957,2023-11-07
1125,PED-2023-001125,2023-11-07
1321,PED-2023-001321,2023-11-07
150,PED-2023-000150,2023-11-08
346,PED-2023-000346,2023-11-08
514,PED-2023-000514,2023-11-08
710,PED-2023-000710,2023-11-08
878,PED-2023-000878,2023-11-08
1074,PED-2023-001074,2023-11-08
1242,PED-2023-001242,2023-11-08
99,PED-2023-000099,2023-11-09
267,PED-2023-000267,2023-11-09
463,PED-2023-000463,2023-11-09
631,PED-2023-000631,2023-11-09
827,PED-2023-000827,2023-11-09
995,PED-2023-000995,2023-11-09
1191,PED-2023-001191,2023-11-09
1359,PED-2023-001359,2023-11-09
1418,PED-2023-001418,2023-11-09
20,PED-2023-000020,2023-11-10
216,PED-2023-000216,2023-11-10
384,PED-2023-000384,2023-11-10
580,PED-2023-000580,2023-11-10
748,PED-2023-000748,2023-11-10
944,PED-2023-000944,2023-11-10
1112,PED-2023-001112,2023-11-10
1308,PED-2023-001308,2023-11-10
137,PED-2023-000137,2023-11-11
333,PED-2023-000333,2023-11-11
501,PED-2023-000501,2023-11-11
697,PED-2023-000697,2023-11-11
865,PED-2023-000865,2023-11-11
1061,PED-2023-001061,2023-11-11
1229,PED-2023-001229,2023-11-11
86,PED-2023-000086,2023-11-12
254,PED-2023-000254,2023-11-12
450,PED-2023-000450,2023-11-12
618,PED-2023-000618,2023-11-12
814,PED-2023-000814,2023-11-12
982,PED-2023-000982,2023-11-12
1178,PED-2023-001178,2023-11-12
1346,PED-2023-001346,2023-11-12
1405,PED-2023-001405,2023-11-12
7,PED-2023-000007,2023-11-13
203,PED-2023-000203,2023-11-13
371,PED-2023-000371,2023-11-13
567,PED-2023-000567,2023-11-13
735,PED-2023-000735,2023-11-13
931,PED-2023-000931,2023-11-13
1099,PED-2023-001099,2023-11-13
1295,PED-2023-001295,2023-11-13
124,PED-2023-000124,2023-11-14
320,PED-2023-000320,2023-11-14
488,PED-2023-000488,2023-11-14
684,PED-2023-000684,2023-11-14
852,PED-2023-000852,2023-11-14
1048,PED-2023-001048,2023-11-14
1216,PED-2023-001216,2023-11-14
73,PED-2023-000073,2023-11-15
241,PED-2023-000241,2023-11-15
437,PED-2023-000437,2023-11-15
605,PED-2023-000605,2023-11-15
801,PED-2023-000801,2023-11-15
969,PED-2023-000969,2023-11-15
1165,PED-2023-001165,2023-11-15
1333,PED-2023-001333,2023-11-15
190,PED-2023-000190,2023-11-16
358,PED-2023-000358,2023-11-16
554,PED-2023-000554,2023-11-16
722,PED-2023-000722,2023-11-16
918,PED-2023-000918,2023-11-16
1086,PED-2023-001086,2023-11-16
1282,PED-2023-001282,2023-11-16
111,PED-2023-000111,2023-11-17
307,PED-2023-000307,2023-11-17
475,PED-2023-000475,2023-11-17
671,PED-2023-000671,2023-11-17
839,PED-2023-000839,2023-11-17
1035,PED-2023-001035,2023-11-17
1203,PED-2023-001203,2023-11-17
1399,PED-2023-001399,2023-11-17
1430,PED-2023-001430,2023-11-17
60,PED-2023-000060,2023-11-18
228,PED-2023-000228,2023-11-18
424,PED-2023-000424,2023-11-18
592,PED-2023-000592,2023-11-18
788,PED-2023-000788,2023-11-18
956,PED-2023-000956,2023-11-18
1152,PED-2023-001152,2023-11-18
1320,PED-2023-001320,2023-11-18
177,PED-2023-000177,2023-11-19
345,PED-2023-000345,2023-11-19
541,PED-2023-000541,2023-11-19
709,PED-2023-000709,2023-11-19
905,PED-2023-000905,2023-11-19
1073,PED-2023-001073,2023-11-19
1269,PED-2023-001269,2023-11-19
98,PED-2023-000098,2023-11-20
294,PED-2023-000294,2023-11-20
462,PED-2023-000462,2023-11-20
658,PED-2023-000658,2023-11-20
826,PED-2023-000826,2023-11-20
1022,PED-2023-001022,2023-11-20
1190,PED-2023-001190,2023-11-20
1386,PED-2023-001386,2023-11-20
1417,PED-2023-001417,2023-11-20
47,PED-2023-000047,2023-11-21
215,PED-2023-000215,2023-11-21
411,PED-2023-000411,2023-11-21
579,PED-2023-000579,2023-11-21
775,PED-2023-000775,2023-11-21
943,PED-2023-000943,2023-11-21
1139,PED-2023-001139,2023-11-21
1307,PED-2023-001307,2023-11-21
164,PED-2023-000164,2023-11-22
332,PED-2023-000332,2023-11-22
528,PED-2023-000528,2023-11-22
696,PED-2023-000696,2023-11-22
892,PED-2023-000892,2023-11-22
1060,PED-2023-001060,2023-11-22
1256,PED-2023-001256,2023-11-22
85,PED-2023-000085,2023-11-23
281,PED-2023-000281,2023-11-23
449,PED-2023-000449,2023-11-23
645,PED-2023-000645,2023-11-23
813,PED-2023-000813,2023-11-23
1009,PED-2023-001009,2023-11-23
1177,PED-2023-001177,2023-11-23
1373,PED-2023-001373,2023-11-23
1404,PED-2023-001404,2023-11-23
34,PED-2023-000034,2023-11-24
202,PED-2023-000202,2023-11-24
398,PED-2023-000398,2023-11-24
566,PED-2023-000566,2023-11-24
762,PED-2023-000762,2023-11-24
930,PED-2023-000930,2023-11-24
1126,PED-2023-001126,2023-11-24
1294,PED-2023-001294,2023-11-24
151,PED-2023-000151,2023-11-25
319,PED-2023-000319,2023-11-25
515,PED-2023-000515,2023-11-25
683,PED-2023-000683,2023-11-25
879,PED-2023-000879,2023-11-25
1047,PED-2023-001047,2023-11-25
1243,PED-2023-001243,2023-11-25
72,PED-2023-000072,2023-11-26
268,PED-2023-000268,2023-11-26
436,PED-2023-000436,2023-11-26
632,PED-2023-000632,2023-11-26
800,PED-2023-000800,2023-11-26
996,PED-2023-000996,2023-11-26
1164,PED-2023-001164,2023-11-26
1360,PED-2023-001360,2023-11-26
21,PED-2023-000021,2023-11-27
189,PED-2023-000189,2023-11-27
385,PED-2023-000385,2023-11-27
553,PED-2023-000553,2023-11-27
749,PED-2023-000749,2023-11-27
917,PED-2023-000917,2023-11-27
1113,PED-2023-001113,2023-11-27
1281,PED-2023-001281,2023-11-27
138,PED-2023-000138,2023-11-28
306,PED-2023-000306,2023-11-28
502,PED-2023-000502,2023-11-28
670,PED-2023-000670,2023-11-28
866,PED-2023-000866,2023-11-28
1034,PED-2023-001034,2023-11-28
1230,PED-2023-001230,2023-11-28
1398,PED-2023-001398,2023-11-28
87,PED-2023-000087,2023-12-01
451,PED-2023-000451,2023-12-01
815,PED-2023-000815,2023-12-01
1179,PED-2023-001179,2023-12-01
1406,PED-2023-001406,2023-12-01
204,PED-2023-000204,2023-12-02
568,PED-2023-000568,2023-12-02
932,PED-2023-000932,2023-12-02
1296,PED-2023-001296,2023-12-02
321,PED-2023-000321,2023-12-03
685,PED-2023-000685,2023-12-03
1049,PED-2023-001049,2023-12-03
74,PED-2023-000074,2023-12-04
438,PED-2023-000438,2023-12-04
802,PED-2023-000802,2023-12-04
1166,PED-2023-001166,2023-12-04
191,PED-2023-000191,2023-12-05
555,PED-2023-000555,2023-12-05
919,PED-2023-000919,2023-12-05
1283,PED-2023-001283,2023-12-05
308,PED-2023-000308,2023-12-06
672,PED-2023-000672,2023-12-06
1036,PED-2023-001036,2023-12-06
1400,PED-2023-001400,2023-12-06
61,PED-2023-000061,2023-12-07
425,PED-2023-000425,2023-12-07
789,PED-2023-000789,2023-12-07
1153,PED-2023-001153,2023-12-07
178,PED-2023-000178,2023-12-08
542,PED-2023-000542,2023-12-08
906,PED-2023-000906,2023-12-08
1270,PED-2023-001270,2023-12-08
295,PED-2023-000295,2023-12-09
659,PED-2023-000659,2023-12-09
1023,PED-2023-001023,2023-12-09
1387,PED-2023-001387,2023-12-09
48,PED-2023-000048,2023-12-10
412,PED-2023-000412,2023-12-10
776,PED-2023-000776,2023-12-10
1140,PED-2023-001140,2023-12-10
165,PED-2023-000165,2023-12-11
529,PED-2023-000529,2023-12-11
893,PED-2023-000893,2023-12-11
1257,PED-2023-001257,2023-12-11
282,PED-2023-000282,2023-12-12
646,PED-2023-000646,2023-12-12
1010,PED-2023-001010,2023-12-12
1374,PED-2023-001374,2023-12-12
35,PED-2023-000035,2023-12-13
399,PED-2023-000399,2023-12-13
763,PED-2023-000763,2023-12-13
1127,PED-2023-001127,2023-12-13
152,PED-2023-000152,2023-12-14
516,PED-2023-000516,2023-12-14
880,PED-2023-000880,2023-12-14
1244,PED-2023-001244,2023-12-14
269,PED-2023-000269,2023-12-15
633,PED-2023-000633,2023-12-15
997,PED-2023-000997,2023-12-15
1361,PED-2023-001361,2023-12-15
22,PED-2023-000022,2023-12-16
386,PED-2023-000386,2023-12-16
750,PED-2023-000750,2023-12-16
1114,PED-2023-001114,2023-12-16
139,PED-2023-000139,2023-12-17
503,PED-2023-000503,2023-12-17
867,PED-2023-000867,2023-12-17
1231,PED-2023-001231,2023-12-17
256,PED-2023-000256,2023-12-18
620,PED-2023-000620,2023-12-18
984,PED-2023-000984,2023-12-18
1348,PED-2023-001348,2023-12-18
9,PED-2023-000009,2023-12-19
373,PED-2023-000373,2023-12-19
737,PED-2023-000737,2023-12-19
1101,PED-2023-001101,2023-12-19
126,PED-2023-000126,2023-12-20
490,PED-2023-000490,2023-12-20
854,PED-2023-000854,2023-12-20
1218,PED-2023-001218,2023-12-20
243,PED-2023-000243,2023-12-21
607,PED-2023-000607,2023-12-21
971,PED-2023-000971,2023-12-21
1335,PED-2023-001335,2023-12-21
360,PED-2023-000360,2023-12-22
724,PED-2023-000724,2023-12-22
1088,PED-2023-001088,2023-12-22
113,PED-2023-000113,2023-12-23
477,PED-2023-000477,2023-12-23
841,PED-2023-000841,2023-12-23
1205,PED-2023-001205,2023-12-23
1432,PED-2023-001432,2023-12-23
230,PED-2023-000230,2023-12-24
594,PED-2023-000594,2023-12-24
958,PED-2023-000958,2023-12-24
1322,PED-2023-001322,2023-12-24
347,PED-2023-000347,2023-12-25
711,PED-2023-000711,2023-12-25
1075,PED-2023-001075,2023-12-25
100,PED-2023-000100,2023-12-26
464,PED-2023-000464,2023-12-26
828,PED-2023-000828,2023-12-26
1192,PED-2023-001192,2023-12-26
1419,PED-2023-001419,2023-12-26
217,PED-2023-000217,2023-12-27
581,PED-2023-000581,2023-12-27
945,PED-2023-000945,2023-12-27
1309,PED-2023-001309,2023-12-27
334,PED-2023-000334,2023-12-28
698,PED-2023-000698,2023-12-28
1062,PED-2023-001062,2023-12-28
