pedido_id,numero_pedido,desconto_mercadoria
3333,PED-2023-003333,543.28
3334,PED-2023-003334,0.00
3335,PED-2023-003335,0.00
3336,PED-2023-003336,0.00
3337,PED-2023-003337,0.00
3338,PED-2023-003338,0.00
3339,PED-2023-003339,0.00
3340,PED-2023-003340,0.00
3341,PED-2023-003341,0.00
3342,PED-2023-003342,0.00
3343,PED-2023-003343,0.00
3344,PED-2023-003344,0.00
3345,PED-2023-003345,0.00
3346,PED-2023-003346,0.00
3347,PED-2023-003347,0.00
3348,PED-2023-003348,0.00
3349,PED-2023-003349,0.00
3350,PED-2023-003350,0.00
3351,PED-2023-003351,0.00
3352,PED-2023-003352,0.00
3353,PED-2023-003353,0.00
3354,PED-2023-003354,80.36
3355,PED-2023-003355,76.97
3356,PED-2023-003356,133.14
3357,PED-2023-003357,157.56
3358,PED-2023-003358,104.59
3359,PED-2023-003359,134.34
3360,PED-2023-003360,237.41
3361,PED-2023-003361,132.92
3362,PED-2023-003362,180.98
3363,PED-2023-003363,155.15
3364,PED-2023-003364,136.62
3365,PED-2023-003365,311.22
3366,PED-2023-003366,114.25
3367,PED-2023-003367,83.40
3368,PED-2023-003368,0.00
3369,PED-2023-003369,0.00
3370,PED-2023-003370,0.00
3371,PED-2023-003371,0.00
3372,PED-2023-003372,0.00
3373,PED-2023-003373,0.00
3374,PED-2023-003374,0.00
3375,PED-2023-003375,0.00
3376,PED-2023-003376,0.00
3377,PED-2023-003377,0.00
3378,PED-2023-003378,0.00
3379,PED-2023-003379,0.00
3380,PED-2023-003380,0.00
3381,PED-2023-003381,0.00
3382,PED-2023-003382,0.00
3383,PED-2023-003383,0.00
3384,PED-2023-003384,0.00
3385,PED-2023-003385,0.00
3386,PED-2023-003386,0.00
3387,PED-2023-003387,0.00
3388,PED-2023-003388,186.62
3389,PED-2023-003389,163.05
3390,PED-2023-003390,70.14
3391,PED-2023-003391,201.94
3392,PED-2023-003392,87.59
3393,PED-2023-003393,130.50
3394,PED-2023-003394,140.63
3395,PED-2023-003395,98.33
3396,PED-2023-003396,153.96
3397,PED-2023-003397,186.50
3398,PED-2023-003398,118.84
3399,PED-2023-003399,151.94
3400,PED-2023-003400,269.60
3401,PED-2023-003401,0.00
3402,PED-2023-003402,0.00
3403,PED-2023-003403,0.00
3404,PED-2023-003404,0.00
3405,PED-2023-003405,0.00
3406,PED-2023-003406,0.00
3407,PED-2023-003407,0.00
3408,PED-2023-003408,0.00
3409,PED-2023-003409,0.00
3410,PED-2023-003410,0.00
3411,PED-2023-003411,0.00
3412,PED-2023-003412,0.00
3413,PED-2023-003413,0.00
3414,PED-2023-003414,0.00
3415,PED-2023-003415,0.00
3416,PED-2023-003416,0.00
3417,PED-2023-003417,0.00
3418,PED-2023-003418,0.00
3419,PED-2023-003419,0.00
3420,PED-2023-003420,0.00
3421,PED-2023-003421,256.04
3422,PED-2023-003422,71.66
3423,PED-2023-003423,359.40
3424,PED-2023-003424,93.36
3425,PED-2023-003425,108.27
3426,PED-2023-003426,216.08
3427,PED-2023-003427,369.38
3428,PED-2023-003428,214.04
3429,PED-2023-003429,141.10
3430,PED-2023-003430,48.77
3431,PED-2023-003431,166.33
3432,PED-2023-003432,112.18
3433,PED-2023-003433,151.36
3434,PED-2023-003434,0.00
3435,PED-2023-003435,0.00
3436,PED-2023-003436,0.00
3437,PED-2023-003437,0.00
3438,PED-2023-003438,0.00
3439,PED-2023-003439,0.00
3440,PED-2023-003440,0.00
3441,PED-2023-003441,0.00
3442,PED-2023-003442,0.00
3443,PED-2023-003443,0.00
3444,PED-2023-003444,0.00
3445,PED-2023-003445,0.00
3446,PED-2023-003446,0.00
3447,PED-2023-003447,0.00
3448,PED-2023-003448,0.00
3449,PED-2023-003449,0.00
3450,PED-2023-003450,0.00
3451,PED-2023-003451,0.00
3452,PED-2023-003452,0.00
3453,PED-2023-003453,0.00
3454,PED-2023-003454,81.30
3455,PED-2023-003455,321.82
3456,PED-2023-003456,305.42
3457,PED-2023-003457,114.46
3458,PED-2023-003458,397.96
3459,PED-2023-003459,93.97
3460,PED-2023-003460,290.24
3461,PED-2023-003461,221.65
3462,PED-2023-003462,63.46
3463,PED-2023-003463,239.95
3464,PED-2023-003464,107.57
3465,PED-2023-003465,123.07
3466,PED-2023-003466,246.81
3467,PED-2023-003467,68.16
3468,PED-2023-003468,0.00
3469,PED-2023-003469,0.00
3470,PED-2023-003470,0.00
3471,PED-2023-003471,0.00
3472,PED-2023-003472,0.00
3473,PED-2023-003473,0.00
3474,PED-2023-003474,0.00
3475,PED-2023-003475,0.00
3476,PED-2023-003476,0.00
3477,PED-2023-003477,0.00
3478,PED-2023-003478,0.00
3479,PED-2023-003479,0.00
3480,PED-2023-003480,0.00
3481,PED-2023-003481,0.00
3482,PED-2023-003482,0.00
3483,PED-2023-003483,0.00
3484,PED-2023-003484,0.00
3485,PED-2023-003485,0.00
3486,PED-2023-003486,0.00
3487,PED-2023-003487,0.00
3488,PED-2023-003488,398.09
3489,PED-2023-003489,159.42
3490,PED-2023-003490,417.80
3491,PED-2023-003491,201.28
3492,PED-2023-003492,226.33
3493,PED-2023-003493,424.95
3494,PED-2023-003494,58.10
3495,PED-2023-003495,347.58
3496,PED-2023-003496,328.43
3497,PED-2023-003497,125.99
3498,PED-2023-003498,254.34
3499,PED-2023-003499,87.40
3500,PED-2023-003500,141.38
3501,PED-2023-003501,0.00
3502,PED-2023-003502,0.00
3503,PED-2023-003503,0.00
3504,PED-2023-003504,0.00
3505,PED-2023-003505,0.00
3506,PED-2023-003506,0.00
3507,PED-2023-003507,0.00
3508,PED-2023-003508,0.00
3509,PED-2023-003509,0.00
3510,PED-2023-003510,0.00
3511,PED-2023-003511,0.00
3512,PED-2023-003512,0.00
3513,PED-2023-003513,0.00
3514,PED-2023-003514,0.00
3515,PED-2023-003515,0.00
3516,PED-2023-003516,0.00
3517,PED-2023-003517,0.00
3518,PED-2023-003518,0.00
3519,PED-2023-003519,0.00
3520,PED-2023-003520,0.00
3521,PED-2023-003521,175.96
3522,PED-2023-003522,279.71
3523,PED-2023-003523,238.48
3524,PED-2023-003524,193.60
3525,PED-2023-003525,458.16
3526,PED-2023-003526,158.05
3527,PED-2023-003527,269.12
3528,PED-2023-003528,429.83
3529,PED-2023-003529,170.39
3530,PED-2023-003530,395.33
3531,PED-2023-003531,154.75
3532,PED-2023-003532,165.50
3533,PED-2023-003533,472.04
3534,PED-2023-003534,0.00
3535,PED-2023-003535,0.00
3536,PED-2023-003536,0.00
3537,PED-2023-003537,0.00
3538,PED-2023-003538,0.00
3539,PED-2023-003539,0.00
3540,PED-2023-003540,0.00
3541,PED-2023-003541,0.00
3542,PED-2023-003542,0.00
3543,PED-2023-003543,0.00
3544,PED-2023-003544,0.00
3545,PED-2023-003545,0.00
3546,PED-2023-003546,0.00
3547,PED-2023-003547,0.00
3548,PED-2023-003548,0.00
3549,PED-2023-003549,0.00
3550,PED-2023-003550,0.00
3551,PED-2023-003551,0.00
3552,PED-2023-003552,0.00
3553,PED-2023-003553,0.00
3554,PED-2023-003554,137.90
3555,PED-2023-003555,183.83
3556,PED-2023-003556,237.26
3557,PED-2023-003557,302.78
3558,PED-2023-003558,175.83
3559,PED-2023-003559,222.02
3560,PED-2023-003560,426.47
3561,PED-2023-003561,212.38
3562,PED-2023-003562,304.28
3563,PED-2023-003563,259.27
3564,PED-2023-003564,207.86
3565,PED-2023-003565,494.80
3566,PED-2023-003566,169.05
3567,PED-2023-003567,138.20
3568,PED-2023-003568,0.00
3569,PED-2023-003569,0.00
3570,PED-2023-003570,0.00
3571,PED-2023-003571,0.00
3572,PED-2023-003572,0.00
3573,PED-2023-003573,0.00
3574,PED-2023-003574,0.00
3575,PED-2023-003575,0.00
3576,PED-2023-003576,0.00
3577,PED-2023-003577,0.00
3578,PED-2023-003578,0.00
3579,PED-2023-003579,0.00
3580,PED-2023-003580,0.00
3581,PED-2023-003581,0.00
3582,PED-2023-003582,0.00
3583,PED-2023-003583,0.00
3584,PED-2023-003584,0.00
3585,PED-2023-003585,0.00
3586,PED-2023-003586,0.00
3587,PED-2023-003587,0.00
3588,PED-2023-003588,254.56
3589,PED-2023-003589,237.59
3590,PED-2023-003590,86.03
3591,PED-2023-003591,269.36
3592,PED-2023-003592,210.89
3593,PED-2023-003593,234.62
3594,PED-2023-003594,244.75
3595,PED-2023-003595,205.19
3596,PED-2023-003596,258.08
3597,PED-2023-003597,331.72
3598,PED-2023-003598,190.08
3599,PED-2023-003599,239.62
3600,PED-2023-003600,455.92
3601,PED-2024-000001,0.00
3602,PED-2024-000002,0.00
3603,PED-2024-000003,0.00
3604,PED-2024-000004,0.00
3605,PED-2024-000005,0.00
3606,PED-2024-000006,0.00
3607,PED-2024-000007,0.00
3608,PED-2024-000008,0.00
3609,PED-2024-000009,0.00
3610,PED-2024-000010,0.00
3611,PED-2024-000011,0.00
3612,PED-2024-000012,0.00
3613,PED-2024-000013,0.00
3614,PED-2024-000014,0.00
3615,PED-2024-000015,0.00
3616,PED-2024-000016,0.00
3617,PED-2024-000017,0.00
3618,PED-2024-000018,0.00
3619,PED-2024-000019,0.00
3620,PED-2024-000020,0.00
3621,PED-2024-000021,0.00
3622,PED-2024-000022,0.00
3623,PED-2024-000023,0.00
3624,PED-2024-000024,0.00
3625,PED-2024-000025,0.00
3626,PED-2024-000026,0.00
3627,PED-2024-000027,0.00
3628,PED-2024-000028,0.00
3629,PED-2024-000029,0.00
3630,PED-2024-000030,0.00
3631,PED-2024-000031,123.55
3632,PED-2024-000032,188.04
3633,PED-2024-000033,48.03
3634,PED-2024-000034,194.00
3635,PED-2024-000035,213.10
3636,PED-2024-000036,112.65
3637,PED-2024-000037,154.36
3638,PED-2024-000038,97.80
3639,PED-2024-000039,325.31
3640,PED-2024-000040,270.45
3641,PED-2024-000041,98.51
3642,PED-2024-000042,315.28
3643,PED-2024-000043,159.98
3644,PED-2024-000044,211.58
3645,PED-2024-000045,102.24
3646,PED-2024-000046,196.85
3647,PED-2024-000047,513.20
3648,PED-2024-000048,69.09
3649,PED-2024-000049,73.42
3650,PED-2024-000050,172.48
3651,PED-2024-000051,0.00
3652,PED-2024-000052,0.00
3653,PED-2024-000053,0.00
3654,PED-2024-000054,0.00
3655,PED-2024-000055,0.00
3656,PED-2024-000056,0.00
3657,PED-2024-000057,0.00
3658,PED-2024-000058,0.00
3659,PED-2024-000059,0.00
3660,PED-2024-000060,0.00
3661,PED-2024-000061,0.00
3662,PED-2024-000062,0.00
3663,PED-2024-000063,0.00
3664,PED-2024-000064,0.00
3665,PED-2024-000065,0.00
3666,PED-2024-000066,0.00
3667,PED-2024-000067,0.00
3668,PED-2024-000068,0.00
3669,PED-2024-000069,0.00
3670,PED-2024-000070,0.00
3671,PED-2024-000071,0.00
3672,PED-2024-000072,0.00
3673,PED-2024-000073,0.00
3674,PED-2024-000074,0.00
3675,PED-2024-000075,0.00
3676,PED-2024-000076,0.00
3677,PED-2024-000077,0.00
3678,PED-2024-000078,0.00
3679,PED-2024-000079,0.00
3680,PED-2024-000080,0.00
3681,PED-2024-000081,76.38
3682,PED-2024-000082,337.74
3683,PED-2024-000083,170.91
3684,PED-2024-000084,226.89
3685,PED-2024-000085,86.33
3686,PED-2024-000086,94.40
3687,PED-2024-000087,277.00
3688,PED-2024-000088,74.58
3689,PED-2024-000089,83.27
3690,PED-2024-000090,196.74
3691,PED-2024-000091,80.73
3692,PED-2024-000092,76.49
3693,PED-2024-000093,23.90
3694,PED-2024-000094,97.54
3695,PED-2024-000095,101.61
3696,PED-2024-000096,55.37
3697,PED-2024-000097,85.03
3698,PED-2024-000098,55.61
3699,PED-2024-000099,186.59
3700,PED-2024-000100,142.16
3701,PED-2024-000101,0.00
3702,PED-2024-000102,0.00
3703,PED-2024-000103,0.00
3704,PED-2024-000104,0.00
3705,PED-2024-000105,0.00
3706,PED-2024-000106,0.00
3707,PED-2024-000107,0.00
3708,PED-2024-000108,0.00
3709,PED-2024-000109,0.00
3710,PED-2024-000110,0.00
3711,PED-2024-000111,0.00
3712,PED-2024-000112,0.00
3713,PED-2024-000113,0.00
3714,PED-2024-000114,0.00
3715,PED-2024-000115,0.00
3716,PED-2024-000116,0.00
3717,PED-2024-000117,0.00
3718,PED-2024-000118,0.00
3719,PED-2024-000119,0.00
3720,PED-2024-000120,0.00
3721,PED-2024-000121,0.00
3722,PED-2024-000122,0.00
3723,PED-2024-000123,0.00
3724,PED-2024-000124,0.00
3725,PED-2024-000125,0.00
3726,PED-2024-000126,0.00
3727,PED-2024-000127,0.00
3728,PED-2024-000128,0.00
3729,PED-2024-000129,0.00
3730,PED-2024-000130,0.00
3731,PED-2024-000131,71.75
3732,PED-2024-000132,96.75
3733,PED-2024-000133,28.27
3734,PED-2024-000134,115.09
3735,PED-2024-000135,121.90
3736,PED-2024-000136,65.81
3737,PED-2024-000137,97.63
3738,PED-2024-000138,63.31
3739,PED-2024-000139,211.82
3740,PED-2024-000140,169.34
3741,PED-2024-000141,66.45
3742,PED-2024-000142,214.15
3743,PED-2024-000143,110.58
3744,PED-2024-000144,142.51
3745,PED-2024-000145,70.17
3746,PED-2024-000146,140.18
3747,PED-2024-000147,367.67
3748,PED-2024-000148,59.74
3749,PED-2024-000149,121.08
3750,PED-2024-000150,123.16
3751,PED-2024-000151,0.00
3752,PED-2024-000152,0.00
3753,PED-2024-000153,0.00
3754,PED-2024-000154,0.00
3755,PED-2024-000155,0.00
3756,PED-2024-000156,0.00
3757,PED-2024-000157,0.00
3758,PED-2024-000158,0.00
3759,PED-2024-000159,0.00
3760,PED-2024-000160,0.00
3761,PED-2024-000161,0.00
3762,PED-2024-000162,0.00
3763,PED-2024-000163,0.00
3764,PED-2024-000164,0.00
3765,PED-2024-000165,0.00
3766,PED-2024-000166,0.00
3767,PED-2024-000167,0.00
3768,PED-2024-000168,0.00
3769,PED-2024-000169,0.00
3770,PED-2024-000170,0.00
3771,PED-2024-000171,0.00
3772,PED-2024-000172,0.00
3773,PED-2024-000173,0.00
3774,PED-2024-000174,0.00
3775,PED-2024-000175,0.00
3776,PED-2024-000176,0.00
3777,PED-2024-000177,0.00
3778,PED-2024-000178,0.00
3779,PED-2024-000179,0.00
3780,PED-2024-000180,0.00
3781,PED-2024-000181,54.18
3782,PED-2024-000182,236.61
3783,PED-2024-000183,121.58
3784,PED-2024-000184,157.83
3785,PED-2024-000185,77.30
3786,PED-2024-000186,152.74
3787,PED-2024-000187,399.99
3788,PED-2024-000188,65.23
3789,PED-2024-000189,130.98
3790,PED-2024-000190,173.47
3791,PED-2024-000191,252.46
3792,PED-2024-000192,269.08
3793,PED-2024-000193,65.55
3794,PED-2024-000194,264.17
3795,PED-2024-000195,294.19
3796,PED-2024-000196,154.27
3797,PED-2024-000197,89.68
3798,PED-2024-000198,51.80
3799,PED-2024-000199,211.29
3800,PED-2024-000200,350.40
3801,PED-2024-000201,0.00
3802,PED-2024-000202,0.00
3803,PED-2024-000203,0.00
3804,PED-2024-000204,0.00
3805,PED-2024-000205,0.00
3806,PED-2024-000206,0.00
3807,PED-2024-000207,0.00
3808,PED-2024-000208,0.00
3809,PED-2024-000209,0.00
3810,PED-2024-000210,0.00
3811,PED-2024-000211,0.00
3812,PED-2024-000212,0.00
3813,PED-2024-000213,0.00
3814,PED-2024-000214,0.00
3815,PED-2024-000215,0.00
3816,PED-2024-000216,0.00
3817,PED-2024-000217,0.00
3818,PED-2024-000218,0.00
3819,PED-2024-000219,0.00
3820,PED-2024-000220,0.00
3821,PED-2024-000221,0.00
3822,PED-2024-000222,0.00
3823,PED-2024-000223,0.00
3824,PED-2024-000224,0.00
3825,PED-2024-000225,0.00
3826,PED-2024-000226,0.00
3827,PED-2024-000227,0.00
3828,PED-2024-000228,0.00
3829,PED-2024-000229,0.00
3830,PED-2024-000230,0.00
3831,PED-2024-000231,181.09
3832,PED-2024-000232,289.42
3833,PED-2024-000233,69.95
3834,PED-2024-000234,128.23
3835,PED-2024-000235,260.79
3836,PED-2024-000236,141.69
3837,PED-2024-000237,102.30
3838,PED-2024-000238,59.46
3839,PED-2024-000239,236.52
3840,PED-2024-000240,68.24
3841,PED-2024-000241,34.42
3842,PED-2024-000242,113.06
3843,PED-2024-000243,61.31
3844,PED-2024-000244,73.45
3845,PED-2024-000245,38.10
3846,PED-2024-000246,83.46
3847,PED-2024-000247,222.20
3848,PED-2024-000248,35.13
3849,PED-2024-000249,76.70
3850,PED-2024-000250,73.84
3851,PED-2024-000251,0.00
3852,PED-2024-000252,0.00
3853,PED-2024-000253,0.00
3854,PED-2024-000254,0.00
3855,PED-2024-000255,0.00
3856,PED-2024-000256,0.00
3857,PED-2024-000257,0.00
3858,PED-2024-000258,0.00
3859,PED-2024-000259,0.00
3860,PED-2024-000260,0.00
3861,PED-2024-000261,0.00
3862,PED-2024-000262,0.00
3863,PED-2024-000263,0.00
3864,PED-2024-000264,0.00
3865,PED-2024-000265,0.00
3866,PED-2024-000266,0.00
3867,PED-2024-000267,0.00
3868,PED-2024-000268,0.00
3869,PED-2024-000269,0.00
3870,PED-2024-000270,0.00
3871,PED-2024-000271,0.00
3872,PED-2024-000272,0.00
3873,PED-2024-000273,0.00
3874,PED-2024-000274,0.00
3875,PED-2024-000275,0.00
3876,PED-2024-000276,0.00
3877,PED-2024-000277,0.00
3878,PED-2024-000278,0.00
3879,PED-2024-000279,0.00
3880,PED-2024-000280,0.00
3881,PED-2024-000281,31.98
3882,PED-2024-000282,135.52
3883,PED-2024-000283,72.31
3884,PED-2024-000284,88.84
3885,PED-2024-000285,45.23
3886,PED-2024-000286,96.02
3887,PED-2024-000287,254.52
3888,PED-2024-000288,40.54
3889,PED-2024-000289,86.57
3890,PED-2024-000290,111.80
3891,PED-2024-000291,171.15
3892,PED-2024-000292,177.87
3893,PED-2024-000293,45.82
3894,PED-2024-000294,185.22
3895,PED-2024-000295,202.99
3896,PED-2024-000296,107.43
3897,PED-2024-000297,148.05
3898,PED-2024-000298,93.97
3899,PED-2024-000299,312.63
3900,PED-2024-000300,251.76
3901,PED-2024-000301,0.00
3902,PED-2024-000302,0.00
3903,PED-2024-000303,0.00
3904,PED-2024-000304,0.00
3905,PED-2024-000305,0.00
3906,PED-2024-000306,0.00
3907,PED-2024-000307,0.00
3908,PED-2024-000308,0.00
3909,PED-2024-000309,0.00
3910,PED-2024-000310,0.00
3911,PED-2024-000311,0.00
3912,PED-2024-000312,0.00
3913,PED-2024-000313,0.00
3914,PED-2024-000314,0.00
3915,PED-2024-000315,0.00
3916,PED-2024-000316,0.00
3917,PED-2024-000317,0.00
3918,PED-2024-000318,0.00
3919,PED-2024-000319,0.00
3920,PED-2024-000320,0.00
3921,PED-2024-000321,0.00
3922,PED-2024-000322,0.00
3923,PED-2024-000323,0.00
3924,PED-2024-000324,0.00
3925,PED-2024-000325,0.00
3926,PED-2024-000326,0.00
3927,PED-2024-000327,0.00
3928,PED-2024-000328,0.00
3929,PED-2024-000329,0.00
3930,PED-2024-000330,0.00
3931,PED-2024-000331,129.29
3932,PED-2024-000332,198.13
3933,PED-2024-000333,50.19
3934,PED-2024-000334,202.77
3935,PED-2024-000335,223.28
3936,PED-2024-000336,117.87
3937,PED-2024-000337,160.65
3938,PED-2024-000338,101.67
3939,PED-2024-000339,337.86
3940,PED-2024-000340,281.68
3941,PED-2024-000341,102.07
3942,PED-2024-000342,326.49
3943,PED-2024-000343,165.38
3944,PED-2024-000344,219.23
3945,PED-2024-000345,105.79
3946,PED-2024-000346,88.10
3947,PED-2024-000347,260.81
3948,PED-2024-000348,71.79
3949,PED-2024-000349,78.36
3950,PED-2024-000350,177.96
3951,PED-2024-000351,0.00
3952,PED-2024-000352,0.00
3953,PED-2024-000353,0.00
3954,PED-2024-000354,0.00
3955,PED-2024-000355,0.00
3956,PED-2024-000356,0.00
3957,PED-2024-000357,0.00
3958,PED-2024-000358,0.00
3959,PED-2024-000359,0.00
3960,PED-2024-000360,0.00
3961,PED-2024-000361,0.00
3962,PED-2024-000362,0.00
3963,PED-2024-000363,0.00
3964,PED-2024-000364,0.00
3965,PED-2024-000365,0.00
3966,PED-2024-000366,0.00
3967,PED-2024-000367,0.00
3968,PED-2024-000368,0.00
3969,PED-2024-000369,0.00
3970,PED-2024-000370,0.00
3971,PED-2024-000371,0.00
3972,PED-2024-000372,0.00
3973,PED-2024-000373,0.00
3974,PED-2024-000374,0.00
3975,PED-2024-000375,0.00
3976,PED-2024-000376,0.00
3977,PED-2024-000377,0.00
3978,PED-2024-000378,0.00
3979,PED-2024-000379,0.00
3980,PED-2024-000380,0.00
3981,PED-2024-000381,78.84
3982,PED-2024-000382,348.95
3983,PED-2024-000383,176.38
3984,PED-2024-000384,203.86
3985,PED-2024-000385,89.91
3986,PED-2024-000386,100.66
3987,PED-2024-000387,293.13
3988,PED-2024-000388,77.29
3989,PED-2024-000389,42.19
3990,PED-2024-000390,50.13
3991,PED-2024-000391,89.71
3992,PED-2024-000392,86.66
3993,PED-2024-000393,26.11
3994,PED-2024-000394,106.32
3995,PED-2024-000395,111.72
3996,PED-2024-000396,60.59
3997,PED-2024-000397,91.34
3998,PED-2024-000398,59.44
3999,PED-2024-000399,199.27
4000,PED-2024-000400,153.12
4001,PED-2024-000401,0.00
4002,PED-2024-000402,0.00
4003,PED-2024-000403,0.00
4004,PED-2024-000404,0.00
4005,PED-2024-000405,0.00
4006,PED-2024-000406,0.00
4007,PED-2024-000407,0.00
4008,PED-2024-000408,0.00
4009,PED-2024-000409,0.00
4010,PED-2024-000410,0.00
4011,PED-2024-000411,0.00
4012,PED-2024-000412,0.00
4013,PED-2024-000413,0.00
4014,PED-2024-000414,0.00
4015,PED-2024-000415,0.00
4016,PED-2024-000416,0.00
4017,PED-2024-000417,0.00
4018,PED-2024-000418,0.00
4019,PED-2024-000419,0.00
4020,PED-2024-000420,0.00
4021,PED-2024-000421,0.00
4022,PED-2024-000422,0.00
4023,PED-2024-000423,0.00
4024,PED-2024-000424,0.00
4025,PED-2024-000425,0.00
4026,PED-2024-000426,0.00
4027,PED-2024-000427,0.00
4028,PED-2024-000428,0.00
4029,PED-2024-000429,0.00
4030,PED-2024-000430,0.00
4031,PED-2024-000431,77.49
4032,PED-2024-000432,106.92
4033,PED-2024-000433,30.46
4034,PED-2024-000434,123.87
4035,PED-2024-000435,132.01
4036,PED-2024-000436,71.03
4037,PED-2024-000437,103.94
4038,PED-2024-000438,67.14
4039,PED-2024-000439,224.44
4040,PED-2024-000440,180.58
4041,PED-2024-000441,70.04
4042,PED-2024-000442,225.40
4043,PED-2024-000443,116.11
4044,PED-2024-000444,150.17
4045,PED-2024-000445,73.72
4046,PED-2024-000446,146.48
4047,PED-2024-000447,383.86
4048,PED-2024-000448,62.53
4049,PED-2024-000449,126.02
4050,PED-2024-000450,128.64
4051,PED-2024-000451,0.00
4052,PED-2024-000452,0.00
4053,PED-2024-000453,0.00
4054,PED-2024-000454,0.00
4055,PED-2024-000455,0.00
4056,PED-2024-000456,0.00
4057,PED-2024-000457,0.00
4058,PED-2024-000458,0.00
4059,PED-2024-000459,0.00
4060,PED-2024-000460,0.00
4061,PED-2024-000461,0.00
4062,PED-2024-000462,0.00
4063,PED-2024-000463,0.00
4064,PED-2024-000464,0.00
4065,PED-2024-000465,0.00
4066,PED-2024-000466,0.00
4067,PED-2024-000467,0.00
4068,PED-2024-000468,0.00
4069,PED-2024-000469,0.00
4070,PED-2024-000470,0.00
4071,PED-2024-000471,0.00
4072,PED-2024-000472,0.00
4073,PED-2024-000473,0.00
4074,PED-2024-000474,0.00
4075,PED-2024-000475,0.00
4076,PED-2024-000476,0.00
4077,PED-2024-000477,0.00
4078,PED-2024-000478,0.00
4079,PED-2024-000479,0.00
4080,PED-2024-000480,0.00
4081,PED-2024-000481,56.64
4082,PED-2024-000482,247.86
4083,PED-2024-000483,127.11
4084,PED-2024-000484,165.56
4085,PED-2024-000485,80.85
4086,PED-2024-000486,159.04
4087,PED-2024-000487,416.18
4088,PED-2024-000488,67.94
4089,PED-2024-000489,135.89
4090,PED-2024-000490,180.30
4091,PED-2024-000491,261.57
4092,PED-2024-000492,279.25
4093,PED-2024-000493,67.74
4094,PED-2024-000494,272.90
4095,PED-2024-000495,304.37
4096,PED-2024-000496,136.47
4097,PED-2024-000497,95.99
4098,PED-2024-000498,55.63
4099,PED-2024-000499,223.84
4100,PED-2024-000500,361.36
4101,PED-2024-000501,0.00
4102,PED-2024-000502,0.00
4103,PED-2024-000503,0.00
4104,PED-2024-000504,0.00
4105,PED-2024-000505,0.00
4106,PED-2024-000506,0.00
4107,PED-2024-000507,0.00
4108,PED-2024-000508,0.00
4109,PED-2024-000509,0.00
4110,PED-2024-000510,0.00
4111,PED-2024-000511,0.00
4112,PED-2024-000512,0.00
4113,PED-2024-000513,0.00
4114,PED-2024-000514,0.00
4115,PED-2024-000515,0.00
4116,PED-2024-000516,0.00
4117,PED-2024-000517,0.00
4118,PED-2024-000518,0.00
4119,PED-2024-000519,0.00
4120,PED-2024-000520,0.00
4121,PED-2024-000521,0.00
4122,PED-2024-000522,0.00
4123,PED-2024-000523,0.00
4124,PED-2024-000524,0.00
4125,PED-2024-000525,0.00
4126,PED-2024-000526,0.00
4127,PED-2024-000527,0.00
4128,PED-2024-000528,0.00
4129,PED-2024-000529,0.00
4130,PED-2024-000530,0.00
4131,PED-2024-000531,186.83
4132,PED-2024-000532,299.51
4133,PED-2024-000533,26.09
4134,PED-2024-000534,137.05
4135,PED-2024-000535,270.90
4136,PED-2024-000536,146.92
4137,PED-2024-000537,108.59
4138,PED-2024-000538,63.28
4139,PED-2024-000539,111.02
4140,PED-2024-000540,79.47
4141,PED-2024-000541,37.98
4142,PED-2024-000542,124.27
4143,PED-2024-000543,66.78
4144,PED-2024-000544,81.11
4145,PED-2024-000545,41.68
4146,PED-2024-000546,89.72
4147,PED-2024-000547,238.33
4148,PED-2024-000548,37.83
4149,PED-2024-000549,81.66
4150,PED-2024-000550,79.32
4151,PED-2024-000551,0.00
4152,PED-2024-000552,0.00
4153,PED-2024-000553,0.00
4154,PED-2024-000554,0.00
4155,PED-2024-000555,0.00
4156,PED-2024-000556,0.00
4157,PED-2024-000557,0.00
4158,PED-2024-000558,0.00
4159,PED-2024-000559,0.00
4160,PED-2024-000560,0.00
4161,PED-2024-000561,0.00
4162,PED-2024-000562,0.00
4163,PED-2024-000563,0.00
4164,PED-2024-000564,0.00
4165,PED-2024-000565,0.00
4166,PED-2024-000566,0.00
4167,PED-2024-000567,0.00
4168,PED-2024-000568,0.00
4169,PED-2024-000569,0.00
4170,PED-2024-000570,0.00
4171,PED-2024-000571,0.00
4172,PED-2024-000572,0.00
4173,PED-2024-000573,0.00
4174,PED-2024-000574,0.00
4175,PED-2024-000575,0.00
4176,PED-2024-000576,0.00
4177,PED-2024-000577,0.00
4178,PED-2024-000578,0.00
4179,PED-2024-000579,0.00
4180,PED-2024-000580,0.00
4181,PED-2024-000581,34.44
4182,PED-2024-000582,146.77
4183,PED-2024-000583,77.78
4184,PED-2024-000584,96.50
4185,PED-2024-000585,48.81
4186,PED-2024-000586,102.32
4187,PED-2024-000587,270.71
4188,PED-2024-000588,43.33
4189,PED-2024-000589,91.51
4190,PED-2024-000590,118.63
4191,PED-2024-000591,180.13
4192,PED-2024-000592,188.04
4193,PED-2024-000593,48.03
4194,PED-2024-000594,194.00
4195,PED-2024-000595,213.10
4196,PED-2024-000596,112.65
4197,PED-2024-000597,154.36
4198,PED-2024-000598,97.80
4199,PED-2024-000599,325.31
4200,PED-2024-000600,262.72
4201,PED-2024-000601,0.00
4202,PED-2024-000602,0.00
4203,PED-2024-000603,0.00
4204,PED-2024-000604,0.00
4205,PED-2024-000605,0.00
