pedido_id,numero_pedido,receita_mercadoria_liquida
3746,PED-2024-000146,936.75
3747,PED-2024-000147,1236.15
3748,PED-2024-000148,998.01
3749,PED-2024-000149,544.04
3750,PED-2024-000150,1101.73
3751,PED-2024-000151,1817.54
3752,PED-2024-000152,1205.71
3753,PED-2024-000153,747.32
3754,PED-2024-000154,1372.85
3755,PED-2024-000155,2031.26
3756,PED-2024-000156,1353.67
3757,PED-2024-000157,829.52
3758,PED-2024-000158,1520.81
3759,PED-2024-000159,2244.98
3760,PED-2024-000160,1348.19
3761,PED-2024-000161,451.40
3762,PED-2024-000162,901.57
3763,PED-2024-000163,1384.62
3764,PED-2024-000164,1496.15
3765,PED-2024-000165,226.72
3766,PED-2024-000166,435.77
3767,PED-2024-000167,677.70
3768,PED-2024-000168,416.59
3769,PED-2024-000169,308.92
3770,PED-2024-000170,583.73
3771,PED-2024-000171,891.42
3772,PED-2024-000172,564.55
3773,PED-2024-000173,391.12
3774,PED-2024-000174,731.69
3775,PED-2024-000175,1105.14
3776,PED-2024-000176,712.51
3777,PED-2024-000177,473.32
3778,PED-2024-000178,879.65
3779,PED-2024-000179,1318.86
3780,PED-2024-000180,860.47
3781,PED-2024-000181,501.34
3782,PED-2024-000182,791.00
3783,PED-2024-000183,1411.00
3784,PED-2024-000184,850.60
3785,PED-2024-000185,560.42
3786,PED-2024-000186,1022.83
3787,PED-2024-000187,1346.31
3788,PED-2024-000188,1091.16
3789,PED-2024-000189,588.94
3790,PED-2024-000190,1150.06
3791,PED-2024-000191,1707.56
3792,PED-2024-000192,1035.27
3793,PED-2024-000193,736.57
3794,PED-2024-000194,1207.32
3795,PED-2024-000195,1879.55
3796,PED-2024-000196,1298.04
3797,PED-2024-000197,334.32
3798,PED-2024-000198,800.45
3799,PED-2024-000199,1102.09
3800,PED-2024-000200,1096.43
3801,PED-2024-000201,506.20
3802,PED-2024-000202,1000.21
3803,PED-2024-000203,606.46
3804,PED-2024-000204,367.27
3805,PED-2024-000205,281.52
3806,PED-2024-000206,534.41
3807,PED-2024-000207,820.18
3808,PED-2024-000208,515.23
3809,PED-2024-000209,363.72
3810,PED-2024-000210,682.37
3811,PED-2024-000211,1033.90
3812,PED-2024-000212,663.19
3813,PED-2024-000213,445.92
3814,PED-2024-000214,830.33
3815,PED-2024-000215,1247.62
3816,PED-2024-000216,811.15
3817,PED-2024-000217,528.12
3818,PED-2024-000218,978.29
3819,PED-2024-000219,1461.34
3820,PED-2024-000220,959.11
3821,PED-2024-000221,610.32
3822,PED-2024-000222,1126.25
3823,PED-2024-000223,1675.06
3824,PED-2024-000224,1107.07
3825,PED-2024-000225,692.52
3826,PED-2024-000226,1274.21
3827,PED-2024-000227,1888.78
3828,PED-2024-000228,1255.03
3829,PED-2024-000229,774.72
3830,PED-2024-000230,1422.17
3831,PED-2024-000231,1921.41
3832,PED-2024-000232,1113.57
3833,PED-2024-000233,786.97
3834,PED-2024-000234,674.70
3835,PED-2024-000235,981.35
3836,PED-2024-000236,1255.82
3837,PED-2024-000237,376.50
3838,PED-2024-000238,891.43
3839,PED-2024-000239,1219.34
3840,PED-2024-000240,249.71
3841,PED-2024-000241,219.70
3842,PED-2024-000242,372.03
3843,PED-2024-000243,687.63
3844,PED-2024-000244,392.46
3845,PED-2024-000245,298.22
3846,PED-2024-000246,549.59
3847,PED-2024-000247,740.46
3848,PED-2024-000248,578.74
3849,PED-2024-000249,341.82
3850,PED-2024-000250,707.17
3851,PED-2024-000251,1176.38
3852,PED-2024-000252,761.83
3853,PED-2024-000253,500.72
3854,PED-2024-000254,928.97
3855,PED-2024-000255,1390.10
3856,PED-2024-000256,909.79
3857,PED-2024-000257,582.92
3858,PED-2024-000258,1076.93
3859,PED-2024-000259,1603.82
3860,PED-2024-000260,1057.75
3861,PED-2024-000261,665.12
3862,PED-2024-000262,1224.89
3863,PED-2024-000263,1817.54
3864,PED-2024-000264,1205.71
3865,PED-2024-000265,747.32
3866,PED-2024-000266,1372.85
3867,PED-2024-000267,2031.26
3868,PED-2024-000268,1353.67
3869,PED-2024-000269,829.52
3870,PED-2024-000270,1520.81
3871,PED-2024-000271,2244.98
3872,PED-2024-000272,1348.19
3873,PED-2024-000273,451.40
3874,PED-2024-000274,901.57
3875,PED-2024-000275,1384.62
3876,PED-2024-000276,1496.15
3877,PED-2024-000277,226.72
3878,PED-2024-000278,435.77
3879,PED-2024-000279,677.70
3880,PED-2024-000280,416.59
3881,PED-2024-000281,276.94
3882,PED-2024-000282,448.21
3883,PED-2024-000283,819.11
3884,PED-2024-000284,475.71
3885,PED-2024-000285,345.89
3886,PED-2024-000286,635.67
3887,PED-2024-000287,850.62
3888,PED-2024-000288,671.97
3889,PED-2024-000289,386.75
3890,PED-2024-000290,767.85
3891,PED-2024-000291,1147.71
3892,PED-2024-000292,682.60
3893,PED-2024-000293,509.70
3894,PED-2024-000294,842.39
3895,PED-2024-000295,1329.59
3896,PED-2024-000296,901.00
3897,PED-2024-000297,489.67
3898,PED-2024-000298,1081.60
3899,PED-2024-000299,1433.67
3900,PED-2024-000300,904.63
3901,PED-2024-000301,719.92
3902,PED-2024-000302,1323.53
3903,PED-2024-000303,1960.02
3904,PED-2024-000304,1304.35
3905,PED-2024-000305,802.12
3906,PED-2024-000306,1471.49
3907,PED-2024-000307,2173.74
3908,PED-2024-000308,1452.31
3909,PED-2024-000309,424.00
3910,PED-2024-000310,852.25
3911,PED-2024-000311,1313.38
3912,PED-2024-000312,1446.83
3913,PED-2024-000313,506.20
3914,PED-2024-000314,1000.21
3915,PED-2024-000315,606.46
3916,PED-2024-000316,367.27
3917,PED-2024-000317,281.52
3918,PED-2024-000318,534.41
3919,PED-2024-000319,820.18
3920,PED-2024-000320,515.23
3921,PED-2024-000321,363.72
3922,PED-2024-000322,682.37
3923,PED-2024-000323,1033.90
3924,PED-2024-000324,663.19
3925,PED-2024-000325,445.92
3926,PED-2024-000326,830.33
3927,PED-2024-000327,1247.62
3928,PED-2024-000328,811.15
3929,PED-2024-000329,528.12
3930,PED-2024-000330,978.29
3931,PED-2024-000331,1332.05
3932,PED-2024-000332,760.98
3933,PED-2024-000333,560.13
3934,PED-2024-000334,923.48
3935,PED-2024-000335,1451.78
3936,PED-2024-000336,989.20
3937,PED-2024-000337,531.87
3938,PED-2024-000338,1172.54
3939,PED-2024-000339,1550.92
3940,PED-2024-000340,973.35
3941,PED-2024-000341,672.65
3942,PED-2024-000342,1095.68
3943,PED-2024-000343,1937.12
3944,PED-2024-000344,1183.76
3945,PED-2024-000345,751.13
3946,PED-2024-000346,714.83
3947,PED-2024-000347,981.33
3948,PED-2024-000348,1325.72
3949,PED-2024-000349,400.44
3950,PED-2024-000350,772.93
3951,PED-2024-000351,1455.86
3952,PED-2024-000352,317.95
3953,PED-2024-000353,254.12
3954,PED-2024-000354,485.09
3955,PED-2024-000355,748.94
3956,PED-2024-000356,465.91
3957,PED-2024-000357,336.32
3958,PED-2024-000358,633.05
3959,PED-2024-000359,962.66
3960,PED-2024-000360,613.87
3961,PED-2024-000361,418.52
3962,PED-2024-000362,781.01
3963,PED-2024-000363,1176.38
3964,PED-2024-000364,761.83
3965,PED-2024-000365,500.72
3966,PED-2024-000366,928.97
3967,PED-2024-000367,1390.10
3968,PED-2024-000368,909.79
3969,PED-2024-000369,582.92
3970,PED-2024-000370,1076.93
3971,PED-2024-000371,1603.82
3972,PED-2024-000372,1057.75
3973,PED-2024-000373,665.12
3974,PED-2024-000374,1224.89
3975,PED-2024-000375,1817.54
3976,PED-2024-000376,1205.71
3977,PED-2024-000377,747.32
3978,PED-2024-000378,1372.85
3979,PED-2024-000379,2031.26
3980,PED-2024-000380,1353.67
3981,PED-2024-000381,750.68
3982,PED-2024-000382,1171.86
3983,PED-2024-000383,2068.60
3984,PED-2024-000384,1144.33
3985,PED-2024-000385,361.49
3986,PED-2024-000386,800.91
3987,PED-2024-000387,1091.49
3988,PED-2024-000388,1418.86
3989,PED-2024-000389,184.53
3990,PED-2024-000390,385.64
3991,PED-2024-000391,587.99
3992,PED-2024-000392,329.93
3993,PED-2024-000393,282.81
3994,PED-2024-000394,477.41
3995,PED-2024-000395,779.70
3996,PED-2024-000396,503.96
3997,PED-2024-000397,299.78
3998,PED-2024-000398,672.25
3999,PED-2024-000399,905.87
4000,PED-2024-000400,559.39
4001,PED-2024-000401,473.32
4002,PED-2024-000402,879.65
4003,PED-2024-000403,1318.86
4004,PED-2024-000404,860.47
4005,PED-2024-000405,555.52
4006,PED-2024-000406,1027.61
4007,PED-2024-000407,1532.58
4008,PED-2024-000408,1008.43
4009,PED-2024-000409,637.72
4010,PED-2024-000410,1175.57
4011,PED-2024-000411,1746.30
4012,PED-2024-000412,1156.39
4013,PED-2024-000413,719.92
4014,PED-2024-000414,1323.53
4015,PED-2024-000415,1960.02
4016,PED-2024-000416,1304.35
4017,PED-2024-000417,802.12
4018,PED-2024-000418,1471.49
4019,PED-2024-000419,2173.74
4020,PED-2024-000420,1452.31
4021,PED-2024-000421,424.00
4022,PED-2024-000422,852.25
4023,PED-2024-000423,1313.38
4024,PED-2024-000424,1446.83
4025,PED-2024-000425,506.20
4026,PED-2024-000426,1000.21
4027,PED-2024-000427,606.46
4028,PED-2024-000428,367.27
4029,PED-2024-000429,281.52
4030,PED-2024-000430,534.41
4031,PED-2024-000431,742.69
4032,PED-2024-000432,408.31
4033,PED-2024-000433,333.26
4034,PED-2024-000434,558.50
4035,PED-2024-000435,901.89
4036,PED-2024-000436,592.16
4037,PED-2024-000437,341.98
4038,PED-2024-000438,763.19
4039,PED-2024-000439,1023.18
4040,PED-2024-000440,630.57
4041,PED-2024-000441,458.08
4042,PED-2024-000442,752.89
4043,PED-2024-000443,1345.23
4044,PED-2024-000444,808.94
4045,PED-2024-000445,536.60
4046,PED-2024-000446,979.77
4047,PED-2024-000447,1291.20
4048,PED-2024-000448,1044.54
4049,PED-2024-000449,566.50
4050,PED-2024-000450,1145.57
4051,PED-2024-000451,1888.78
4052,PED-2024-000452,1255.03
4053,PED-2024-000453,774.72
4054,PED-2024-000454,1422.17
4055,PED-2024-000455,2102.50
4056,PED-2024-000456,1402.99
4057,PED-2024-000457,856.92
4058,PED-2024-000458,802.93
4059,PED-2024-000459,1242.14
4060,PED-2024-000460,1397.51
4061,PED-2024-000461,478.80
4062,PED-2024-000462,950.89
4063,PED-2024-000463,1455.86
4064,PED-2024-000464,317.95
4065,PED-2024-000465,254.12
4066,PED-2024-000466,485.09
4067,PED-2024-000467,748.94
4068,PED-2024-000468,465.91
4069,PED-2024-000469,336.32
4070,PED-2024-000470,633.05
4071,PED-2024-000471,962.66
4072,PED-2024-000472,613.87
4073,PED-2024-000473,418.52
4074,PED-2024-000474,781.01
4075,PED-2024-000475,1176.38
4076,PED-2024-000476,761.83
4077,PED-2024-000477,500.72
4078,PED-2024-000478,928.97
4079,PED-2024-000479,1390.10
4080,PED-2024-000480,909.79
4081,PED-2024-000481,526.28
4082,PED-2024-000482,829.07
4083,PED-2024-000483,1476.71
4084,PED-2024-000484,892.19
4085,PED-2024-000485,584.27
4086,PED-2024-000486,1065.85
4087,PED-2024-000487,1401.36
4088,PED-2024-000488,1137.77
4089,PED-2024-000489,611.43
4090,PED-2024-000490,1192.55
4091,PED-2024-000491,1769.69
4092,PED-2024-000492,1074.42
4093,PED-2024-000493,761.78
4094,PED-2024-000494,1247.91
4095,PED-2024-000495,1940.61
4096,PED-2024-000496,1211.72
4097,PED-2024-000497,355.41
4098,PED-2024-000498,845.94
4099,PED-2024-000499,1160.78
4100,PED-2024-000500,1134.79
4101,PED-2024-000501,226.72
4102,PED-2024-000502,435.77
4103,PED-2024-000503,677.70
4104,PED-2024-000504,416.59
4105,PED-2024-000505,308.92
4106,PED-2024-000506,583.73
4107,PED-2024-000507,891.42
4108,PED-2024-000508,564.55
4109,PED-2024-000509,391.12
4110,PED-2024-000510,731.69
4111,PED-2024-000511,1105.14
4112,PED-2024-000512,712.51
4113,PED-2024-000513,473.32
4114,PED-2024-000514,879.65
4115,PED-2024-000515,1318.86
4116,PED-2024-000516,860.47
4117,PED-2024-000517,555.52
4118,PED-2024-000518,1027.61
4119,PED-2024-000519,1532.58
4120,PED-2024-000520,1008.43
4121,PED-2024-000521,637.72
4122,PED-2024-000522,1175.57
4123,PED-2024-000523,1746.30
4124,PED-2024-000524,1156.39
4125,PED-2024-000525,719.92
4126,PED-2024-000526,1323.53
4127,PED-2024-000527,1960.02
4128,PED-2024-000528,1304.35
4129,PED-2024-000529,802.12
4130,PED-2024-000530,1471.49
4131,PED-2024-000531,1986.91
4132,PED-2024-000532,1152.80
4133,PED-2024-000533,397.91
4134,PED-2024-000534,715.20
4135,PED-2024-000535,1042.48
4136,PED-2024-000536,1299.91
4137,PED-2024-000537,397.61
4138,PED-2024-000538,936.93
4139,PED-2024-000539,495.44
4140,PED-2024-000540,287.80
4141,PED-2024-000541,243.54
4142,PED-2024-000542,410.14
4143,PED-2024-000543,753.40
4144,PED-2024-000544,434.12
4145,PED-2024-000545,322.04
4146,PED-2024-000546,592.65
4147,PED-2024-000547,795.57
4148,PED-2024-000548,625.36
4149,PED-2024-000549,364.26
4150,PED-2024-000550,751.01
4151,PED-2024-000551,1247.62
4152,PED-2024-000552,811.15
4153,PED-2024-000553,528.12
4154,PED-2024-000554,978.29
4155,PED-2024-000555,1461.34
4156,PED-2024-000556,959.11
4157,PED-2024-000557,610.32
4158,PED-2024-000558,1126.25
4159,PED-2024-000559,1675.06
4160,PED-2024-000560,1107.07
4161,PED-2024-000561,692.52
4162,PED-2024-000562,1274.21
4163,PED-2024-000563,1888.78
4164,PED-2024-000564,1255.03
4165,PED-2024-000565,774.72
4166,PED-2024-000566,1422.17
4167,PED-2024-000567,2102.50
4168,PED-2024-000568,1402.99
4169,PED-2024-000569,856.92
4170,PED-2024-000570,802.93
4171,PED-2024-000571,1242.14
4172,PED-2024-000572,1397.51
4173,PED-2024-000573,478.80
4174,PED-2024-000574,950.89
4175,PED-2024-000575,1455.86
4176,PED-2024-000576,317.95
4177,PED-2024-000577,254.12
4178,PED-2024-000578,485.09
4179,PED-2024-000579,748.94
4180,PED-2024-000580,465.91
4181,PED-2024-000581,301.88
4182,PED-2024-000582,486.28
4183,PED-2024-000583,884.88
4184,PED-2024-000584,517.37
4185,PED-2024-000585,369.71
4186,PED-2024-000586,678.69
4187,PED-2024-000587,905.67
4188,PED-2024-000588,718.50
4189,PED-2024-000589,409.21
4190,PED-2024-000590,810.34
4191,PED-2024-000591,1209.97
4192,PED-2024-000592,721.75
4193,PED-2024-000593,534.89
4194,PED-2024-000594,882.93
4195,PED-2024-000595,1390.72
4196,PED-2024-000596,945.10
4197,PED-2024-000597,510.76
4198,PED-2024-000598,1127.09
4199,PED-2024-000599,1492.23
4200,PED-2024-000600,942.99
4201,PED-2024-000601,747.32
4202,PED-2024-000602,1372.85
4203,PED-2024-000603,2031.26
4204,PED-2024-000604,1353.67
4205,PED-2024-000605,829.52
4206,PED-2024-000606,1520.81
4207,PED-2024-000607,2244.98
4208,PED-2024-000608,1348.19
4209,PED-2024-000609,451.40
4210,PED-2024-000610,901.57
4211,PED-2024-000611,1384.62
4212,PED-2024-000612,1496.15
4213,PED-2024-000613,226.72
4214,PED-2024-000614,435.77
4215,PED-2024-000615,677.70
4216,PED-2024-000616,416.59
4217,PED-2024-000617,308.92
4218,PED-2024-000618,583.73
4219,PED-2024-000619,891.42
4220,PED-2024-000620,564.55
4221,PED-2024-000621,391.12
4222,PED-2024-000622,731.69
4223,PED-2024-000623,1105.14
4224,PED-2024-000624,712.51
4225,PED-2024-000625,473.32
4226,PED-2024-000626,879.65
4227,PED-2024-000627,1318.86
4228,PED-2024-000628,860.47
4229,PED-2024-000629,555.52
4230,PED-2024-000630,1027.61
4231,PED-2024-000631,1397.55
4232,PED-2024-000632,800.13
4233,PED-2024-000633,585.34
4234,PED-2024-000634,964.02
4235,PED-2024-000635,1512.91
4236,PED-2024-000636,1033.30
4237,PED-2024-000637,552.96
4238,PED-2024-000638,1218.03
4239,PED-2024-000639,1609.54
4240,PED-2024-000640,1011.43
4241,PED-2024-000641,696.46
4242,PED-2024-000642,1133.75
4243,PED-2024-000643,2002.83
4244,PED-2024-000644,1225.42
4245,PED-2024-000645,337.67
4246,PED-2024-000646,757.85
4247,PED-2024-000647,1036.38
4248,PED-2024-000648,1372.25
4249,PED-2024-000649,422.93
4250,PED-2024-000650,816.77
4251,PED-2024-000651,606.46
4252,PED-2024-000652,367.27
4253,PED-2024-000653,281.52
4254,PED-2024-000654,534.41
4255,PED-2024-000655,820.18
4256,PED-2024-000656,515.23
4257,PED-2024-000657,363.72
4258,PED-2024-000658,682.37
4259,PED-2024-000659,1033.90
4260,PED-2024-000660,663.19
4261,PED-2024-000661,445.92
4262,PED-2024-000662,830.33
4263,PED-2024-000663,1247.62
4264,PED-2024-000664,811.15
4265,PED-2024-000665,528.12
4266,PED-2024-000666,978.29
4267,PED-2024-000667,1461.34
4268,PED-2024-000668,959.11
4269,PED-2024-000669,610.32
4270,PED-2024-000670,1126.25
4271,PED-2024-000671,1675.06
4272,PED-2024-000672,1107.07
4273,PED-2024-000673,692.52
4274,PED-2024-000674,1274.21
4275,PED-2024-000675,1888.78
4276,PED-2024-000676,1255.03
4277,PED-2024-000677,774.72
4278,PED-2024-000678,1422.17
4279,PED-2024-000679,2102.50
4280,PED-2024-000680,1402.99
4281,PED-2024-000681,775.62
4282,PED-2024-000682,634.53
4283,PED-2024-000683,1167.68
4284,PED-2024-000684,1185.92
4285,PED-2024-000685,385.34
4286,PED-2024-000686,843.88
4287,PED-2024-000687,1146.54
4288,PED-2024-000688,299.31
4289,PED-2024-000689,207.02
4290,PED-2024-000690,428.08
4291,PED-2024-000691,650.19
4292,PED-2024-000692,369.16
4293,PED-2024-000693,308.05
4294,PED-2024-000694,517.96
4295,PED-2024-000695,840.76
4296,PED-2024-000696,548.06
4297,PED-2024-000697,320.89
4298,PED-2024-000698,717.70
4299,PED-2024-000699,964.56
4300,PED-2024-000700,597.75
4301,PED-2024-000701,500.72
4302,PED-2024-000702,928.97
4303,PED-2024-000703,1390.10
4304,PED-2024-000704,909.79
4305,PED-2024-000705,582.92
4306,PED-2024-000706,1076.93
4307,PED-2024-000707,1603.82
4308,PED-2024-000708,1057.75
4309,PED-2024-000709,665.12
4310,PED-2024-000710,1224.89
4311,PED-2024-000711,1817.54
4312,PED-2024-000712,1205.71
4313,PED-2024-000713,747.32
4314,PED-2024-000714,1372.85
4315,PED-2024-000715,2031.26
4316,PED-2024-000716,1353.67
4317,PED-2024-000717,829.52
4318,PED-2024-000718,1520.81
4319,PED-2024-000719,2244.98
4320,PED-2024-000720,1348.19
4321,PED-2024-000721,451.40
4322,PED-2024-000722,901.57
4323,PED-2024-000723,1384.62
4324,PED-2024-000724,1496.15
4325,PED-2024-000725,226.72
4326,PED-2024-000726,435.77
4327,PED-2024-000727,677.70
4328,PED-2024-000728,416.59
4329,PED-2024-000729,308.92
4330,PED-2024-000730,583.73
4331,PED-2024-000731,808.19
4332,PED-2024-000732,447.54
4333,PED-2024-000733,358.45
4334,PED-2024-000734,599.04
4335,PED-2024-000735,963.02
4336,PED-2024-000736,636.33
4337,PED-2024-000737,363.09
4338,PED-2024-000738,808.69
4339,PED-2024-000739,1081.80
4340,PED-2024-000740,668.66
4341,PED-2024-000741,481.92
4342,PED-2024-000742,791.00
4343,PED-2024-000743,1411.00
4344,PED-2024-000744,850.60
4345,PED-2024-000745,560.42
4346,PED-2024-000746,1022.83
4347,PED-2024-000747,1346.31
4348,PED-2024-000748,1091.16
4349,PED-2024-000749,588.94
4350,PED-2024-000750,1189.41
4351,PED-2024-000751,1960.02
4352,PED-2024-000752,1304.35
4353,PED-2024-000753,802.12
4354,PED-2024-000754,1471.49
4355,PED-2024-000755,2173.74
4356,PED-2024-000756,1452.31
4357,PED-2024-000757,424.00
4358,PED-2024-000758,852.25
4359,PED-2024-000759,1313.38
4360,PED-2024-000760,1446.83
4361,PED-2024-000761,506.20
4362,PED-2024-000762,1000.21
4363,PED-2024-000763,606.46
4364,PED-2024-000764,367.27
4365,PED-2024-000765,281.52
4366,PED-2024-000766,534.41
4367,PED-2024-000767,820.18
4368,PED-2024-000768,515.23
4369,PED-2024-000769,363.72
4370,PED-2024-000770,682.37
4371,PED-2024-000771,1033.90
4372,PED-2024-000772,663.19
4373,PED-2024-000773,445.92
4374,PED-2024-000774,830.33
4375,PED-2024-000775,1247.62
4376,PED-2024-000776,811.15
4377,PED-2024-000777,528.12
4378,PED-2024-000778,978.29
4379,PED-2024-000779,1461.34
4380,PED-2024-000780,959.11
4381,PED-2024-000781,551.22
4382,PED-2024-000782,867.14
4383,PED-2024-000783,1542.48
4384,PED-2024-000784,933.85
4385,PED-2024-000785,608.09
4386,PED-2024-000786,1108.87
4387,PED-2024-000787,1456.41
4388,PED-2024-000788,1184.30
4389,PED-2024-000789,633.89
4390,PED-2024-000790,1235.04
4391,PED-2024-000791,1831.95
4392,PED-2024-000792,1113.57
4393,PED-2024-000793,786.97
4394,PED-2024-000794,674.70
4395,PED-2024-000795,981.35
4396,PED-2024-000796,1255.82
4397,PED-2024-000797,376.50
4398,PED-2024-000798,891.43
4399,PED-2024-000799,1219.34
4400,PED-2024-000800,252.51
4401,PED-2024-000801,254.12
4402,PED-2024-000802,485.09
4403,PED-2024-000803,748.94
4404,PED-2024-000804,465.91
4405,PED-2024-000805,336.32
4406,PED-2024-000806,633.05
4407,PED-2024-000807,962.66
4408,PED-2024-000808,613.87
4409,PED-2024-000809,418.52
4410,PED-2024-000810,781.01
4411,PED-2024-000811,1176.38
4412,PED-2024-000812,761.83
4413,PED-2024-000813,500.72
4414,PED-2024-000814,928.97
4415,PED-2024-000815,1390.10
4416,PED-2024-000816,909.79
4417,PED-2024-000817,582.92
4418,PED-2024-000818,1076.93
4419,PED-2024-000819,1603.82
4420,PED-2024-000820,1057.75
4421,PED-2024-000821,665.12
4422,PED-2024-000822,1224.89
4423,PED-2024-000823,1817.54
4424,PED-2024-000824,1205.71
4425,PED-2024-000825,747.32
4426,PED-2024-000826,1372.85
4427,PED-2024-000827,2031.26
4428,PED-2024-000828,1353.67
4429,PED-2024-000829,829.52
4430,PED-2024-000830,1520.81
4431,PED-2024-000831,2052.41
4432,PED-2024-000832,1076.87
4433,PED-2024-000833,423.12
4434,PED-2024-000834,755.79
4435,PED-2024-000835,1103.54
4436,PED-2024-000836,1344.01
4437,PED-2024-000837,173.20
4438,PED-2024-000838,399.34
4439,PED-2024-000839,554.13
4440,PED-2024-000840,325.89
4441,PED-2024-000841,267.38
4442,PED-2024-000842,448.21
4443,PED-2024-000843,819.11
4444,PED-2024-000844,475.71
4445,PED-2024-000845,345.89
4446,PED-2024-000846,635.67
4447,PED-2024-000847,850.62
4448,PED-2024-000848,671.97
4449,PED-2024-000849,386.75
4450,PED-2024-000850,794.85
4451,PED-2024-000851,1318.86
4452,PED-2024-000852,860.47
4453,PED-2024-000853,555.52
4454,PED-2024-000854,1027.61
4455,PED-2024-000855,1532.58
4456,PED-2024-000856,1008.43
4457,PED-2024-000857,637.72
4458,PED-2024-000858,1175.57
4459,PED-2024-000859,1746.30
4460,PED-2024-000860,1156.39
4461,PED-2024-000861,719.92
4462,PED-2024-000862,1323.53
4463,PED-2024-000863,1960.02
4464,PED-2024-000864,1304.35
4465,PED-2024-000865,802.12
4466,PED-2024-000866,1471.49
4467,PED-2024-000867,2173.74
4468,PED-2024-000868,1452.31
4469,PED-2024-000869,424.00
4470,PED-2024-000870,852.25
4471,PED-2024-000871,1313.38
4472,PED-2024-000872,1446.83
4473,PED-2024-000873,506.20
4474,PED-2024-000874,1000.21
4475,PED-2024-000875,606.46
4476,PED-2024-000876,367.27
4477,PED-2024-000877,281.52
4478,PED-2024-000878,534.41
4479,PED-2024-000879,820.18
4480,PED-2024-000880,515.23
4481,PED-2024-000881,326.82
4482,PED-2024-000882,524.39
4483,PED-2024-000883,950.72
4484,PED-2024-000884,559.04
4485,PED-2024-000885,393.56
4486,PED-2024-000886,721.66
4487,PED-2024-000887,960.78
4488,PED-2024-000888,765.11
4489,PED-2024-000889,431.70
4490,PED-2024-000890,852.78
4491,PED-2024-000891,1272.17
4492,PED-2024-000892,760.98
4493,PED-2024-000893,560.13
4494,PED-2024-000894,923.48
4495,PED-2024-000895,1451.78
4496,PED-2024-000896,989.20
4497,PED-2024-000897,531.87
4498,PED-2024-000898,1172.54
4499,PED-2024-000899,1550.92
4500,PED-2024-000900,981.35
4501,PED-2024-000901,774.72
4502,PED-2024-000902,1422.17
4503,PED-2024-000903,2102.50
4504,PED-2024-000904,1402.99
4505,PED-2024-000905,856.92
4506,PED-2024-000906,802.93
4507,PED-2024-000907,1242.14
4508,PED-2024-000908,1397.51
4509,PED-2024-000909,478.80
4510,PED-2024-000910,950.89
4511,PED-2024-000911,1455.86
4512,PED-2024-000912,317.95
4513,PED-2024-000913,254.12
4514,PED-2024-000914,485.09
4515,PED-2024-000915,748.94
4516,PED-2024-000916,465.91
4517,PED-2024-000917,336.32
4518,PED-2024-000918,633.05
4519,PED-2024-000919,962.66
4520,PED-2024-000920,613.87
4521,PED-2024-000921,418.52
4522,PED-2024-000922,781.01
4523,PED-2024-000923,1176.38
4524,PED-2024-000924,761.83
4525,PED-2024-000925,500.72
4526,PED-2024-000926,928.97
4527,PED-2024-000927,1390.10
4528,PED-2024-000928,909.79
4529,PED-2024-000929,582.92
4530,PED-2024-000930,1076.93
4531,PED-2024-000931,1463.05
4532,PED-2024-000932,839.36
4533,PED-2024-000933,610.53
4534,PED-2024-000934,1004.56
4535,PED-2024-000935,1574.04
4536,PED-2024-000936,1077.47
4537,PED-2024-000937,574.07
4538,PED-2024-000938,1263.53
4539,PED-2024-000939,1668.16
4540,PED-2024-000940,1049.52
4541,PED-2024-000941,720.30
4542,PED-2024-000942,1171.86
4543,PED-2024-000943,2068.60
4544,PED-2024-000944,1144.33
4545,PED-2024-000945,361.49
4546,PED-2024-000946,800.91
4547,PED-2024-000947,1091.49
4548,PED-2024-000948,1418.86
4549,PED-2024-000949,184.53
4550,PED-2024-000950,400.29
4551,PED-2024-000951,677.70
4552,PED-2024-000952,416.59
4553,PED-2024-000953,308.92
4554,PED-2024-000954,583.73
4555,PED-2024-000955,891.42
4556,PED-2024-000956,564.55
4557,PED-2024-000957,391.12
4558,PED-2024-000958,731.69
4559,PED-2024-000959,1105.14
4560,PED-2024-000960,712.51
4561,PED-2024-000961,473.32
4562,PED-2024-000962,879.65
4563,PED-2024-000963,1318.86
4564,PED-2024-000964,860.47
4565,PED-2024-000965,555.52
4566,PED-2024-000966,1027.61
4567,PED-2024-000967,1532.58
4568,PED-2024-000968,1008.43
4569,PED-2024-000969,637.72
4570,PED-2024-000970,1175.57
4571,PED-2024-000971,1746.30
4572,PED-2024-000972,1156.39
4573,PED-2024-000973,719.92
4574,PED-2024-000974,1323.53
4575,PED-2024-000975,1960.02
4576,PED-2024-000976,1304.35
4577,PED-2024-000977,802.12
4578,PED-2024-000978,1471.49
4579,PED-2024-000979,2173.74
4580,PED-2024-000980,1452.31
4581,PED-2024-000981,409.27
4582,PED-2024-000982,672.60
4583,PED-2024-000983,1233.45
4584,PED-2024-000984,1227.58
4585,PED-2024-000985,409.19
4586,PED-2024-000986,886.90
4587,PED-2024-000987,465.09
4588,PED-2024-000988,345.84
4589,PED-2024-000989,229.48
4590,PED-2024-000990,470.57
4591,PED-2024-000991,712.39
4592,PED-2024-000992,408.31
4593,PED-2024-000993,333.26
4594,PED-2024-000994,558.50
4595,PED-2024-000995,901.89
4596,PED-2024-000996,592.16
4597,PED-2024-000997,341.98
4598,PED-2024-000998,763.19
