item_pedido_id,pedido_id,numero_item,produto_id,quantidade,preco_unitario,valor_bruto_item
6472,2158,1,108,1,177.96,177.96
6473,2158,2,13,2,47.81,95.62
6474,2158,3,30,3,71.10,213.30
6475,2159,1,111,4,182.07,728.28
6476,2159,2,16,5,51.92,259.60
6477,2159,3,33,6,75.21,451.26
6478,2160,1,2,7,32.74,229.18
6479,2160,2,19,8,56.03,448.24
6480,2160,3,36,1,79.32,79.32
6481,2161,1,5,2,36.85,73.70
6482,2161,2,22,3,60.14,180.42
6483,2161,3,39,4,83.43,333.72
6484,2162,1,8,5,40.96,204.80
6485,2162,2,25,6,64.25,385.50
6486,2162,3,42,7,87.54,612.78
6487,2163,1,11,8,45.07,360.56
6488,2163,2,28,1,68.36,68.36
6489,2163,3,45,2,91.65,183.30
6490,2164,1,14,3,49.18,147.54
6491,2164,2,31,4,72.47,289.88
6492,2164,3,48,5,95.76,478.80
6493,2165,1,17,6,53.29,319.74
6494,2165,2,34,7,76.58,536.06
6495,2165,3,51,8,99.87,798.96
6496,2166,1,20,1,57.40,57.40
6497,2166,2,37,2,80.69,161.38
6498,2166,3,54,3,103.98,311.94
6499,2167,1,23,4,61.51,246.04
6500,2167,2,40,5,84.80,424.00
6501,2167,3,57,6,108.09,648.54
6502,2168,1,26,7,65.62,459.34
6503,2168,2,43,8,88.91,711.28
6504,2168,3,60,1,112.20,112.20
6505,2169,1,29,2,69.73,139.46
6506,2169,2,46,3,93.02,279.06
6507,2169,3,63,4,116.31,465.24
6508,2170,1,32,5,73.84,369.20
6509,2170,2,49,6,97.13,582.78
6510,2170,3,66,7,120.42,842.94
6511,2171,1,35,8,77.95,623.60
6512,2171,2,52,1,101.24,101.24
6513,2171,3,69,2,124.53,249.06
6514,2172,1,38,3,82.06,246.18
6515,2172,2,55,4,105.35,421.40
6516,2172,3,72,5,128.64,643.20
6517,2173,1,41,6,86.17,517.02
6518,2173,2,58,7,109.46,766.22
6519,2173,3,75,8,132.75,1062.00
6520,2174,1,44,1,90.28,90.28
6521,2174,2,61,2,113.57,227.14
6522,2174,3,78,3,136.86,410.58
6523,2175,1,47,4,94.39,377.56
6524,2175,2,64,5,117.68,588.40
6525,2175,3,81,6,140.97,845.82
6526,2176,1,50,7,98.50,689.50
6527,2176,2,67,8,121.79,974.32
6528,2176,3,84,1,145.08,145.08
6529,2177,1,53,2,102.61,205.22
6530,2177,2,70,3,125.90,377.70
6531,2177,3,87,4,149.19,596.76
6532,2178,1,56,5,106.72,533.60
6533,2178,2,73,6,130.01,780.06
6534,2178,3,90,7,153.30,1073.10
6535,2179,1,59,8,110.83,886.64
6536,2179,2,76,1,134.12,134.12
6537,2179,3,93,2,157.41,314.82
6538,2180,1,62,3,114.94,344.82
6539,2180,2,79,4,138.23,552.92
6540,2180,3,96,5,161.52,807.60
6541,2181,1,65,6,119.05,714.30
6542,2181,2,82,7,142.34,996.38
6543,2181,3,99,8,165.63,1325.04
6544,2182,1,68,1,123.16,123.16
6545,2182,2,85,2,146.45,292.90
6546,2182,3,102,3,169.74,509.22
6547,2183,1,71,4,127.27,509.08
6548,2183,2,88,5,150.56,752.80
6549,2183,3,105,6,173.85,1043.10
6550,2184,1,74,7,131.38,919.66
6551,2184,2,91,8,154.67,1237.36
6552,2184,3,108,1,177.96,177.96
6553,2185,1,77,2,135.49,270.98
6554,2185,2,94,3,158.78,476.34
6555,2185,3,111,4,182.07,728.28
6556,2186,1,80,5,139.60,698.00
6557,2186,2,97,6,162.89,977.34
6558,2186,3,2,7,32.74,229.18
6559,2187,1,83,8,143.71,1149.68
6560,2187,2,100,1,167.00,167.00
6561,2187,3,5,2,36.85,73.70
6562,2188,1,86,3,147.82,443.46
6563,2188,2,103,4,171.11,684.44
6564,2188,3,8,5,40.96,204.80
6565,2189,1,89,6,151.93,911.58
6566,2189,2,106,7,175.22,1226.54
6567,2189,3,11,8,45.07,360.56
6568,2190,1,92,1,156.04,156.04
6569,2190,2,109,2,179.33,358.66
6570,2190,3,14,3,49.18,147.54
6571,2191,1,95,4,160.15,640.60
6572,2191,2,112,5,183.44,917.20
6573,2191,3,17,6,53.29,319.74
6574,2192,1,98,7,164.26,1149.82
6575,2192,2,3,8,34.11,272.88
6576,2192,3,20,1,57.40,57.40
6577,2193,1,101,2,168.37,336.74
6578,2193,2,6,3,38.22,114.66
6579,2193,3,23,4,61.51,246.04
6580,2194,1,104,5,172.48,862.40
6581,2194,2,9,6,42.33,253.98
6582,2194,3,26,7,65.62,459.34
6583,2195,1,107,8,176.59,1412.72
6584,2195,2,12,1,46.44,46.44
6585,2195,3,29,2,69.73,139.46
6586,2196,1,110,3,180.70,542.10
6587,2196,2,15,4,50.55,202.20
6588,2196,3,32,5,73.84,369.20
6589,2197,1,1,6,31.37,188.22
6590,2197,2,18,7,54.66,382.62
6591,2197,3,35,8,77.95,623.60
6592,2198,1,4,1,35.48,35.48
6593,2198,2,21,2,58.77,117.54
6594,2198,3,38,3,82.06,246.18
6595,2199,1,7,4,39.59,158.36
6596,2199,2,24,5,62.88,314.40
6597,2199,3,41,6,86.17,517.02
6598,2200,1,10,7,43.70,305.90
6599,2200,2,27,8,66.99,535.92
6600,2200,3,44,1,90.28,90.28
6601,2201,1,13,2,47.81,95.62
6602,2201,2,30,3,71.10,213.30
6603,2201,3,47,4,94.39,377.56
6604,2202,1,16,5,51.92,259.60
6605,2202,2,33,6,75.21,451.26
6606,2202,3,50,7,98.50,689.50
6607,2203,1,19,8,56.03,448.24
6608,2203,2,36,1,79.32,79.32
6609,2203,3,53,2,102.61,205.22
6610,2204,1,22,3,60.14,180.42
6611,2204,2,39,4,83.43,333.72
6612,2204,3,56,5,106.72,533.60
6613,2205,1,25,6,64.25,385.50
6614,2205,2,42,7,87.54,612.78
6615,2205,3,59,8,110.83,886.64
6616,2206,1,28,1,68.36,68.36
6617,2206,2,45,2,91.65,183.30
6618,2206,3,62,3,114.94,344.82
6619,2207,1,31,4,72.47,289.88
6620,2207,2,48,5,95.76,478.80
6621,2207,3,65,6,119.05,714.30
6622,2208,1,34,7,76.58,536.06
6623,2208,2,51,8,99.87,798.96
6624,2208,3,68,1,123.16,123.16
6625,2209,1,37,2,80.69,161.38
6626,2209,2,54,3,103.98,311.94
6627,2209,3,71,4,127.27,509.08
6628,2210,1,40,5,84.80,424.00
6629,2210,2,57,6,108.09,648.54
6630,2210,3,74,7,131.38,919.66
6631,2211,1,43,8,88.91,711.28
6632,2211,2,60,1,112.20,112.20
6633,2211,3,77,2,135.49,270.98
6634,2212,1,46,3,93.02,279.06
6635,2212,2,63,4,116.31,465.24
6636,2212,3,80,5,139.60,698.00
6637,2213,1,49,6,97.13,582.78
6638,2213,2,66,7,120.42,842.94
6639,2213,3,83,8,143.71,1149.68
6640,2214,1,52,1,101.24,101.24
6641,2214,2,69,2,124.53,249.06
6642,2214,3,86,3,147.82,443.46
6643,2215,1,55,4,105.35,421.40
6644,2215,2,72,5,128.64,643.20
6645,2215,3,89,6,151.93,911.58
6646,2216,1,58,7,109.46,766.22
6647,2216,2,75,8,132.75,1062.00
6648,2216,3,92,1,156.04,156.04
6649,2217,1,61,2,113.57,227.14
6650,2217,2,78,3,136.86,410.58
6651,2217,3,95,4,160.15,640.60
6652,2218,1,64,5,117.68,588.40
6653,2218,2,81,6,140.97,845.82
6654,2218,3,98,7,164.26,1149.82
6655,2219,1,67,8,121.79,974.32
6656,2219,2,84,1,145.08,145.08
6657,2219,3,101,2,168.37,336.74
6658,2220,1,70,3,125.90,377.70
6659,2220,2,87,4,149.19,596.76
6660,2220,3,104,5,172.48,862.40
6661,2221,1,73,6,130.01,780.06
6662,2221,2,90,7,153.30,1073.10
6663,2221,3,107,8,176.59,1412.72
6664,2222,1,76,1,134.12,134.12
6665,2222,2,93,2,157.41,314.82
6666,2222,3,110,3,180.70,542.10
6667,2223,1,79,4,138.23,552.92
6668,2223,2,96,5,161.52,807.60
6669,2223,3,1,6,31.37,188.22
6670,2224,1,82,7,142.34,996.38
6671,2224,2,99,8,165.63,1325.04
6672,2224,3,4,1,35.48,35.48
6673,2225,1,85,2,146.45,292.90
6674,2225,2,102,3,169.74,509.22
6675,2225,3,7,4,39.59,158.36
6676,2226,1,88,5,150.56,752.80
6677,2226,2,105,6,173.85,1043.10
6678,2226,3,10,7,43.70,305.90
6679,2227,1,91,8,154.67,1237.36
6680,2227,2,108,1,177.96,177.96
6681,2227,3,13,2,47.81,95.62
6682,2228,1,94,3,158.78,476.34
6683,2228,2,111,4,182.07,728.28
6684,2228,3,16,5,51.92,259.60
6685,2229,1,97,6,162.89,977.34
6686,2229,2,2,7,32.74,229.18
6687,2229,3,19,8,56.03,448.24
6688,2230,1,100,1,167.00,167.00
6689,2230,2,5,2,36.85,73.70
6690,2230,3,22,3,60.14,180.42
6691,2231,1,103,4,171.11,684.44
6692,2231,2,8,5,40.96,204.80
6693,2231,3,25,6,64.25,385.50
6694,2232,1,106,7,175.22,1226.54
6695,2232,2,11,8,45.07,360.56
6696,2232,3,28,1,68.36,68.36
6697,2233,1,109,2,179.33,358.66
6698,2233,2,14,3,49.18,147.54
6699,2233,3,31,4,72.47,289.88
6700,2234,1,112,5,183.44,917.20
6701,2234,2,17,6,53.29,319.74
6702,2234,3,34,7,76.58,536.06
6703,2235,1,3,8,34.11,272.88
6704,2235,2,20,1,57.40,57.40
6705,2235,3,37,2,80.69,161.38
6706,2236,1,6,3,38.22,114.66
6707,2236,2,23,4,61.51,246.04
6708,2236,3,40,5,84.80,424.00
6709,2237,1,9,6,42.33,253.98
6710,2237,2,26,7,65.62,459.34
6711,2237,3,43,8,88.91,711.28
6712,2238,1,12,1,46.44,46.44
6713,2238,2,29,2,69.73,139.46
6714,2238,3,46,3,93.02,279.06
6715,2239,1,15,4,50.55,202.20
6716,2239,2,32,5,73.84,369.20
6717,2239,3,49,6,97.13,582.78
6718,2240,1,18,7,54.66,382.62
6719,2240,2,35,8,77.95,623.60
6720,2240,3,52,1,101.24,101.24
6721,2241,1,21,2,58.77,117.54
6722,2241,2,38,3,82.06,246.18
6723,2241,3,55,4,105.35,421.40
6724,2242,1,24,5,62.88,314.40
6725,2242,2,41,6,86.17,517.02
6726,2242,3,58,7,109.46,766.22
6727,2243,1,27,8,66.99,535.92
6728,2243,2,44,1,90.28,90.28
6729,2243,3,61,2,113.57,227.14
6730,2244,1,30,3,71.10,213.30
6731,2244,2,47,4,94.39,377.56
6732,2244,3,64,5,117.68,588.40
6733,2245,1,33,6,75.21,451.26
6734,2245,2,50,7,98.50,689.50
6735,2245,3,67,8,121.79,974.32
6736,2246,1,36,1,79.32,79.32
6737,2246,2,53,2,102.61,205.22
6738,2246,3,70,3,125.90,377.70
6739,2247,1,39,4,83.43,333.72
6740,2247,2,56,5,106.72,533.60
6741,2247,3,73,6,130.01,780.06
6742,2248,1,42,7,87.54,612.78
6743,2248,2,59,8,110.83,886.64
6744,2248,3,76,1,134.12,134.12
6745,2249,1,45,2,91.65,183.30
6746,2249,2,62,3,114.94,344.82
6747,2249,3,79,4,138.23,552.92
6748,2250,1,48,5,95.76,478.80
6749,2250,2,65,6,119.05,714.30
6750,2250,3,82,7,142.34,996.38
6751,2251,1,51,8,99.87,798.96
6752,2251,2,68,1,123.16,123.16
6753,2251,3,85,2,146.45,292.90
6754,2252,1,54,3,103.98,311.94
6755,2252,2,71,4,127.27,509.08
6756,2252,3,88,5,150.56,752.80
6757,2253,1,57,6,108.09,648.54
6758,2253,2,74,7,131.38,919.66
6759,2253,3,91,8,154.67,1237.36
6760,2254,1,60,1,112.20,112.20
6761,2254,2,77,2,135.49,270.98
6762,2254,3,94,3,158.78,476.34
6763,2255,1,63,4,116.31,465.24
6764,2255,2,80,5,139.60,698.00
6765,2255,3,97,6,162.89,977.34
6766,2256,1,66,7,120.42,842.94
6767,2256,2,83,8,143.71,1149.68
6768,2256,3,100,1,167.00,167.00
6769,2257,1,69,2,124.53,249.06
6770,2257,2,86,3,147.82,443.46
6771,2257,3,103,4,171.11,684.44
6772,2258,1,72,5,128.64,643.20
6773,2258,2,89,6,151.93,911.58
6774,2258,3,106,7,175.22,1226.54
6775,2259,1,75,8,132.75,1062.00
6776,2259,2,92,1,156.04,156.04
6777,2259,3,109,2,179.33,358.66
6778,2260,1,78,3,136.86,410.58
6779,2260,2,95,4,160.15,640.60
6780,2260,3,112,5,183.44,917.20
6781,2261,1,81,6,140.97,845.82
6782,2261,2,98,7,164.26,1149.82
6783,2261,3,3,8,34.11,272.88
6784,2262,1,84,1,145.08,145.08
6785,2262,2,101,2,168.37,336.74
6786,2262,3,6,3,38.22,114.66
6787,2263,1,87,4,149.19,596.76
6788,2263,2,104,5,172.48,862.40
6789,2263,3,9,6,42.33,253.98
6790,2264,1,90,7,153.30,1073.10
6791,2264,2,107,8,176.59,1412.72
6792,2264,3,12,1,46.44,46.44
6793,2265,1,93,2,157.41,314.82
6794,2265,2,110,3,180.70,542.10
6795,2265,3,15,4,50.55,202.20
6796,2266,1,96,5,161.52,807.60
6797,2266,2,1,6,31.37,188.22
6798,2266,3,18,7,54.66,382.62
6799,2267,1,99,8,165.63,1325.04
6800,2267,2,4,1,35.48,35.48
6801,2267,3,21,2,58.77,117.54
6802,2268,1,102,3,169.74,509.22
6803,2268,2,7,4,39.59,158.36
6804,2268,3,24,5,62.88,314.40
6805,2269,1,105,6,173.85,1043.10
6806,2269,2,10,7,43.70,305.90
6807,2269,3,27,8,66.99,535.92
6808,2270,1,108,1,177.96,177.96
6809,2270,2,13,2,47.81,95.62
6810,2270,3,30,3,71.10,213.30
6811,2271,1,111,4,182.07,728.28
6812,2271,2,16,5,51.92,259.60
6813,2271,3,33,6,75.21,451.26
6814,2272,1,2,7,32.74,229.18
6815,2272,2,19,8,56.03,448.24
6816,2272,3,36,1,79.32,79.32
6817,2273,1,5,2,36.85,73.70
6818,2273,2,22,3,60.14,180.42
6819,2273,3,39,4,83.43,333.72
6820,2274,1,8,5,40.96,204.80
6821,2274,2,25,6,64.25,385.50
6822,2274,3,42,7,87.54,612.78
6823,2275,1,11,8,45.07,360.56
6824,2275,2,28,1,68.36,68.36
6825,2275,3,45,2,91.65,183.30
6826,2276,1,14,3,49.18,147.54
6827,2276,2,31,4,72.47,289.88
6828,2276,3,48,5,95.76,478.80
6829,2277,1,17,6,53.29,319.74
6830,2277,2,34,7,76.58,536.06
6831,2277,3,51,8,99.87,798.96
6832,2278,1,20,1,57.40,57.40
6833,2278,2,37,2,80.69,161.38
6834,2278,3,54,3,103.98,311.94
6835,2279,1,23,4,61.51,246.04
6836,2279,2,40,5,84.80,424.00
6837,2279,3,57,6,108.09,648.54
6838,2280,1,26,7,65.62,459.34
6839,2280,2,43,8,88.91,711.28
6840,2280,3,60,1,112.20,112.20
6841,2281,1,29,2,69.73,139.46
6842,2281,2,46,3,93.02,279.06
6843,2281,3,63,4,116.31,465.24
6844,2282,1,32,5,73.84,369.20
6845,2282,2,49,6,97.13,582.78
6846,2282,3,66,7,120.42,842.94
6847,2283,1,35,8,77.95,623.60
6848,2283,2,52,1,101.24,101.24
6849,2283,3,69,2,124.53,249.06
6850,2284,1,38,3,82.06,246.18
6851,2284,2,55,4,105.35,421.40
6852,2284,3,72,5,128.64,643.20
6853,2285,1,41,6,86.17,517.02
6854,2285,2,58,7,109.46,766.22
6855,2285,3,75,8,132.75,1062.00
6856,2286,1,44,1,90.28,90.28
6857,2286,2,61,2,113.57,227.14
6858,2286,3,78,3,136.86,410.58
6859,2287,1,47,4,94.39,377.56
6860,2287,2,64,5,117.68,588.40
6861,2287,3,81,6,140.97,845.82
6862,2288,1,50,7,98.50,689.50
6863,2288,2,67,8,121.79,974.32
6864,2288,3,84,1,145.08,145.08
6865,2289,1,53,2,102.61,205.22
6866,2289,2,70,3,125.90,377.70
6867,2289,3,87,4,149.19,596.76
6868,2290,1,56,5,106.72,533.60
6869,2290,2,73,6,130.01,780.06
6870,2290,3,90,7,153.30,1073.10
6871,2291,1,59,8,110.83,886.64
6872,2291,2,76,1,134.12,134.12
6873,2291,3,93,2,157.41,314.82
6874,2292,1,62,3,114.94,344.82
6875,2292,2,79,4,138.23,552.92
6876,2292,3,96,5,161.52,807.60
6877,2293,1,65,6,119.05,714.30
6878,2293,2,82,7,142.34,996.38
6879,2293,3,99,8,165.63,1325.04
6880,2294,1,68,1,123.16,123.16
6881,2294,2,85,2,146.45,292.90
6882,2294,3,102,3,169.74,509.22
6883,2295,1,71,4,127.27,509.08
6884,2295,2,88,5,150.56,752.80
6885,2295,3,105,6,173.85,1043.10
6886,2296,1,74,7,131.38,919.66
6887,2296,2,91,8,154.67,1237.36
6888,2296,3,108,1,177.96,177.96
6889,2297,1,77,2,135.49,270.98
6890,2297,2,94,3,158.78,476.34
6891,2297,3,111,4,182.07,728.28
6892,2298,1,80,5,139.60,698.00
6893,2298,2,97,6,162.89,977.34
6894,2298,3,2,7,32.74,229.18
6895,2299,1,83,8,143.71,1149.68
6896,2299,2,100,1,167.00,167.00
6897,2299,3,5,2,36.85,73.70
6898,2300,1,86,3,147.82,443.46
6899,2300,2,103,4,171.11,684.44
6900,2300,3,8,5,40.96,204.80
6901,2301,1,89,6,151.93,911.58
6902,2301,2,106,7,175.22,1226.54
6903,2301,3,11,8,45.07,360.56
6904,2302,1,92,1,156.04,156.04
6905,2302,2,109,2,179.33,358.66
6906,2302,3,14,3,49.18,147.54
6907,2303,1,95,4,160.15,640.60
6908,2303,2,112,5,183.44,917.20
6909,2303,3,17,6,53.29,319.74
6910,2304,1,98,7,164.26,1149.82
6911,2304,2,3,8,34.11,272.88
6912,2304,3,20,1,57.40,57.40
6913,2305,1,101,2,168.37,336.74
6914,2305,2,6,3,38.22,114.66
6915,2305,3,23,4,61.51,246.04
6916,2306,1,104,5,172.48,862.40
6917,2306,2,9,6,42.33,253.98
6918,2306,3,26,7,65.62,459.34
6919,2307,1,107,8,176.59,1412.72
6920,2307,2,12,1,46.44,46.44
6921,2307,3,29,2,69.73,139.46
6922,2308,1,110,3,180.70,542.10
6923,2308,2,15,4,50.55,202.20
6924,2308,3,32,5,73.84,369.20
6925,2309,1,1,6,31.37,188.22
6926,2309,2,18,7,54.66,382.62
6927,2309,3,35,8,77.95,623.60
6928,2310,1,4,1,35.48,35.48
6929,2310,2,21,2,58.77,117.54
6930,2310,3,38,3,82.06,246.18
6931,2311,1,7,4,39.59,158.36
6932,2311,2,24,5,62.88,314.40
6933,2311,3,41,6,86.17,517.02
6934,2312,1,10,7,43.70,305.90
6935,2312,2,27,8,66.99,535.92
6936,2312,3,44,1,90.28,90.28
6937,2313,1,13,2,47.81,95.62
6938,2313,2,30,3,71.10,213.30
6939,2313,3,47,4,94.39,377.56
6940,2314,1,16,5,51.92,259.60
6941,2314,2,33,6,75.21,451.26
6942,2314,3,50,7,98.50,689.50
6943,2315,1,19,8,56.03,448.24
6944,2315,2,36,1,79.32,79.32
6945,2315,3,53,2,102.61,205.22
6946,2316,1,22,3,60.14,180.42
6947,2316,2,39,4,83.43,333.72
6948,2316,3,56,5,106.72,533.60
6949,2317,1,25,6,64.25,385.50
6950,2317,2,42,7,87.54,612.78
6951,2317,3,59,8,110.83,886.64
6952,2318,1,28,1,68.36,68.36
6953,2318,2,45,2,91.65,183.30
6954,2318,3,62,3,114.94,344.82
6955,2319,1,31,4,72.47,289.88
6956,2319,2,48,5,95.76,478.80
6957,2319,3,65,6,119.05,714.30
6958,2320,1,34,7,76.58,536.06
6959,2320,2,51,8,99.87,798.96
6960,2320,3,68,1,123.16,123.16
6961,2321,1,37,2,80.69,161.38
6962,2321,2,54,3,103.98,311.94
6963,2321,3,71,4,127.27,509.08
6964,2322,1,40,5,84.80,424.00
6965,2322,2,57,6,108.09,648.54
6966,2322,3,74,7,131.38,919.66
6967,2323,1,43,8,88.91,711.28
6968,2323,2,60,1,112.20,112.20
6969,2323,3,77,2,135.49,270.98
6970,2324,1,46,3,93.02,279.06
6971,2324,2,63,4,116.31,465.24
6972,2324,3,80,5,139.60,698.00
6973,2325,1,49,6,97.13,582.78
6974,2325,2,66,7,120.42,842.94
6975,2325,3,83,8,143.71,1149.68
6976,2326,1,52,1,101.24,101.24
6977,2326,2,69,2,124.53,249.06
6978,2326,3,86,3,147.82,443.46
6979,2327,1,55,4,105.35,421.40
6980,2327,2,72,5,128.64,643.20
6981,2327,3,89,6,151.93,911.58
6982,2328,1,58,7,109.46,766.22
6983,2328,2,75,8,132.75,1062.00
6984,2328,3,92,1,156.04,156.04
6985,2329,1,61,2,113.57,227.14
6986,2329,2,78,3,136.86,410.58
6987,2329,3,95,4,160.15,640.60
6988,2330,1,64,5,117.68,588.40
6989,2330,2,81,6,140.97,845.82
6990,2330,3,98,7,164.26,1149.82
6991,2331,1,67,8,121.79,974.32
6992,2331,2,84,1,145.08,145.08
6993,2331,3,101,2,168.37,336.74
6994,2332,1,70,3,125.90,377.70
6995,2332,2,87,4,149.19,596.76
6996,2332,3,104,5,172.48,862.40
6997,2333,1,73,6,130.01,780.06
6998,2333,2,90,7,153.30,1073.10
6999,2333,3,107,8,176.59,1412.72
7000,2334,1,76,1,134.12,134.12
7001,2334,2,93,2,157.41,314.82
7002,2334,3,110,3,180.70,542.10
7003,2335,1,79,4,138.23,552.92
7004,2335,2,96,5,161.52,807.60
7005,2335,3,1,6,31.37,188.22
7006,2336,1,82,7,142.34,996.38
7007,2336,2,99,8,165.63,1325.04
7008,2336,3,4,1,35.48,35.48
7009,2337,1,85,2,146.45,292.90
7010,2337,2,102,3,169.74,509.22
7011,2337,3,7,4,39.59,158.36
7012,2338,1,88,5,150.56,752.80
7013,2338,2,105,6,173.85,1043.10
7014,2338,3,10,7,43.70,305.90
7015,2339,1,91,8,154.67,1237.36
7016,2339,2,108,1,177.96,177.96
7017,2339,3,13,2,47.81,95.62
7018,2340,1,94,3,158.78,476.34
7019,2340,2,111,4,182.07,728.28
7020,2340,3,16,5,51.92,259.60
7021,2341,1,97,6,162.89,977.34
7022,2341,2,2,7,32.74,229.18
7023,2341,3,19,8,56.03,448.24
7024,2342,1,100,1,167.00,167.00
7025,2342,2,5,2,36.85,73.70
7026,2342,3,22,3,60.14,180.42
7027,2343,1,103,4,171.11,684.44
7028,2343,2,8,5,40.96,204.80
7029,2343,3,25,6,64.25,385.50
7030,2344,1,106,7,175.22,1226.54
7031,2344,2,11,8,45.07,360.56
7032,2344,3,28,1,68.36,68.36
7033,2345,1,109,2,179.33,358.66
7034,2345,2,14,3,49.18,147.54
7035,2345,3,31,4,72.47,289.88
7036,2346,1,112,5,183.44,917.20
7037,2346,2,17,6,53.29,319.74
7038,2346,3,34,7,76.58,536.06
7039,2347,1,3,8,34.11,272.88
7040,2347,2,20,1,57.40,57.40
7041,2347,3,37,2,80.69,161.38
7042,2348,1,6,3,38.22,114.66
7043,2348,2,23,4,61.51,246.04
7044,2348,3,40,5,84.80,424.00
7045,2349,1,9,6,42.33,253.98
7046,2349,2,26,7,65.62,459.34
7047,2349,3,43,8,88.91,711.28
7048,2350,1,12,1,46.44,46.44
7049,2350,2,29,2,69.73,139.46
7050,2350,3,46,3,93.02,279.06
7051,2351,1,15,4,50.55,202.20
7052,2351,2,32,5,73.84,369.20
7053,2351,3,49,6,97.13,582.78
7054,2352,1,18,7,54.66,382.62
7055,2352,2,35,8,77.95,623.60
7056,2352,3,52,1,101.24,101.24
7057,2353,1,21,2,58.77,117.54
7058,2353,2,38,3,82.06,246.18
7059,2353,3,55,4,105.35,421.40
7060,2354,1,24,5,62.88,314.40
7061,2354,2,41,6,86.17,517.02
7062,2354,3,58,7,109.46,766.22
7063,2355,1,27,8,66.99,535.92
7064,2355,2,44,1,90.28,90.28
7065,2355,3,61,2,113.57,227.14
7066,2356,1,30,3,71.10,213.30
7067,2356,2,47,4,94.39,377.56
7068,2356,3,64,5,117.68,588.40
7069,2357,1,33,6,75.21,451.26
7070,2357,2,50,7,98.50,689.50
7071,2357,3,67,8,121.79,974.32
7072,2358,1,36,1,79.32,79.32
7073,2358,2,53,2,102.61,205.22
7074,2358,3,70,3,125.90,377.70
7075,2359,1,39,4,83.43,333.72
7076,2359,2,56,5,106.72,533.60
7077,2359,3,73,6,130.01,780.06
7078,2360,1,42,7,87.54,612.78
7079,2360,2,59,8,110.83,886.64
7080,2360,3,76,1,134.12,134.12
7081,2361,1,45,2,91.65,183.30
7082,2361,2,62,3,114.94,344.82
7083,2361,3,79,4,138.23,552.92
7084,2362,1,48,5,95.76,478.80
7085,2362,2,65,6,119.05,714.30
7086,2362,3,82,7,142.34,996.38
7087,2363,1,51,8,99.87,798.96
7088,2363,2,68,1,123.16,123.16
7089,2363,3,85,2,146.45,292.90
7090,2364,1,54,3,103.98,311.94
7091,2364,2,71,4,127.27,509.08
7092,2364,3,88,5,150.56,752.80
7093,2365,1,57,6,108.09,648.54
7094,2365,2,74,7,131.38,919.66
7095,2365,3,91,8,154.67,1237.36
7096,2366,1,60,1,112.20,112.20
7097,2366,2,77,2,135.49,270.98
7098,2366,3,94,3,158.78,476.34
7099,2367,1,63,4,116.31,465.24
7100,2367,2,80,5,139.60,698.00
7101,2367,3,97,6,162.89,977.34
7102,2368,1,66,7,120.42,842.94
7103,2368,2,83,8,143.71,1149.68
7104,2368,3,100,1,167.00,167.00
7105,2369,1,69,2,124.53,249.06
7106,2369,2,86,3,147.82,443.46
7107,2369,3,103,4,171.11,684.44
7108,2370,1,72,5,128.64,643.20
7109,2370,2,89,6,151.93,911.58
7110,2370,3,106,7,175.22,1226.54
7111,2371,1,75,8,132.75,1062.00
7112,2371,2,92,1,156.04,156.04
7113,2371,3,109,2,179.33,358.66
7114,2372,1,78,3,136.86,410.58
7115,2372,2,95,4,160.15,640.60
7116,2372,3,112,5,183.44,917.20
7117,2373,1,81,6,140.97,845.82
7118,2373,2,98,7,164.26,1149.82
7119,2373,3,3,8,34.11,272.88
7120,2374,1,84,1,145.08,145.08
7121,2374,2,101,2,168.37,336.74
7122,2374,3,6,3,38.22,114.66
7123,2375,1,87,4,149.19,596.76
7124,2375,2,104,5,172.48,862.40
7125,2375,3,9,6,42.33,253.98
7126,2376,1,90,7,153.30,1073.10
7127,2376,2,107,8,176.59,1412.72
7128,2376,3,12,1,46.44,46.44
7129,2377,1,93,2,157.41,314.82
7130,2377,2,110,3,180.70,542.10
7131,2377,3,15,4,50.55,202.20
7132,2378,1,96,5,161.52,807.60
7133,2378,2,1,6,31.37,188.22
7134,2378,3,18,7,54.66,382.62
7135,2379,1,99,8,165.63,1325.04
7136,2379,2,4,1,35.48,35.48
7137,2379,3,21,2,58.77,117.54
7138,2380,1,102,3,169.74,509.22
7139,2380,2,7,4,39.59,158.36
7140,2380,3,24,5,62.88,314.40
7141,2381,1,105,6,173.85,1043.10
7142,2381,2,10,7,43.70,305.90
7143,2381,3,27,8,66.99,535.92
7144,2382,1,108,1,177.96,177.96
7145,2382,2,13,2,47.81,95.62
7146,2382,3,30,3,71.10,213.30
7147,2383,1,111,4,182.07,728.28
7148,2383,2,16,5,51.92,259.60
7149,2383,3,33,6,75.21,451.26
7150,2384,1,2,7,32.74,229.18
7151,2384,2,19,8,56.03,448.24
7152,2384,3,36,1,79.32,79.32
7153,2385,1,5,2,36.85,73.70
7154,2385,2,22,3,60.14,180.42
7155,2385,3,39,4,83.43,333.72
7156,2386,1,8,5,40.96,204.80
7157,2386,2,25,6,64.25,385.50
7158,2386,3,42,7,87.54,612.78
7159,2387,1,11,8,45.07,360.56
7160,2387,2,28,1,68.36,68.36
7161,2387,3,45,2,91.65,183.30
7162,2388,1,14,3,49.18,147.54
7163,2388,2,31,4,72.47,289.88
7164,2388,3,48,5,95.76,478.80
7165,2389,1,17,6,53.29,319.74
7166,2389,2,34,7,76.58,536.06
