numero_pedido,saldo_financeiro,total_esperado,diferenca
PED-2023-002673,960.48,960.48,0.00
PED-2023-002674,2101.80,2101.80,0.00
PED-2023-002675,1510.94,1510.94,0.00
PED-2023-002676,1464.22,1464.22,0.00
PED-2023-002677,1654.76,1654.76,0.00
PED-2023-002678,421.12,421.12,0.00
PED-2023-002679,1274.74,1274.74,0.00
PED-2023-002680,1655.46,1655.46,0.00
PED-2023-002681,796.08,796.08,0.00
PED-2023-002682,1773.00,1773.00,0.00
PED-2023-002683,491.66,491.66,0.00
PED-2023-002684,784.70,784.70,0.00
PED-2023-002685,1424.60,1424.60,0.00
PED-2023-002686,464.96,464.96,0.00
PED-2023-002687,1154.18,1154.18,0.00
PED-2023-002688,900.10,900.10,0.00
PED-2023-002689,691.46,691.46,0.00
PED-2023-002690,1367.26,1367.26,0.00
PED-2023-002691,740.86,740.86,0.00
PED-2023-002692,1048.31,1048.31,0.00
PED-2023-002693,1665.98,1665.98,0.00
PED-2023-002694,581.12,581.12,0.00
PED-2023-002695,1408.26,1408.26,0.00
PED-2023-002696,1412.51,1412.51,0.00
PED-2023-002697,962.72,962.72,0.00
PED-2023-002698,1725.76,1725.76,0.00
PED-2023-002699,1118.87,1118.87,0.00
PED-2023-002700,1384.21,1384.21,0.00
PED-2023-002701,2805.56,2805.56,0.00
PED-2023-002702,859.52,859.52,0.00
PED-2023-002703,2140.58,2140.58,0.00
PED-2023-002704,2159.62,2159.62,0.00
PED-2023-002705,1376.96,1376.96,0.00
PED-2023-002706,2781.32,2781.32,0.00
PED-2023-002707,1576.70,1576.70,0.00
PED-2023-002708,1968.38,1968.38,0.00
PED-2023-002709,2268.52,2268.52,0.00
PED-2023-002710,596.48,596.48,0.00
PED-2023-002711,1713.14,1713.14,0.00
PED-2023-002712,2532.26,2532.26,0.00
PED-2023-002713,1059.12,1059.12,0.00
PED-2023-002714,1378.44,1378.44,0.00
PED-2023-002715,1478.06,1478.06,0.00
PED-2023-002716,981.98,981.98,0.00
PED-2023-002717,1884.92,1884.92,0.00
PED-2023-002718,486.88,486.88,0.00
PED-2023-002719,1439.14,1439.14,0.00
PED-2023-002720,756.74,756.74,0.00
PED-2023-002721,494.06,494.06,0.00
PED-2023-002722,1071.37,1071.37,0.00
PED-2023-002723,498.65,498.65,0.00
PED-2023-002724,808.11,808.11,0.00
PED-2023-002725,1416.96,1416.96,0.00
PED-2023-002726,438.41,438.41,0.00
PED-2023-002727,1171.10,1171.10,0.00
PED-2023-002728,1043.65,1043.65,0.00
PED-2023-002729,779.14,779.14,0.00
PED-2023-002730,1533.30,1533.30,0.00
PED-2023-002731,846.60,846.60,0.00
PED-2023-002732,1163.91,1163.91,0.00
PED-2023-002733,1849.05,1849.05,0.00
PED-2023-002734,728.00,728.00,0.00
PED-2023-002735,1811.78,1811.78,0.00
PED-2023-002736,1808.90,1808.90,0.00
PED-2023-002737,1179.68,1179.68,0.00
PED-2023-002738,2386.76,2386.76,0.00
PED-2023-002739,1335.58,1335.58,0.00
PED-2023-002740,1705.34,1705.34,0.00
PED-2023-002741,3035.72,3035.72,0.00
PED-2023-002742,925.28,925.28,0.00
PED-2023-002743,2304.98,2304.98,0.00
PED-2023-002744,2334.98,2334.98,0.00
PED-2023-002745,1475.60,1475.60,0.00
PED-2023-002746,1904.52,1904.52,0.00
PED-2023-002747,1390.38,1390.38,0.00
PED-2023-002748,1332.70,1332.70,0.00
PED-2023-002749,2498.68,2498.68,0.00
PED-2023-002750,662.24,662.24,0.00
PED-2023-002751,1877.54,1877.54,0.00
PED-2023-002752,1480.10,1480.10,0.00
PED-2023-002753,697.44,697.44,0.00
PED-2023-002754,1506.84,1506.84,0.00
PED-2023-002755,1297.57,1297.57,0.00
PED-2023-002756,955.17,955.17,0.00
PED-2023-002757,1065.97,1065.97,0.00
PED-2023-002758,308.85,308.85,0.00
PED-2023-002759,872.98,872.98,0.00
PED-2023-002760,732.49,732.49,0.00
PED-2023-002761,569.46,569.46,0.00
PED-2023-002762,1243.95,1243.95,0.00
PED-2023-002763,598.42,598.42,0.00
PED-2023-002764,925.38,925.38,0.00
PED-2023-002765,1610.34,1610.34,0.00
PED-2023-002766,493.23,493.23,0.00
PED-2023-002767,1410.54,1410.54,0.00
PED-2023-002768,1458.18,1458.18,0.00
PED-2023-002769,982.40,982.40,0.00
PED-2023-002770,1992.20,1992.20,0.00
PED-2023-002771,1094.46,1094.46,0.00
PED-2023-002772,1442.30,1442.30,0.00
PED-2023-002773,2575.40,2575.40,0.00
PED-2023-002774,793.76,793.76,0.00
PED-2023-002775,1976.18,1976.18,0.00
PED-2023-002776,1984.26,1984.26,0.00
PED-2023-002777,1278.32,1278.32,0.00
PED-2023-002778,2584.04,2584.04,0.00
PED-2023-002779,1456.14,1456.14,0.00
PED-2023-002780,1836.86,1836.86,0.00
PED-2023-002781,3265.88,3265.88,0.00
PED-2023-002782,991.04,991.04,0.00
PED-2023-002783,1548.74,1548.74,0.00
PED-2023-002784,2356.90,2356.90,0.00
PED-2023-002785,960.48,960.48,0.00
PED-2023-002786,2101.80,2101.80,0.00
PED-2023-002787,1510.94,1510.94,0.00
PED-2023-002788,1182.25,1182.25,0.00
PED-2023-002789,1515.83,1515.83,0.00
PED-2023-002790,360.30,360.30,0.00
PED-2023-002791,1098.50,1098.50,0.00
PED-2023-002792,1324.03,1324.03,0.00
PED-2023-002793,640.37,640.37,0.00
PED-2023-002794,1614.87,1614.87,0.00
PED-2023-002795,414.69,414.69,0.00
PED-2023-002796,651.56,651.56,0.00
PED-2023-002797,1267.04,1267.04,0.00
PED-2023-002798,360.37,360.37,0.00
PED-2023-002799,1019.84,1019.84,0.00
PED-2023-002800,875.11,875.11,0.00
PED-2023-002801,785.12,785.12,0.00
PED-2023-002802,1597.64,1597.64,0.00
PED-2023-002803,853.34,853.34,0.00
PED-2023-002804,1179.26,1179.26,0.00
PED-2023-002805,2115.08,2115.08,0.00
PED-2023-002806,662.24,662.24,0.00
PED-2023-002807,1647.38,1647.38,0.00
PED-2023-002808,1633.54,1633.54,0.00
PED-2023-002809,1081.04,1081.04,0.00
PED-2023-002810,2189.48,2189.48,0.00
PED-2023-002811,1215.02,1215.02,0.00
PED-2023-002812,1573.82,1573.82,0.00
PED-2023-002813,2805.56,2805.56,0.00
PED-2023-002814,859.52,859.52,0.00
PED-2023-002815,2140.58,2140.58,0.00
PED-2023-002816,2159.62,2159.62,0.00
PED-2023-002817,1376.96,1376.96,0.00
PED-2023-002818,2781.32,2781.32,0.00
PED-2023-002819,1576.70,1576.70,0.00
PED-2023-002820,1968.38,1968.38,0.00
PED-2023-002821,2041.55,2041.55,0.00
PED-2023-002822,531.93,531.93,0.00
PED-2023-002823,1387.73,1387.73,0.00
PED-2023-002824,2330.48,2330.48,0.00
PED-2023-002825,850.57,850.57,0.00
PED-2023-002826,1192.98,1192.98,0.00
PED-2023-002827,1133.35,1133.35,0.00
PED-2023-002828,795.36,795.36,0.00
PED-2023-002829,1721.87,1721.87,0.00
PED-2023-002830,416.74,416.74,0.00
PED-2023-002831,1237.20,1237.20,0.00
PED-2023-002832,669.15,669.15,0.00
PED-2023-002833,457.34,457.34,0.00
PED-2023-002834,1203.08,1203.08,0.00
PED-2023-002835,612.22,612.22,0.00
PED-2023-002836,916.22,916.22,0.00
PED-2023-002837,1654.76,1654.76,0.00
PED-2023-002838,530.72,530.72,0.00
PED-2023-002839,1318.58,1318.58,0.00
PED-2023-002840,1282.82,1282.82,0.00
PED-2023-002841,883.76,883.76,0.00
PED-2023-002842,1794.92,1794.92,0.00
PED-2023-002843,973.90,973.90,0.00
PED-2023-002844,1310.78,1310.78,0.00
PED-2023-002845,2345.24,2345.24,0.00
PED-2023-002846,728.00,728.00,0.00
PED-2023-002847,1811.78,1811.78,0.00
PED-2023-002848,1808.90,1808.90,0.00
PED-2023-002849,1179.68,1179.68,0.00
PED-2023-002850,2386.76,2386.76,0.00
PED-2023-002851,1335.58,1335.58,0.00
PED-2023-002852,1705.34,1705.34,0.00
PED-2023-002853,3035.72,3035.72,0.00
PED-2023-002854,848.90,848.90,0.00
PED-2023-002855,1962.84,1962.84,0.00
PED-2023-002856,2021.88,2021.88,0.00
PED-2023-002857,1311.27,1311.27,0.00
PED-2023-002858,1547.14,1547.14,0.00
PED-2023-002859,1305.20,1305.20,0.00
PED-2023-002860,1062.74,1062.74,0.00
PED-2023-002861,2151.50,2151.50,0.00
PED-2023-002862,590.58,590.58,0.00
PED-2023-002863,1518.14,1518.14,0.00
PED-2023-002864,1386.74,1386.74,0.00
PED-2023-002865,589.17,589.17,0.00
PED-2023-002866,1359.64,1359.64,0.00
PED-2023-002867,1245.50,1245.50,0.00
PED-2023-002868,1113.50,1113.50,0.00
PED-2023-002869,1194.44,1194.44,0.00
PED-2023-002870,399.20,399.20,0.00
PED-2023-002871,989.78,989.78,0.00
PED-2023-002872,932.10,932.10,0.00
PED-2023-002873,686.48,686.48,0.00
PED-2023-002874,1400.36,1400.36,0.00
PED-2023-002875,732.78,732.78,0.00
PED-2023-002876,1047.74,1047.74,0.00
PED-2023-002877,1884.92,1884.92,0.00
PED-2023-002878,596.48,596.48,0.00
PED-2023-002879,1482.98,1482.98,0.00
PED-2023-002880,1458.18,1458.18,0.00
PED-2023-002881,982.40,982.40,0.00
PED-2023-002882,1992.20,1992.20,0.00
PED-2023-002883,1094.46,1094.46,0.00
PED-2023-002884,1442.30,1442.30,0.00
PED-2023-002885,2575.40,2575.40,0.00
PED-2023-002886,793.76,793.76,0.00
PED-2023-002887,1976.18,1976.18,0.00
PED-2023-002888,1617.98,1617.98,0.00
PED-2023-002889,1129.86,1129.86,0.00
PED-2023-002890,2197.48,2197.48,0.00
PED-2023-002891,1269.68,1269.68,0.00
PED-2023-002892,1626.45,1626.45,0.00
PED-2023-002893,2581.14,2581.14,0.00
PED-2023-002894,871.56,871.56,0.00
PED-2023-002895,1226.92,1226.92,0.00
PED-2023-002896,2051.48,2051.48,0.00
PED-2023-002897,846.02,846.02,0.00
PED-2023-002898,1703.84,1703.84,0.00
PED-2023-002899,1416.97,1416.97,0.00
PED-2023-002900,1186.93,1186.93,0.00
PED-2023-002901,1654.76,1654.76,0.00
PED-2023-002902,421.12,421.12,0.00
PED-2023-002903,1274.74,1274.74,0.00
PED-2023-002904,1655.46,1655.46,0.00
PED-2023-002905,796.08,796.08,0.00
PED-2023-002906,1773.00,1773.00,0.00
PED-2023-002907,491.66,491.66,0.00
PED-2023-002908,784.70,784.70,0.00
PED-2023-002909,1424.60,1424.60,0.00
PED-2023-002910,464.96,464.96,0.00
PED-2023-002911,1154.18,1154.18,0.00
PED-2023-002912,1107.46,1107.46,0.00
PED-2023-002913,785.12,785.12,0.00
PED-2023-002914,1597.64,1597.64,0.00
PED-2023-002915,853.34,853.34,0.00
PED-2023-002916,1179.26,1179.26,0.00
PED-2023-002917,2115.08,2115.08,0.00
PED-2023-002918,662.24,662.24,0.00
PED-2023-002919,1647.38,1647.38,0.00
PED-2023-002920,1633.54,1633.54,0.00
PED-2023-002921,918.76,918.76,0.00
PED-2023-002922,1934.47,1934.47,0.00
PED-2023-002923,997.33,997.33,0.00
PED-2023-002924,1394.47,1394.47,0.00
PED-2023-002925,2384.18,2384.18,0.00
PED-2023-002926,712.41,712.41,0.00
PED-2023-002927,1891.72,1891.72,0.00
PED-2023-002928,1761.53,1761.53,0.00
PED-2023-002929,1217.54,1217.54,0.00
PED-2023-002930,2363.52,2363.52,0.00
PED-2023-002931,1375.42,1375.42,0.00
PED-2023-002932,1742.05,1742.05,0.00
PED-2023-002933,1843.57,1843.57,0.00
PED-2023-002934,596.48,596.48,0.00
PED-2023-002935,1713.14,1713.14,0.00
PED-2023-002936,2532.26,2532.26,0.00
PED-2023-002937,1059.12,1059.12,0.00
PED-2023-002938,1378.44,1378.44,0.00
PED-2023-002939,1478.06,1478.06,0.00
PED-2023-002940,981.98,981.98,0.00
PED-2023-002941,1884.92,1884.92,0.00
PED-2023-002942,486.88,486.88,0.00
PED-2023-002943,1439.14,1439.14,0.00
PED-2023-002944,756.74,756.74,0.00
PED-2023-002945,587.84,587.84,0.00
PED-2023-002946,1203.08,1203.08,0.00
PED-2023-002947,612.22,612.22,0.00
PED-2023-002948,916.22,916.22,0.00
PED-2023-002949,1654.76,1654.76,0.00
PED-2023-002950,530.72,530.72,0.00
PED-2023-002951,1318.58,1318.58,0.00
PED-2023-002952,1282.82,1282.82,0.00
PED-2023-002953,883.76,883.76,0.00
PED-2023-002954,1668.50,1668.50,0.00
PED-2023-002955,811.43,811.43,0.00
PED-2023-002956,1094.38,1094.38,0.00
PED-2023-002957,2071.55,2071.55,0.00
PED-2023-002958,566.41,566.41,0.00
PED-2023-002959,1607.30,1607.30,0.00
PED-2023-002960,1420.23,1420.23,0.00
PED-2023-002961,983.20,983.20,0.00
PED-2023-002962,2107.05,2107.05,0.00
PED-2023-002963,1097.10,1097.10,0.00
PED-2023-002964,1511.74,1511.74,0.00
PED-2023-002965,2577.56,2577.56,0.00
PED-2023-002966,767.23,767.23,0.00
PED-2023-002967,2177.74,2177.74,0.00
PED-2023-002968,2334.98,2334.98,0.00
PED-2023-002969,1475.60,1475.60,0.00
PED-2023-002970,1904.52,1904.52,0.00
PED-2023-002971,1390.38,1390.38,0.00
PED-2023-002972,1332.70,1332.70,0.00
PED-2023-002973,2498.68,2498.68,0.00
PED-2023-002974,662.24,662.24,0.00
PED-2023-002975,1877.54,1877.54,0.00
PED-2023-002976,1480.10,1480.10,0.00
PED-2023-002977,697.44,697.44,0.00
PED-2023-002978,1575.72,1575.72,0.00
PED-2023-002979,1598.62,1598.62,0.00
PED-2023-002980,1113.50,1113.50,0.00
PED-2023-002981,1194.44,1194.44,0.00
PED-2023-002982,399.20,399.20,0.00
PED-2023-002983,989.78,989.78,0.00
PED-2023-002984,932.10,932.10,0.00
PED-2023-002985,686.48,686.48,0.00
PED-2023-002986,1400.36,1400.36,0.00
PED-2023-002987,732.78,732.78,0.00
PED-2023-002988,820.56,820.56,0.00
PED-2023-002989,1671.45,1671.45,0.00
PED-2023-002990,519.77,519.77,0.00
PED-2023-002991,1239.36,1239.36,0.00
PED-2023-002992,1271.97,1271.97,0.00
PED-2023-002993,768.59,768.59,0.00
PED-2023-002994,1768.30,1768.30,0.00
PED-2023-002995,910.63,910.63,0.00
PED-2023-002996,1205.04,1205.04,0.00
PED-2023-002997,2272.62,2272.62,0.00
PED-2023-002998,617.93,617.93,0.00
PED-2023-002999,1754.16,1754.16,0.00
PED-2023-003000,1565.59,1565.59,0.00
PED-2023-003001,1278.32,1278.32,0.00
PED-2023-003002,2584.04,2584.04,0.00
PED-2023-003003,1456.14,1456.14,0.00
PED-2023-003004,1836.86,1836.86,0.00
PED-2023-003005,3265.88,3265.88,0.00
PED-2023-003006,991.04,991.04,0.00
PED-2023-003007,1548.74,1548.74,0.00
PED-2023-003008,2356.90,2356.90,0.00
PED-2023-003009,960.48,960.48,0.00
PED-2023-003010,2101.80,2101.80,0.00
PED-2023-003011,1510.94,1510.94,0.00
PED-2023-003012,1464.22,1464.22,0.00
PED-2023-003013,1654.76,1654.76,0.00
PED-2023-003014,421.12,421.12,0.00
PED-2023-003015,1274.74,1274.74,0.00
PED-2023-003016,1655.46,1655.46,0.00
PED-2023-003017,796.08,796.08,0.00
PED-2023-003018,1773.00,1773.00,0.00
PED-2023-003019,491.66,491.66,0.00
PED-2023-003020,784.70,784.70,0.00
PED-2023-003021,1213.48,1213.48,0.00
PED-2023-003022,418.49,418.49,0.00
PED-2023-003023,904.38,904.38,0.00
PED-2023-003024,1010.85,1010.85,0.00
PED-2023-003025,679.05,679.05,0.00
PED-2023-003026,1335.49,1335.49,0.00
PED-2023-003027,692.21,692.21,0.00
PED-2023-003028,924.70,924.70,0.00
PED-2023-003029,1877.49,1877.49,0.00
PED-2023-003030,576.21,576.21,0.00
PED-2023-003031,1378.02,1378.02,0.00
PED-2023-003032,1422.65,1422.65,0.00
PED-2023-003033,846.42,846.42,0.00
PED-2023-003034,2189.48,2189.48,0.00
PED-2023-003035,1215.02,1215.02,0.00
PED-2023-003036,1573.82,1573.82,0.00
PED-2023-003037,2805.56,2805.56,0.00
PED-2023-003038,859.52,859.52,0.00
PED-2023-003039,2140.58,2140.58,0.00
PED-2023-003040,2159.62,2159.62,0.00
PED-2023-003041,1376.96,1376.96,0.00
PED-2023-003042,2781.32,2781.32,0.00
PED-2023-003043,1576.70,1576.70,0.00
PED-2023-003044,1968.38,1968.38,0.00
PED-2023-003045,2268.52,2268.52,0.00
PED-2023-003046,596.48,596.48,0.00
PED-2023-003047,1713.14,1713.14,0.00
PED-2023-003048,2532.26,2532.26,0.00
PED-2023-003049,1059.12,1059.12,0.00
PED-2023-003050,1378.44,1378.44,0.00
PED-2023-003051,1478.06,1478.06,0.00
PED-2023-003052,981.98,981.98,0.00
PED-2023-003053,1884.92,1884.92,0.00
PED-2023-003054,454.90,454.90,0.00
PED-2023-003055,1206.04,1206.04,0.00
PED-2023-003056,650.79,650.79,0.00
PED-2023-003057,527.06,527.06,0.00
PED-2023-003058,942.12,942.12,0.00
PED-2023-003059,559.91,559.91,0.00
PED-2023-003060,790.39,790.39,0.00
PED-2023-003061,1382.72,1382.72,0.00
PED-2023-003062,477.14,477.14,0.00
PED-2023-003063,1034.78,1034.78,0.00
PED-2023-003064,1171.91,1171.91,0.00
PED-2023-003065,762.89,762.89,0.00
PED-2023-003066,1502.10,1502.10,0.00
PED-2023-003067,818.06,818.06,0.00
PED-2023-003068,1310.78,1310.78,0.00
PED-2023-003069,2345.24,2345.24,0.00
PED-2023-003070,728.00,728.00,0.00
PED-2023-003071,1811.78,1811.78,0.00
PED-2023-003072,1808.90,1808.90,0.00
PED-2023-003073,1179.68,1179.68,0.00
PED-2023-003074,2386.76,2386.76,0.00
PED-2023-003075,1335.58,1335.58,0.00
PED-2023-003076,1705.34,1705.34,0.00
PED-2023-003077,3035.72,3035.72,0.00
PED-2023-003078,925.28,925.28,0.00
PED-2023-003079,2304.98,2304.98,0.00
PED-2023-003080,2334.98,2334.98,0.00
PED-2023-003081,1475.60,1475.60,0.00
PED-2023-003082,1904.52,1904.52,0.00
PED-2023-003083,1390.38,1390.38,0.00
PED-2023-003084,1332.70,1332.70,0.00
PED-2023-003085,2498.68,2498.68,0.00
PED-2023-003086,662.24,662.24,0.00
PED-2023-003087,1877.54,1877.54,0.00
PED-2023-003088,1238.78,1238.78,0.00
PED-2023-003089,632.28,632.28,0.00
PED-2023-003090,1316.83,1316.83,0.00
PED-2023-003091,1422.58,1422.58,0.00
PED-2023-003092,931.01,931.01,0.00
PED-2023-003093,933.89,933.89,0.00
PED-2023-003094,348.79,348.79,0.00
PED-2023-003095,853.74,853.74,0.00
PED-2023-003096,803.14,803.14,0.00
PED-2023-003097,614.21,614.21,0.00
PED-2023-003098,1098.88,1098.88,0.00
PED-2023-003099,671.67,671.67,0.00
PED-2023-003100,928.28,928.28,0.00
PED-2023-003101,1897.82,1897.82,0.00
PED-2023-003102,609.38,609.38,0.00
PED-2023-003103,1495.88,1495.88,0.00
PED-2023-003104,1471.08,1471.08,0.00
PED-2023-003105,995.30,995.30,0.00
PED-2023-003106,2005.10,2005.10,0.00
PED-2023-003107,1107.36,1107.36,0.00
PED-2023-003108,1455.20,1455.20,0.00
PED-2023-003109,2588.30,2588.30,0.00
PED-2023-003110,806.66,806.66,0.00
PED-2023-003111,1989.08,1989.08,0.00
PED-2023-003112,1997.16,1997.16,0.00
PED-2023-003113,1291.22,1291.22,0.00
PED-2023-003114,2596.94,2596.94,0.00
PED-2023-003115,1469.04,1469.04,0.00
PED-2023-003116,1849.76,1849.76,0.00
PED-2023-003117,3278.78,3278.78,0.00
PED-2023-003118,1003.94,1003.94,0.00
PED-2023-003119,1561.64,1561.64,0.00
PED-2023-003120,2369.80,2369.80,0.00
PED-2023-003121,865.36,865.36,0.00
PED-2023-003122,1843.77,1843.77,0.00
PED-2023-003123,1278.75,1278.75,0.00
PED-2023-003124,1341.63,1341.63,0.00
PED-2023-003125,1392.58,1392.58,0.00
PED-2023-003126,370.22,370.22,0.00
PED-2023-003127,1067.84,1067.84,0.00
PED-2023-003128,1395.23,1395.23,0.00
PED-2023-003129,732.85,732.85,0.00
PED-2023-003130,1495.84,1495.84,0.00
PED-2023-003131,436.41,436.41,0.00
PED-2023-003132,714.27,714.27,0.00
PED-2023-003133,1129.86,1129.86,0.00
PED-2023-003134,477.86,477.86,0.00
PED-2023-003135,1167.08,1167.08,0.00
PED-2023-003136,1120.36,1120.36,0.00
PED-2023-003137,798.02,798.02,0.00
PED-2023-003138,1610.54,1610.54,0.00
PED-2023-003139,866.24,866.24,0.00
PED-2023-003140,1192.16,1192.16,0.00
PED-2023-003141,2127.98,2127.98,0.00
PED-2023-003142,675.14,675.14,0.00
PED-2023-003143,1660.28,1660.28,0.00
PED-2023-003144,1646.44,1646.44,0.00
PED-2023-003145,1093.94,1093.94,0.00
PED-2023-003146,2202.38,2202.38,0.00
PED-2023-003147,1227.92,1227.92,0.00
PED-2023-003148,1586.72,1586.72,0.00
PED-2023-003149,2818.46,2818.46,0.00
PED-2023-003150,872.42,872.42,0.00
PED-2023-003151,2153.48,2153.48,0.00
PED-2023-003152,2172.52,2172.52,0.00
PED-2023-003153,1389.86,1389.86,0.00
PED-2023-003154,2610.26,2610.26,0.00
PED-2023-003155,1320.27,1320.27,0.00
PED-2023-003156,1660.76,1660.76,0.00
PED-2023-003157,1985.23,1985.23,0.00
PED-2023-003158,491.63,491.63,0.00
PED-2023-003159,1572.00,1572.00,0.00
PED-2023-003160,1975.10,1975.10,0.00
PED-2023-003161,918.80,918.80,0.00
PED-2023-003162,1141.86,1141.86,0.00
PED-2023-003163,1255.77,1255.77,0.00
PED-2023-003164,906.49,906.49,0.00
PED-2023-003165,1586.04,1586.04,0.00
PED-2023-003166,424.99,424.99,0.00
PED-2023-003167,1270.00,1270.00,0.00
PED-2023-003168,769.64,769.64,0.00
PED-2023-003169,600.74,600.74,0.00
PED-2023-003170,1215.98,1215.98,0.00
PED-2023-003171,625.12,625.12,0.00
PED-2023-003172,929.12,929.12,0.00
PED-2023-003173,1667.66,1667.66,0.00
PED-2023-003174,543.62,543.62,0.00
PED-2023-003175,1331.48,1331.48,0.00
PED-2023-003176,1295.72,1295.72,0.00
PED-2023-003177,896.66,896.66,0.00
PED-2023-003178,1807.82,1807.82,0.00
PED-2023-003179,986.80,986.80,0.00
PED-2023-003180,1323.68,1323.68,0.00
PED-2023-003181,2358.14,2358.14,0.00
PED-2023-003182,740.90,740.90,0.00
PED-2023-003183,1824.68,1824.68,0.00
PED-2023-003184,1821.80,1821.80,0.00
PED-2023-003185,1192.58,1192.58,0.00
PED-2023-003186,2399.66,2399.66,0.00
PED-2023-003187,1348.48,1348.48,0.00
PED-2023-003188,1354.06,1354.06,0.00
PED-2023-003189,2714.59,2714.59,0.00
PED-2023-003190,814.89,814.89,0.00
PED-2023-003191,1945.48,1945.48,0.00
PED-2023-003192,2038.37,2038.37,0.00
PED-2023-003193,1170.57,1170.57,0.00
PED-2023-003194,1750.47,1750.47,0.00
PED-2023-003195,1127.93,1127.93,0.00
PED-2023-003196,1157.67,1157.67,0.00
PED-2023-003197,2186.38,2186.38,0.00
PED-2023-003198,543.15,543.15,0.00
PED-2023-003199,1718.80,1718.80,0.00
PED-2023-003200,1194.89,1194.89,0.00
PED-2023-003201,710.34,710.34,0.00
PED-2023-003202,1588.62,1588.62,0.00
PED-2023-003203,1611.52,1611.52,0.00
PED-2023-003204,1126.40,1126.40,0.00
PED-2023-003205,1207.34,1207.34,0.00
PED-2023-003206,412.10,412.10,0.00
PED-2023-003207,1002.68,1002.68,0.00
PED-2023-003208,945.00,945.00,0.00
PED-2023-003209,699.38,699.38,0.00
PED-2023-003210,1413.26,1413.26,0.00
PED-2023-003211,745.68,745.68,0.00
PED-2023-003212,1060.64,1060.64,0.00
PED-2023-003213,1897.82,1897.82,0.00
PED-2023-003214,609.38,609.38,0.00
PED-2023-003215,1495.88,1495.88,0.00
PED-2023-003216,1471.08,1471.08,0.00
PED-2023-003217,995.30,995.30,0.00
PED-2023-003218,2005.10,2005.10,0.00
PED-2023-003219,1107.36,1107.36,0.00
PED-2023-003220,1455.20,1455.20,0.00
PED-2023-003221,2231.96,2231.96,0.00
PED-2023-003222,724.57,724.57,0.00
PED-2023-003223,1569.40,1569.40,0.00
PED-2023-003224,1829.31,1829.31,0.00
PED-2023-003225,1111.17,1111.17,0.00
PED-2023-003226,2181.35,2181.35,0.00
PED-2023-003227,1184.61,1184.61,0.00
PED-2023-003228,1458.20,1458.20,0.00
PED-2023-003229,2920.63,2920.63,0.00
PED-2023-003230,871.33,871.33,0.00
PED-2023-003231,1347.64,1347.64,0.00
PED-2023-003232,2050.96,2050.96,0.00
PED-2023-003233,788.08,788.08,0.00
PED-2023-003234,2114.70,2114.70,0.00
PED-2023-003235,1523.84,1523.84,0.00
PED-2023-003236,1477.12,1477.12,0.00
PED-2023-003237,1667.66,1667.66,0.00
PED-2023-003238,434.02,434.02,0.00
PED-2023-003239,1287.64,1287.64,0.00
PED-2023-003240,1668.36,1668.36,0.00
PED-2023-003241,808.98,808.98,0.00
PED-2023-003242,1785.90,1785.90,0.00
PED-2023-003243,504.56,504.56,0.00
PED-2023-003244,797.60,797.60,0.00
PED-2023-003245,1437.50,1437.50,0.00
PED-2023-003246,477.86,477.86,0.00
PED-2023-003247,1167.08,1167.08,0.00
PED-2023-003248,1120.36,1120.36,0.00
PED-2023-003249,798.02,798.02,0.00
PED-2023-003250,1610.54,1610.54,0.00
PED-2023-003251,866.24,866.24,0.00
PED-2023-003252,1192.16,1192.16,0.00
PED-2023-003253,2127.98,2127.98,0.00
PED-2023-003254,618.50,618.50,0.00
PED-2023-003255,1421.16,1421.16,0.00
PED-2023-003256,1425.41,1425.41,0.00
PED-2023-003257,975.62,975.62,0.00
PED-2023-003258,1738.66,1738.66,0.00
PED-2023-003259,1131.77,1131.77,0.00
PED-2023-003260,1359.51,1359.51,0.00
PED-2023-003261,2368.32,2368.32,0.00
PED-2023-003262,783.22,783.22,0.00
PED-2023-003263,1699.80,1699.80,0.00
PED-2023-003264,1990.37,1990.37,0.00
PED-2023-003265,1195.01,1195.01,0.00
PED-2023-003266,2347.96,2347.96,0.00
PED-2023-003267,1324.16,1324.16,0.00
PED-2023-003268,1981.28,1981.28,0.00
PED-2023-003269,2281.42,2281.42,0.00
PED-2023-003270,609.38,609.38,0.00
PED-2023-003271,1726.04,1726.04,0.00
PED-2023-003272,2545.16,2545.16,0.00
PED-2023-003273,1072.02,1072.02,0.00
PED-2023-003274,1391.34,1391.34,0.00
PED-2023-003275,1490.96,1490.96,0.00
PED-2023-003276,994.88,994.88,0.00
PED-2023-003277,1897.82,1897.82,0.00
PED-2023-003278,499.78,499.78,0.00
PED-2023-003279,1452.04,1452.04,0.00
PED-2023-003280,769.64,769.64,0.00
PED-2023-003281,600.74,600.74,0.00
PED-2023-003282,1215.98,1215.98,0.00
PED-2023-003283,625.12,625.12,0.00
PED-2023-003284,929.12,929.12,0.00
PED-2023-003285,1667.66,1667.66,0.00
PED-2023-003286,543.62,543.62,0.00
PED-2023-003287,1331.48,1331.48,0.00
PED-2023-003288,1056.55,1056.55,0.00
PED-2023-003289,792.04,792.04,0.00
PED-2023-003290,1546.20,1546.20,0.00
PED-2023-003291,859.50,859.50,0.00
PED-2023-003292,1176.81,1176.81,0.00
PED-2023-003293,1861.95,1861.95,0.00
PED-2023-003294,652.13,652.13,0.00
PED-2023-003295,1559.86,1559.86,0.00
PED-2023-003296,1577.76,1577.76,0.00
PED-2023-003297,1062.77,1062.77,0.00
