pedido_id,protocolo,data_solicitacao,status,motivo,data_encerramento
4231,DEV-2024-000231,2024-11-18T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-20T15:00:00+00
4232,DEV-2024-000232,2024-12-05T15:00:00+00,CONCLUIDA,AVARIA,2024-12-07T15:00:00+00
4233,DEV-2024-000233,2024-12-24T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-12-26T15:00:00+00
4234,DEV-2024-000234,2024-01-13T15:00:00+00,CONCLUIDA,ATRASO,2024-01-15T15:00:00+00
4235,DEV-2024-000235,2024-03-01T15:00:00+00,CONCLUIDA,OUTRO,2024-03-03T15:00:00+00
4236,DEV-2024-000236,2024-03-19T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-03-21T15:00:00+00
4237,DEV-2024-000237,2024-05-06T15:00:00+00,CONCLUIDA,AVARIA,2024-05-08T15:00:00+00
4238,DEV-2024-000238,2024-05-25T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-05-27T15:00:00+00
4239,DEV-2024-000239,2024-06-14T15:00:00+00,CONCLUIDA,ATRASO,2024-06-16T15:00:00+00
4240,DEV-2024-000240,2024-07-31T15:00:00+00,CONCLUIDA,OUTRO,2024-08-02T15:00:00+00
4241,DEV-2024-000241,2024-08-20T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-08-22T15:00:00+00
4242,DEV-2024-000242,2024-10-07T15:00:00+00,CONCLUIDA,AVARIA,2024-10-09T15:00:00+00
4243,DEV-2024-000243,2024-10-26T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-10-28T15:00:00+00
4244,DEV-2024-000244,2024-11-15T15:00:00+00,CONCLUIDA,ATRASO,2024-11-17T15:00:00+00
4245,DEV-2024-000245,2024-12-02T15:00:00+00,CONCLUIDA,OUTRO,2024-12-04T15:00:00+00
4246,DEV-2024-000246,2024-12-21T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-12-23T15:00:00+00
4247,DEV-2024-000247,2024-01-10T15:00:00+00,CONCLUIDA,AVARIA,2024-01-12T15:00:00+00
4248,DEV-2024-000248,2024-02-27T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-02-29T15:00:00+00
4249,DEV-2024-000249,2024-03-16T15:00:00+00,CONCLUIDA,ATRASO,2024-03-18T15:00:00+00
4250,DEV-2024-000250,2024-05-03T15:00:00+00,CONCLUIDA,OUTRO,2024-05-05T15:00:00+00
4251,DEV-2024-000251,2024-05-22T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-05-24T15:00:00+00
4252,DEV-2024-000252,2024-06-11T15:00:00+00,CONCLUIDA,AVARIA,2024-06-13T15:00:00+00
4253,DEV-2024-000253,2024-07-28T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-07-30T15:00:00+00
4254,DEV-2024-000254,2024-08-17T15:00:00+00,CONCLUIDA,ATRASO,2024-08-19T15:00:00+00
4255,DEV-2024-000255,2024-10-04T15:00:00+00,CONCLUIDA,OUTRO,2024-10-06T15:00:00+00
4256,DEV-2024-000256,2024-10-23T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-10-25T15:00:00+00
4257,DEV-2024-000257,2024-11-12T15:00:00+00,CONCLUIDA,AVARIA,2024-11-14T15:00:00+00
4258,DEV-2024-000258,2024-11-29T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-12-01T15:00:00+00
4259,DEV-2024-000259,2024-12-18T15:00:00+00,CONCLUIDA,ATRASO,2024-12-20T15:00:00+00
4260,DEV-2024-000260,2024-02-04T15:00:00+00,CONCLUIDA,OUTRO,2024-02-06T15:00:00+00
4261,DEV-2024-000261,2024-02-24T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-02-26T15:00:00+00
4262,DEV-2024-000262,2024-03-13T15:00:00+00,CONCLUIDA,AVARIA,2024-03-15T15:00:00+00
4263,DEV-2024-000263,2024-04-30T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-05-02T15:00:00+00
4264,DEV-2024-000264,2024-05-19T15:00:00+00,CONCLUIDA,ATRASO,2024-05-21T15:00:00+00
4265,DEV-2024-000265,2024-07-06T15:00:00+00,CONCLUIDA,OUTRO,2024-07-08T15:00:00+00
4266,DEV-2024-000266,2024-07-25T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-07-27T15:00:00+00
4267,DEV-2024-000267,2024-08-14T15:00:00+00,CONCLUIDA,AVARIA,2024-08-16T15:00:00+00
4268,DEV-2024-000268,2024-10-01T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-10-03T15:00:00+00
4269,DEV-2024-000269,2024-10-20T15:00:00+00,CONCLUIDA,ATRASO,2024-10-22T15:00:00+00
4270,DEV-2024-000270,2024-12-07T15:00:00+00,CONCLUIDA,OUTRO,2024-12-09T15:00:00+00
4271,DEV-2024-000271,2024-11-26T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-28T15:00:00+00
4272,DEV-2024-000272,2024-12-15T15:00:00+00,CONCLUIDA,AVARIA,2024-12-17T15:00:00+00
4273,DEV-2024-000273,2024-02-01T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-02-03T15:00:00+00
4274,DEV-2024-000274,2024-02-21T15:00:00+00,CONCLUIDA,ATRASO,2024-02-23T15:00:00+00
4275,DEV-2024-000275,2024-03-10T15:00:00+00,CONCLUIDA,OUTRO,2024-03-12T15:00:00+00
4276,DEV-2024-000276,2024-04-27T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-04-29T15:00:00+00
4277,DEV-2024-000277,2024-05-16T15:00:00+00,CONCLUIDA,AVARIA,2024-05-18T15:00:00+00
4278,DEV-2024-000278,2024-07-03T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-07-05T15:00:00+00
4279,DEV-2024-000279,2024-07-22T15:00:00+00,CONCLUIDA,ATRASO,2024-07-24T15:00:00+00
4280,DEV-2024-000280,2024-08-11T15:00:00+00,CONCLUIDA,OUTRO,2024-08-13T15:00:00+00
4281,DEV-2024-000281,2024-09-28T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-09-30T15:00:00+00
4282,DEV-2024-000282,2024-10-17T15:00:00+00,CONCLUIDA,AVARIA,2024-10-19T15:00:00+00
4283,DEV-2024-000283,2024-12-04T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-12-06T15:00:00+00
4284,DEV-2024-000284,2024-11-23T15:00:00+00,CONCLUIDA,ATRASO,2024-11-25T15:00:00+00
4285,DEV-2024-000285,2024-12-12T15:00:00+00,CONCLUIDA,OUTRO,2024-12-14T15:00:00+00
4286,DEV-2024-000286,2024-01-29T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-01-31T15:00:00+00
4287,DEV-2024-000287,2024-02-18T15:00:00+00,CONCLUIDA,AVARIA,2024-02-20T15:00:00+00
4288,DEV-2024-000288,2024-04-04T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-04-06T15:00:00+00
4289,DEV-2024-000289,2024-04-24T15:00:00+00,CONCLUIDA,ATRASO,2024-04-26T15:00:00+00
4290,DEV-2024-000290,2024-05-13T15:00:00+00,CONCLUIDA,OUTRO,2024-05-15T15:00:00+00
4291,DEV-2024-000291,2024-06-30T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-07-02T15:00:00+00
4292,DEV-2024-000292,2024-07-19T15:00:00+00,CONCLUIDA,AVARIA,2024-07-21T15:00:00+00
4293,DEV-2024-000293,2024-09-05T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-09-07T15:00:00+00
4294,DEV-2024-000294,2024-09-25T15:00:00+00,CONCLUIDA,ATRASO,2024-09-27T15:00:00+00
4295,DEV-2024-000295,2024-10-14T15:00:00+00,CONCLUIDA,OUTRO,2024-10-16T15:00:00+00
4296,DEV-2024-000296,2024-12-01T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-12-03T15:00:00+00
4297,DEV-2024-000297,2024-11-20T15:00:00+00,CONCLUIDA,AVARIA,2024-11-22T15:00:00+00
4298,DEV-2025-000298,2025-01-06T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2025-01-08T15:00:00+00
4299,DEV-2024-000299,2024-01-26T15:00:00+00,CONCLUIDA,ATRASO,2024-01-28T15:00:00+00
4300,DEV-2024-000300,2024-02-15T15:00:00+00,CONCLUIDA,OUTRO,2024-02-17T15:00:00+00
4301,DEV-2024-000301,2024-04-01T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-04-03T15:00:00+00
4302,DEV-2024-000302,2024-04-21T15:00:00+00,CONCLUIDA,AVARIA,2024-04-23T15:00:00+00
4303,DEV-2024-000303,2024-05-10T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-05-12T15:00:00+00
4304,DEV-2024-000304,2024-06-27T15:00:00+00,CONCLUIDA,ATRASO,2024-06-29T15:00:00+00
4305,DEV-2024-000305,2024-07-16T15:00:00+00,CONCLUIDA,OUTRO,2024-07-18T15:00:00+00
4306,DEV-2024-000306,2024-09-02T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-09-04T15:00:00+00
4307,DEV-2024-000307,2024-09-22T15:00:00+00,CONCLUIDA,AVARIA,2024-09-24T15:00:00+00
4308,DEV-2024-000308,2024-10-11T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-10-13T15:00:00+00
4309,DEV-2024-000309,2024-11-28T15:00:00+00,CONCLUIDA,ATRASO,2024-11-30T15:00:00+00
4310,DEV-2024-000310,2024-11-17T15:00:00+00,CONCLUIDA,OUTRO,2024-11-19T15:00:00+00
4311,DEV-2025-000311,2025-01-03T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2025-01-05T15:00:00+00
4312,DEV-2024-000312,2024-01-23T15:00:00+00,CONCLUIDA,AVARIA,2024-01-25T15:00:00+00
4313,DEV-2024-000313,2024-02-12T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-02-14T15:00:00+00
4314,DEV-2024-000314,2024-03-29T15:00:00+00,CONCLUIDA,ATRASO,2024-03-31T15:00:00+00
4315,DEV-2024-000315,2024-04-18T15:00:00+00,CONCLUIDA,OUTRO,2024-04-20T15:00:00+00
4316,DEV-2024-000316,2024-06-04T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-06-06T15:00:00+00
4317,DEV-2024-000317,2024-06-24T15:00:00+00,CONCLUIDA,AVARIA,2024-06-26T15:00:00+00
4318,DEV-2024-000318,2024-07-13T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-07-15T15:00:00+00
4319,DEV-2024-000319,2024-08-30T15:00:00+00,CONCLUIDA,ATRASO,2024-09-01T15:00:00+00
4320,DEV-2024-000320,2024-09-19T15:00:00+00,CONCLUIDA,OUTRO,2024-09-21T15:00:00+00
4321,DEV-2024-000321,2024-11-05T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-07T15:00:00+00
4322,DEV-2024-000322,2024-11-25T15:00:00+00,CONCLUIDA,AVARIA,2024-11-27T15:00:00+00
4323,DEV-2024-000323,2024-11-14T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-16T15:00:00+00
4324,DEV-2024-000324,2024-12-31T15:00:00+00,CONCLUIDA,ATRASO,2025-01-02T15:00:00+00
4325,DEV-2024-000325,2024-01-20T15:00:00+00,CONCLUIDA,OUTRO,2024-01-22T15:00:00+00
4326,DEV-2024-000326,2024-03-08T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-03-10T15:00:00+00
4327,DEV-2024-000327,2024-03-26T15:00:00+00,CONCLUIDA,AVARIA,2024-03-28T15:00:00+00
4328,DEV-2024-000328,2024-04-15T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-04-17T15:00:00+00
4329,DEV-2024-000329,2024-06-01T15:00:00+00,CONCLUIDA,ATRASO,2024-06-03T15:00:00+00
4330,DEV-2024-000330,2024-06-21T15:00:00+00,CONCLUIDA,OUTRO,2024-06-23T15:00:00+00
4331,DEV-2024-000331,2024-07-10T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-07-12T15:00:00+00
4332,DEV-2024-000332,2024-08-27T15:00:00+00,CONCLUIDA,AVARIA,2024-08-29T15:00:00+00
4333,DEV-2024-000333,2024-09-16T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-09-18T15:00:00+00
4334,DEV-2024-000334,2024-11-02T15:00:00+00,CONCLUIDA,ATRASO,2024-11-04T15:00:00+00
4335,DEV-2024-000335,2024-11-22T15:00:00+00,CONCLUIDA,OUTRO,2024-11-24T15:00:00+00
4336,DEV-2024-000336,2024-11-11T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-13T15:00:00+00
4337,DEV-2024-000337,2024-12-28T15:00:00+00,CONCLUIDA,AVARIA,2024-12-30T15:00:00+00
4338,DEV-2024-000338,2024-01-17T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-01-19T15:00:00+00
4339,DEV-2024-000339,2024-03-05T15:00:00+00,CONCLUIDA,ATRASO,2024-03-07T15:00:00+00
4340,DEV-2024-000340,2024-03-23T15:00:00+00,CONCLUIDA,OUTRO,2024-03-25T15:00:00+00
4341,DEV-2024-000341,2024-04-12T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-04-14T15:00:00+00
4342,DEV-2024-000342,2024-05-29T15:00:00+00,CONCLUIDA,AVARIA,2024-05-31T15:00:00+00
4343,DEV-2024-000343,2024-06-18T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-06-20T15:00:00+00
4344,DEV-2024-000344,2024-08-04T15:00:00+00,CONCLUIDA,ATRASO,2024-08-06T15:00:00+00
4345,DEV-2024-000345,2024-08-24T15:00:00+00,CONCLUIDA,OUTRO,2024-08-26T15:00:00+00
4346,DEV-2024-000346,2024-09-13T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-09-15T15:00:00+00
4347,DEV-2024-000347,2024-10-30T15:00:00+00,CONCLUIDA,AVARIA,2024-11-01T15:00:00+00
4348,DEV-2024-000348,2024-11-19T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-21T15:00:00+00
4349,DEV-2024-000349,2024-12-06T15:00:00+00,CONCLUIDA,ATRASO,2024-12-08T15:00:00+00
4350,DEV-2024-000350,2024-12-25T15:00:00+00,CONCLUIDA,OUTRO,2024-12-27T15:00:00+00
4351,DEV-2024-000351,2024-01-14T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-01-16T15:00:00+00
4352,DEV-2024-000352,2024-03-02T15:00:00+00,CONCLUIDA,AVARIA,2024-03-04T15:00:00+00
4353,DEV-2024-000353,2024-03-20T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-03-22T15:00:00+00
4354,DEV-2024-000354,2024-05-07T15:00:00+00,CONCLUIDA,ATRASO,2024-05-09T15:00:00+00
4355,DEV-2024-000355,2024-05-26T15:00:00+00,CONCLUIDA,OUTRO,2024-05-28T15:00:00+00
4356,DEV-2024-000356,2024-06-15T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-06-17T15:00:00+00
4357,DEV-2024-000357,2024-08-01T15:00:00+00,CONCLUIDA,AVARIA,2024-08-03T15:00:00+00
4358,DEV-2024-000358,2024-08-21T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-08-23T15:00:00+00
4359,DEV-2024-000359,2024-09-10T15:00:00+00,CONCLUIDA,ATRASO,2024-09-12T15:00:00+00
4360,DEV-2024-000360,2024-10-27T15:00:00+00,CONCLUIDA,OUTRO,2024-10-29T15:00:00+00
4361,DEV-2024-000361,2024-11-16T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-18T15:00:00+00
4362,DEV-2024-000362,2024-12-03T15:00:00+00,CONCLUIDA,AVARIA,2024-12-05T15:00:00+00
4363,DEV-2024-000363,2024-12-22T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-12-24T15:00:00+00
4364,DEV-2024-000364,2024-01-11T15:00:00+00,CONCLUIDA,ATRASO,2024-01-13T15:00:00+00
4365,DEV-2024-000365,2024-02-28T15:00:00+00,CONCLUIDA,OUTRO,2024-03-01T15:00:00+00
4366,DEV-2024-000366,2024-03-17T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-03-19T15:00:00+00
4367,DEV-2024-000367,2024-05-04T15:00:00+00,CONCLUIDA,AVARIA,2024-05-06T15:00:00+00
4368,DEV-2024-000368,2024-05-23T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-05-25T15:00:00+00
4369,DEV-2024-000369,2024-06-12T15:00:00+00,CONCLUIDA,ATRASO,2024-06-14T15:00:00+00
4370,DEV-2024-000370,2024-07-29T15:00:00+00,CONCLUIDA,OUTRO,2024-07-31T15:00:00+00
4371,DEV-2024-000371,2024-08-18T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-08-20T15:00:00+00
4372,DEV-2024-000372,2024-10-05T15:00:00+00,CONCLUIDA,AVARIA,2024-10-07T15:00:00+00
4373,DEV-2024-000373,2024-10-24T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-10-26T15:00:00+00
4374,DEV-2024-000374,2024-11-13T15:00:00+00,CONCLUIDA,ATRASO,2024-11-15T15:00:00+00
4375,DEV-2024-000375,2024-11-30T15:00:00+00,CONCLUIDA,OUTRO,2024-12-02T15:00:00+00
4376,DEV-2024-000376,2024-12-19T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-12-21T15:00:00+00
4377,DEV-2024-000377,2024-02-05T15:00:00+00,CONCLUIDA,AVARIA,2024-02-07T15:00:00+00
4378,DEV-2024-000378,2024-02-25T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-02-27T15:00:00+00
4379,DEV-2024-000379,2024-03-14T15:00:00+00,CONCLUIDA,ATRASO,2024-03-16T15:00:00+00
4380,DEV-2024-000380,2024-05-01T15:00:00+00,CONCLUIDA,OUTRO,2024-05-03T15:00:00+00
4381,DEV-2024-000381,2024-05-20T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-05-22T15:00:00+00
4382,DEV-2024-000382,2024-07-07T15:00:00+00,CONCLUIDA,AVARIA,2024-07-09T15:00:00+00
4383,DEV-2024-000383,2024-07-26T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-07-28T15:00:00+00
4384,DEV-2024-000384,2024-08-15T15:00:00+00,CONCLUIDA,ATRASO,2024-08-17T15:00:00+00
4385,DEV-2024-000385,2024-10-02T15:00:00+00,CONCLUIDA,OUTRO,2024-10-04T15:00:00+00
4386,DEV-2024-000386,2024-10-21T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-10-23T15:00:00+00
4387,DEV-2024-000387,2024-11-10T15:00:00+00,CONCLUIDA,AVARIA,2024-11-12T15:00:00+00
4388,DEV-2024-000388,2024-11-27T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-29T15:00:00+00
4389,DEV-2024-000389,2024-12-16T15:00:00+00,CONCLUIDA,ATRASO,2024-12-18T15:00:00+00
4390,DEV-2024-000390,2024-02-02T15:00:00+00,CONCLUIDA,OUTRO,2024-02-04T15:00:00+00
4391,DEV-2024-000391,2024-02-22T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-02-24T15:00:00+00
4392,DEV-2024-000392,2024-03-11T15:00:00+00,CONCLUIDA,AVARIA,2024-03-13T15:00:00+00
4393,DEV-2024-000393,2024-04-28T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-04-30T15:00:00+00
4394,DEV-2024-000394,2024-05-17T15:00:00+00,CONCLUIDA,ATRASO,2024-05-19T15:00:00+00
4395,DEV-2024-000395,2024-07-04T15:00:00+00,CONCLUIDA,OUTRO,2024-07-06T15:00:00+00
4396,DEV-2024-000396,2024-07-23T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-07-25T15:00:00+00
4397,DEV-2024-000397,2024-08-12T15:00:00+00,CONCLUIDA,AVARIA,2024-08-14T15:00:00+00
4398,DEV-2024-000398,2024-09-29T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-10-01T15:00:00+00
4399,DEV-2024-000399,2024-10-18T15:00:00+00,CONCLUIDA,ATRASO,2024-10-20T15:00:00+00
4400,DEV-2024-000400,2024-12-05T15:00:00+00,CONCLUIDA,OUTRO,2024-12-07T15:00:00+00
4401,DEV-2024-000401,2024-11-24T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-26T15:00:00+00
4402,DEV-2024-000402,2024-12-13T15:00:00+00,CONCLUIDA,AVARIA,2024-12-15T15:00:00+00
4403,DEV-2024-000403,2024-01-30T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-02-01T15:00:00+00
4404,DEV-2024-000404,2024-02-19T15:00:00+00,CONCLUIDA,ATRASO,2024-02-21T15:00:00+00
4405,DEV-2024-000405,2024-04-05T15:00:00+00,CONCLUIDA,OUTRO,2024-04-07T15:00:00+00
4406,DEV-2024-000406,2024-04-25T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-04-27T15:00:00+00
4407,DEV-2024-000407,2024-05-14T15:00:00+00,CONCLUIDA,AVARIA,2024-05-16T15:00:00+00
4408,DEV-2024-000408,2024-07-01T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-07-03T15:00:00+00
4409,DEV-2024-000409,2024-07-20T15:00:00+00,CONCLUIDA,ATRASO,2024-07-22T15:00:00+00
4410,DEV-2024-000410,2024-09-06T15:00:00+00,CONCLUIDA,OUTRO,2024-09-08T15:00:00+00
4411,DEV-2024-000411,2024-09-26T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-09-28T15:00:00+00
4412,DEV-2024-000412,2024-10-15T15:00:00+00,CONCLUIDA,AVARIA,2024-10-17T15:00:00+00
4413,DEV-2024-000413,2024-12-02T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-12-04T15:00:00+00
4414,DEV-2024-000414,2024-11-21T15:00:00+00,CONCLUIDA,ATRASO,2024-11-23T15:00:00+00
4415,DEV-2024-000415,2024-12-10T15:00:00+00,CONCLUIDA,OUTRO,2024-12-12T15:00:00+00
4416,DEV-2024-000416,2024-01-27T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-01-29T15:00:00+00
4417,DEV-2024-000417,2024-02-16T15:00:00+00,CONCLUIDA,AVARIA,2024-02-18T15:00:00+00
4418,DEV-2024-000418,2024-04-02T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-04-04T15:00:00+00
4419,DEV-2024-000419,2024-04-22T15:00:00+00,CONCLUIDA,ATRASO,2024-04-24T15:00:00+00
4420,DEV-2024-000420,2024-05-11T15:00:00+00,CONCLUIDA,OUTRO,2024-05-13T15:00:00+00
4421,DEV-2024-000421,2024-06-28T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-06-30T15:00:00+00
4422,DEV-2024-000422,2024-07-17T15:00:00+00,CONCLUIDA,AVARIA,2024-07-19T15:00:00+00
4423,DEV-2024-000423,2024-09-03T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-09-05T15:00:00+00
4424,DEV-2024-000424,2024-09-23T15:00:00+00,CONCLUIDA,ATRASO,2024-09-25T15:00:00+00
4425,DEV-2024-000425,2024-10-12T15:00:00+00,CONCLUIDA,OUTRO,2024-10-14T15:00:00+00
4426,DEV-2024-000426,2024-11-29T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-12-01T15:00:00+00
4427,DEV-2024-000427,2024-11-18T15:00:00+00,CONCLUIDA,AVARIA,2024-11-20T15:00:00+00
4428,DEV-2025-000428,2025-01-04T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2025-01-06T15:00:00+00
4429,DEV-2024-000429,2024-01-24T15:00:00+00,CONCLUIDA,ATRASO,2024-01-26T15:00:00+00
4430,DEV-2024-000430,2024-02-13T15:00:00+00,CONCLUIDA,OUTRO,2024-02-15T15:00:00+00
4431,DEV-2024-000431,2024-03-30T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-04-01T15:00:00+00
4432,DEV-2024-000432,2024-04-19T15:00:00+00,CONCLUIDA,AVARIA,2024-04-21T15:00:00+00
4433,DEV-2024-000433,2024-06-05T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-06-07T15:00:00+00
4434,DEV-2024-000434,2024-06-25T15:00:00+00,CONCLUIDA,ATRASO,2024-06-27T15:00:00+00
4435,DEV-2024-000435,2024-07-14T15:00:00+00,CONCLUIDA,OUTRO,2024-07-16T15:00:00+00
4436,DEV-2024-000436,2024-08-31T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-09-02T15:00:00+00
4437,DEV-2024-000437,2024-09-20T15:00:00+00,CONCLUIDA,AVARIA,2024-09-22T15:00:00+00
4438,DEV-2024-000438,2024-11-06T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-08T15:00:00+00
4439,DEV-2024-000439,2024-11-26T15:00:00+00,CONCLUIDA,ATRASO,2024-11-28T15:00:00+00
4440,DEV-2024-000440,2024-11-15T15:00:00+00,CONCLUIDA,OUTRO,2024-11-17T15:00:00+00
4441,DEV-2025-000441,2025-01-01T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2025-01-03T15:00:00+00
4442,DEV-2024-000442,2024-01-21T15:00:00+00,CONCLUIDA,AVARIA,2024-01-23T15:00:00+00
4443,DEV-2024-000443,2024-02-10T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-02-12T15:00:00+00
4444,DEV-2024-000444,2024-03-27T15:00:00+00,CONCLUIDA,ATRASO,2024-03-29T15:00:00+00
4445,DEV-2024-000445,2024-04-16T15:00:00+00,CONCLUIDA,OUTRO,2024-04-18T15:00:00+00
4446,DEV-2024-000446,2024-06-02T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-06-04T15:00:00+00
4447,DEV-2024-000447,2024-06-22T15:00:00+00,CONCLUIDA,AVARIA,2024-06-24T15:00:00+00
4448,DEV-2024-000448,2024-07-11T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-07-13T15:00:00+00
4449,DEV-2024-000449,2024-08-28T15:00:00+00,CONCLUIDA,ATRASO,2024-08-30T15:00:00+00
4450,DEV-2024-000450,2024-09-17T15:00:00+00,CONCLUIDA,OUTRO,2024-09-19T15:00:00+00
4451,DEV-2024-000451,2024-11-03T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-11-05T15:00:00+00
4452,DEV-2024-000452,2024-11-23T15:00:00+00,CONCLUIDA,AVARIA,2024-11-25T15:00:00+00
4453,DEV-2024-000453,2024-11-12T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-11-14T15:00:00+00
4454,DEV-2024-000454,2024-12-29T15:00:00+00,CONCLUIDA,ATRASO,2024-12-31T15:00:00+00
4455,DEV-2024-000455,2024-01-18T15:00:00+00,CONCLUIDA,OUTRO,2024-01-20T15:00:00+00
4456,DEV-2024-000456,2024-03-06T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-03-08T15:00:00+00
4457,DEV-2024-000457,2024-03-24T15:00:00+00,CONCLUIDA,AVARIA,2024-03-26T15:00:00+00
4458,DEV-2024-000458,2024-04-13T15:00:00+00,CONCLUIDA,ITEM_INCORRETO,2024-04-15T15:00:00+00
4459,DEV-2024-000459,2024-05-30T15:00:00+00,CONCLUIDA,ATRASO,2024-06-01T15:00:00+00
4460,DEV-2024-000460,2024-06-19T15:00:00+00,CONCLUIDA,OUTRO,2024-06-21T15:00:00+00
4461,DEV-2024-000461,2024-08-05T15:00:00+00,CONCLUIDA,ARREPENDIMENTO,2024-08-07T15:00:00+00
