numero_pedido,data_pedido,cliente_id,canal_id,vendedor_id,status_logistico,status_devolucao,cidade_entrega,uf_entrega,valor_frete_cotado,data_faturamento,data_entrega,motivo_cancelamento
PED-2023-002071,2023-02-22T15:00:00+00,2485,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-23T15:00:00+00,2023-02-26T15:00:00+00,
PED-2023-002072,2023-03-11T15:00:00+00,1486,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-12T15:00:00+00,2023-03-15T15:00:00+00,
PED-2023-002073,2023-04-28T15:00:00+00,660,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-29T15:00:00+00,2023-05-02T15:00:00+00,
PED-2023-002074,2023-05-17T15:00:00+00,3451,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-18T15:00:00+00,2023-05-21T15:00:00+00,
PED-2023-002075,2023-06-06T15:00:00+00,2304,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-07T15:00:00+00,2023-06-10T15:00:00+00,
PED-2023-002076,2023-07-23T15:00:00+00,2342,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-24T15:00:00+00,2023-07-27T15:00:00+00,
PED-2023-002077,2023-08-12T15:00:00+00,2103,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-13T15:00:00+00,2023-08-16T15:00:00+00,
PED-2023-002078,2023-09-01T15:00:00+00,1881,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-02T15:00:00+00,2023-09-05T15:00:00+00,
PED-2023-002079,2023-10-18T15:00:00+00,2951,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-19T15:00:00+00,2023-10-22T15:00:00+00,
PED-2023-002080,2023-11-07T15:00:00+00,2253,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-08T15:00:00+00,2023-11-11T15:00:00+00,
PED-2023-002081,2023-11-24T15:00:00+00,2973,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-25T15:00:00+00,2023-11-28T15:00:00+00,
PED-2023-002082,2023-12-13T15:00:00+00,3352,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-14T15:00:00+00,2023-12-17T15:00:00+00,
PED-2023-002083,2023-01-02T15:00:00+00,994,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-03T15:00:00+00,2023-01-06T15:00:00+00,
PED-2023-002084,2023-02-19T15:00:00+00,3148,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-20T15:00:00+00,2023-02-23T15:00:00+00,
PED-2023-002085,2023-03-08T15:00:00+00,3257,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-09T15:00:00+00,2023-03-12T15:00:00+00,
PED-2023-002086,2023-04-25T15:00:00+00,2584,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-26T15:00:00+00,2023-04-29T15:00:00+00,
PED-2023-002087,2023-05-14T15:00:00+00,2456,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-15T15:00:00+00,2023-05-18T15:00:00+00,
PED-2023-002088,2023-06-03T15:00:00+00,2951,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-04T15:00:00+00,2023-06-07T15:00:00+00,
PED-2023-002089,2023-07-20T15:00:00+00,1577,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-21T15:00:00+00,2023-07-24T15:00:00+00,
PED-2023-002090,2023-08-09T15:00:00+00,420,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-10T15:00:00+00,2023-08-13T15:00:00+00,
PED-2023-002091,2023-09-26T15:00:00+00,1653,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-27T15:00:00+00,2023-09-30T15:00:00+00,
PED-2023-002092,2023-10-15T15:00:00+00,2949,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-16T15:00:00+00,2023-10-19T15:00:00+00,
PED-2023-002093,2023-11-04T15:00:00+00,2128,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-05T15:00:00+00,2023-11-08T15:00:00+00,
PED-2023-002094,2023-11-21T15:00:00+00,3319,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-22T15:00:00+00,2023-11-25T15:00:00+00,
PED-2023-002095,2023-12-10T15:00:00+00,2598,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-11T15:00:00+00,2023-12-14T15:00:00+00,
PED-2023-002096,2023-01-27T15:00:00+00,2946,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-28T15:00:00+00,2023-01-31T15:00:00+00,
PED-2023-002097,2023-02-16T15:00:00+00,3419,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-17T15:00:00+00,2023-02-20T15:00:00+00,
PED-2023-002098,2023-03-05T15:00:00+00,2106,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-06T15:00:00+00,2023-03-09T15:00:00+00,
PED-2023-002099,2023-04-22T15:00:00+00,2160,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-23T15:00:00+00,2023-04-26T15:00:00+00,
PED-2023-002100,2023-05-11T15:00:00+00,3335,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-12T15:00:00+00,2023-05-15T15:00:00+00,
PED-2023-002101,2023-06-28T15:00:00+00,3226,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-29T15:00:00+00,2023-07-02T15:00:00+00,
PED-2023-002102,2023-07-17T15:00:00+00,1517,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-18T15:00:00+00,2023-07-21T15:00:00+00,
PED-2023-002103,2023-08-06T15:00:00+00,2498,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-07T15:00:00+00,2023-08-10T15:00:00+00,
PED-2023-002104,2023-09-23T15:00:00+00,1374,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-24T15:00:00+00,2023-09-27T15:00:00+00,
PED-2023-002105,2023-10-12T15:00:00+00,3474,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-13T15:00:00+00,2023-10-16T15:00:00+00,
PED-2023-002106,2023-11-01T15:00:00+00,3495,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-02T15:00:00+00,2023-11-05T15:00:00+00,
PED-2023-002107,2023-11-18T15:00:00+00,2282,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-19T15:00:00+00,2023-11-22T15:00:00+00,
PED-2023-002108,2023-12-07T15:00:00+00,3107,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-08T15:00:00+00,2023-12-11T15:00:00+00,
PED-2023-002109,2023-01-24T15:00:00+00,3040,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-25T15:00:00+00,2023-01-28T15:00:00+00,
PED-2023-002110,2023-02-13T15:00:00+00,2613,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-14T15:00:00+00,2023-02-17T15:00:00+00,
PED-2023-002111,2023-03-02T15:00:00+00,2790,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-03T15:00:00+00,2023-03-06T15:00:00+00,
PED-2023-002112,2023-04-19T15:00:00+00,3146,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-20T15:00:00+00,2023-04-23T15:00:00+00,
PED-2023-002113,2023-05-08T15:00:00+00,2206,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-09T15:00:00+00,2023-05-12T15:00:00+00,
PED-2023-002114,2023-06-25T15:00:00+00,3463,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-26T15:00:00+00,2023-06-29T15:00:00+00,
PED-2023-002115,2023-07-14T15:00:00+00,2786,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-15T15:00:00+00,2023-07-18T15:00:00+00,
PED-2023-002116,2023-08-03T15:00:00+00,2988,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-04T15:00:00+00,2023-08-07T15:00:00+00,
PED-2023-002117,2023-09-20T15:00:00+00,3582,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-21T15:00:00+00,2023-09-24T15:00:00+00,
PED-2023-002118,2023-10-09T15:00:00+00,1391,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-10T15:00:00+00,2023-10-13T15:00:00+00,
PED-2023-002119,2023-11-26T15:00:00+00,2419,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-27T15:00:00+00,2023-11-30T15:00:00+00,
PED-2023-002120,2023-11-15T15:00:00+00,2001,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-16T15:00:00+00,2023-11-19T15:00:00+00,
PED-2023-002121,2023-12-04T15:00:00+00,2814,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-05T15:00:00+00,2023-12-08T15:00:00+00,
PED-2023-002122,2023-01-21T15:00:00+00,2975,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-22T15:00:00+00,2023-01-25T15:00:00+00,
PED-2023-002123,2023-02-10T15:00:00+00,2820,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-11T15:00:00+00,2023-02-14T15:00:00+00,
PED-2023-002124,2023-03-27T15:00:00+00,741,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-28T15:00:00+00,2023-03-31T15:00:00+00,
PED-2023-002125,2023-04-16T15:00:00+00,3023,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-17T15:00:00+00,2023-04-20T15:00:00+00,
PED-2023-002126,2023-05-05T15:00:00+00,2294,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-06T15:00:00+00,2023-05-09T15:00:00+00,
PED-2023-002127,2023-06-22T15:00:00+00,3471,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-23T15:00:00+00,2023-06-26T15:00:00+00,
PED-2023-002128,2023-07-11T15:00:00+00,2559,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-12T15:00:00+00,2023-07-15T15:00:00+00,
PED-2023-002129,2023-08-28T15:00:00+00,3166,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-29T15:00:00+00,2023-09-01T15:00:00+00,
PED-2023-002130,2023-09-17T15:00:00+00,1320,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-18T15:00:00+00,2023-09-21T15:00:00+00,
PED-2023-002131,2023-10-06T15:00:00+00,340,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-07T15:00:00+00,2023-10-10T15:00:00+00,
PED-2023-002132,2023-11-23T15:00:00+00,2883,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-24T15:00:00+00,2023-11-27T15:00:00+00,
PED-2023-002133,2023-11-12T15:00:00+00,3391,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-13T15:00:00+00,2023-11-16T15:00:00+00,
PED-2023-002134,2023-12-01T15:00:00+00,2288,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-02T15:00:00+00,2023-12-05T15:00:00+00,
PED-2023-002135,2023-01-18T15:00:00+00,2561,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-19T15:00:00+00,2023-01-22T15:00:00+00,
PED-2023-002136,2023-02-07T15:00:00+00,2875,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-08T15:00:00+00,2023-02-11T15:00:00+00,
PED-2023-002137,2023-03-24T15:00:00+00,3358,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-25T15:00:00+00,2023-03-28T15:00:00+00,
PED-2023-002138,2023-04-13T15:00:00+00,3282,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-14T15:00:00+00,2023-04-17T15:00:00+00,
PED-2023-002139,2023-05-02T15:00:00+00,3222,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-03T15:00:00+00,2023-05-06T15:00:00+00,
PED-2023-002140,2023-06-19T15:00:00+00,2172,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-20T15:00:00+00,2023-06-23T15:00:00+00,
PED-2023-002141,2023-07-08T15:00:00+00,3547,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-09T15:00:00+00,2023-07-12T15:00:00+00,
PED-2023-002142,2023-08-25T15:00:00+00,3320,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-26T15:00:00+00,2023-08-29T15:00:00+00,
PED-2023-002143,2023-09-14T15:00:00+00,3436,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-15T15:00:00+00,2023-09-18T15:00:00+00,
PED-2023-002144,2023-10-03T15:00:00+00,1385,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-04T15:00:00+00,2023-10-07T15:00:00+00,
PED-2023-002145,2023-11-20T15:00:00+00,3074,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-21T15:00:00+00,2023-11-24T15:00:00+00,
PED-2023-002146,2023-11-09T15:00:00+00,185,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-10T15:00:00+00,2023-11-13T15:00:00+00,
PED-2023-002147,2023-12-26T15:00:00+00,2365,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-27T15:00:00+00,2023-12-30T15:00:00+00,
PED-2023-002148,2023-01-15T15:00:00+00,3267,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-16T15:00:00+00,2023-01-19T15:00:00+00,
PED-2023-002149,2023-02-04T15:00:00+00,2803,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-05T15:00:00+00,2023-02-08T15:00:00+00,
PED-2023-002150,2023-03-21T15:00:00+00,343,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-22T15:00:00+00,2023-03-25T15:00:00+00,
PED-2023-002151,2023-04-10T15:00:00+00,1799,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-11T15:00:00+00,2023-04-14T15:00:00+00,
PED-2023-002152,2023-05-27T15:00:00+00,3357,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-28T15:00:00+00,2023-05-31T15:00:00+00,
PED-2023-002153,2023-06-16T15:00:00+00,2360,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-17T15:00:00+00,2023-06-20T15:00:00+00,
PED-2023-002154,2023-07-05T15:00:00+00,2353,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-06T15:00:00+00,2023-07-09T15:00:00+00,
PED-2023-002155,2023-08-22T15:00:00+00,3397,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-23T15:00:00+00,2023-08-26T15:00:00+00,
PED-2023-002156,2023-09-11T15:00:00+00,2659,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-12T15:00:00+00,2023-09-15T15:00:00+00,
PED-2023-002157,2023-10-28T15:00:00+00,2128,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-29T15:00:00+00,2023-11-01T15:00:00+00,
PED-2023-002158,2023-11-17T15:00:00+00,3295,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-18T15:00:00+00,2023-11-21T15:00:00+00,
PED-2023-002159,2023-11-06T15:00:00+00,2601,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-07T15:00:00+00,2023-11-10T15:00:00+00,
PED-2023-002160,2023-12-23T15:00:00+00,3227,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-24T15:00:00+00,2023-12-27T15:00:00+00,
PED-2023-002161,2023-01-12T15:00:00+00,813,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-13T15:00:00+00,2023-01-16T15:00:00+00,
PED-2023-002162,2023-02-01T15:00:00+00,1203,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-02T15:00:00+00,2023-02-05T15:00:00+00,
PED-2023-002163,2023-03-18T15:00:00+00,2404,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-19T15:00:00+00,2023-03-22T15:00:00+00,
PED-2023-002164,2023-04-07T15:00:00+00,2431,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-08T15:00:00+00,2023-04-11T15:00:00+00,
PED-2023-002165,2023-05-24T15:00:00+00,2599,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-25T15:00:00+00,2023-05-28T15:00:00+00,
PED-2023-002166,2023-06-13T15:00:00+00,580,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-14T15:00:00+00,2023-06-17T15:00:00+00,
PED-2023-002167,2023-07-02T15:00:00+00,1680,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-03T15:00:00+00,2023-07-06T15:00:00+00,
PED-2023-002168,2023-08-19T15:00:00+00,2933,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-20T15:00:00+00,2023-08-23T15:00:00+00,
PED-2023-002169,2023-09-08T15:00:00+00,1836,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-09T15:00:00+00,2023-09-12T15:00:00+00,
PED-2023-002170,2023-10-25T15:00:00+00,2444,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-26T15:00:00+00,2023-10-29T15:00:00+00,
PED-2023-002171,2023-11-14T15:00:00+00,2221,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-15T15:00:00+00,2023-11-18T15:00:00+00,
PED-2023-002172,2023-11-03T15:00:00+00,3588,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-04T15:00:00+00,2023-11-07T15:00:00+00,
PED-2023-002173,2023-12-20T15:00:00+00,170,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-21T15:00:00+00,2023-12-24T15:00:00+00,
PED-2023-002174,2023-01-09T15:00:00+00,2573,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-10T15:00:00+00,2023-01-13T15:00:00+00,
PED-2023-002175,2023-02-26T15:00:00+00,48,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-27T15:00:00+00,2023-03-02T15:00:00+00,
PED-2023-002176,2023-03-15T15:00:00+00,3046,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-16T15:00:00+00,2023-03-19T15:00:00+00,
PED-2023-002177,2023-04-04T15:00:00+00,2808,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-05T15:00:00+00,2023-04-08T15:00:00+00,
PED-2023-002178,2023-05-21T15:00:00+00,297,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-22T15:00:00+00,2023-05-25T15:00:00+00,
PED-2023-002179,2023-06-10T15:00:00+00,1731,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-11T15:00:00+00,2023-06-14T15:00:00+00,
PED-2023-002180,2023-07-27T15:00:00+00,2640,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-28T15:00:00+00,2023-07-31T15:00:00+00,
PED-2023-002181,2023-08-16T15:00:00+00,3440,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-17T15:00:00+00,2023-08-20T15:00:00+00,
PED-2023-002182,2023-09-05T15:00:00+00,2438,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-06T15:00:00+00,2023-09-09T15:00:00+00,
PED-2023-002183,2023-10-22T15:00:00+00,2675,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-23T15:00:00+00,2023-10-26T15:00:00+00,
PED-2023-002184,2023-11-11T15:00:00+00,2429,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-12T15:00:00+00,2023-11-15T15:00:00+00,
PED-2023-002185,2023-11-28T15:00:00+00,3583,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-29T15:00:00+00,2023-12-02T15:00:00+00,
PED-2023-002186,2023-12-17T15:00:00+00,2656,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-18T15:00:00+00,2023-12-21T15:00:00+00,
PED-2023-002187,2023-01-06T15:00:00+00,2369,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-07T15:00:00+00,2023-01-10T15:00:00+00,
PED-2023-002188,2023-02-23T15:00:00+00,3194,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-24T15:00:00+00,2023-02-27T15:00:00+00,
PED-2023-002189,2023-03-12T15:00:00+00,2452,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-13T15:00:00+00,2023-03-16T15:00:00+00,
PED-2023-002190,2023-04-01T15:00:00+00,1813,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-02T15:00:00+00,2023-04-05T15:00:00+00,
PED-2023-002191,2023-05-18T15:00:00+00,2519,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-19T15:00:00+00,2023-05-22T15:00:00+00,
PED-2023-002192,2023-06-07T15:00:00+00,1169,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-08T15:00:00+00,2023-06-11T15:00:00+00,
PED-2023-002193,2023-07-24T15:00:00+00,2829,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-25T15:00:00+00,2023-07-28T15:00:00+00,
PED-2023-002194,2023-08-13T15:00:00+00,2349,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-14T15:00:00+00,2023-08-17T15:00:00+00,
PED-2023-002195,2023-09-02T15:00:00+00,3293,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-03T15:00:00+00,2023-09-06T15:00:00+00,
PED-2023-002196,2023-10-19T15:00:00+00,3431,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-20T15:00:00+00,2023-10-23T15:00:00+00,
PED-2023-002197,2023-11-08T15:00:00+00,2931,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-09T15:00:00+00,2023-11-12T15:00:00+00,
PED-2023-002198,2023-11-25T15:00:00+00,1761,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-26T15:00:00+00,2023-11-29T15:00:00+00,
PED-2023-002199,2023-12-14T15:00:00+00,2660,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-15T15:00:00+00,2023-12-18T15:00:00+00,
PED-2023-002200,2023-01-03T15:00:00+00,103,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-04T15:00:00+00,2023-01-07T15:00:00+00,
PED-2023-002201,2023-02-20T15:00:00+00,2174,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-21T15:00:00+00,2023-02-24T15:00:00+00,
PED-2023-002202,2023-03-09T15:00:00+00,2495,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-10T15:00:00+00,2023-03-13T15:00:00+00,
PED-2023-002203,2023-04-26T15:00:00+00,2095,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-04-27T15:00:00+00,2023-04-30T15:00:00+00,
PED-2023-002204,2023-05-15T15:00:00+00,935,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-05-16T15:00:00+00,2023-05-19T15:00:00+00,
PED-2023-002205,2023-06-04T15:00:00+00,1522,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-06-05T15:00:00+00,2023-06-08T15:00:00+00,
PED-2023-002206,2023-07-21T15:00:00+00,2190,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-07-22T15:00:00+00,2023-07-25T15:00:00+00,
PED-2023-002207,2023-08-10T15:00:00+00,2834,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-08-11T15:00:00+00,2023-08-14T15:00:00+00,
PED-2023-002208,2023-09-27T15:00:00+00,2316,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-09-28T15:00:00+00,2023-10-01T15:00:00+00,
PED-2023-002209,2023-10-16T15:00:00+00,2560,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-10-17T15:00:00+00,2023-10-20T15:00:00+00,
PED-2023-002210,2023-11-05T15:00:00+00,1411,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-06T15:00:00+00,2023-11-09T15:00:00+00,
PED-2023-002211,2023-11-22T15:00:00+00,3520,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-11-23T15:00:00+00,2023-11-26T15:00:00+00,
PED-2023-002212,2023-12-11T15:00:00+00,747,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-12-12T15:00:00+00,2023-12-15T15:00:00+00,
PED-2023-002213,2023-01-28T15:00:00+00,3051,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-01-29T15:00:00+00,2023-02-01T15:00:00+00,
PED-2023-002214,2023-02-17T15:00:00+00,789,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-02-18T15:00:00+00,2023-02-21T15:00:00+00,
PED-2023-002215,2023-03-06T15:00:00+00,2531,2,,ENTREGUE,SEM_DEVOLUCAO,Curitiba,PR,12.90,2023-03-07T15:00:00+00,2023-03-10T15:00:00+00,
