pedido_id,numero_item,produto_id,quantidade,preco_unitario,desconto_unitario,custo_unitario
1810,2,89,6,151.93,0.00,88.11
1810,3,106,7,175.22,0.00,106.88
1811,1,75,8,132.75,0.00,84.96
1811,2,92,1,156.04,0.00,104.54
1811,3,109,2,179.33,0.00,125.53
1812,1,78,3,136.86,0.00,47.90
1812,2,95,4,160.15,0.00,60.85
1812,3,112,5,183.44,0.00,75.21
1813,1,81,6,140.97,0.00,62.02
1813,2,98,7,164.26,0.00,77.20
1813,3,3,8,34.11,0.00,17.05
1814,1,84,1,145.08,0.00,76.89
1814,2,101,2,168.37,0.00,94.28
1814,3,6,3,38.22,0.00,22.54
1815,1,87,4,149.19,0.00,92.49
1815,2,104,5,172.48,0.00,112.11
1815,3,9,6,42.33,0.00,28.78
1816,1,90,7,153.30,0.00,108.84
1816,2,107,8,176.59,0.00,63.57
1816,3,12,1,46.44,0.00,18.11
1817,1,93,2,157.41,0.00,66.11
1817,2,110,3,180.70,0.00,81.31
1817,3,15,4,50.55,0.00,24.26
1818,1,96,5,161.52,0.00,82.37
1818,2,1,6,31.37,0.00,16.93
1818,3,18,7,54.66,0.00,31.15
1819,1,99,8,165.63,0.00,99.37
1819,2,4,1,35.48,0.00,22.35
1819,3,21,2,58.77,0.00,38.78
1820,1,102,3,169.74,0.00,117.12
1820,2,7,4,39.59,0.00,28.50
1820,3,24,5,62.88,0.00,23.26
1821,1,105,6,173.85,0.00,69.54
1821,2,10,7,43.70,6.55,18.79
1821,3,27,8,66.99,13.39,30.81
1822,1,108,1,177.96,44.49,87.20
1822,2,13,2,47.81,2.39,24.86
1822,3,30,3,71.10,7.11,39.10
1823,1,111,4,182.07,27.31,105.60
1823,2,16,5,51.92,10.38,31.67
1823,3,33,6,75.21,18.80,48.13
1824,1,2,7,32.74,1.63,21.93
1824,2,19,8,56.03,5.60,39.22
1824,3,36,1,79.32,11.89,27.76
1825,1,5,2,36.85,7.37,14.00
1825,2,22,3,60.14,15.03,24.65
1825,3,39,4,83.43,4.17,36.70
1826,1,8,5,40.96,4.09,19.25
1826,2,25,6,64.25,9.63,32.12
1826,3,42,7,87.54,17.50,46.39
1827,1,11,8,45.07,11.26,25.23
1827,2,28,1,68.36,3.41,40.33
1827,3,45,2,91.65,9.16,56.82
1828,1,14,3,49.18,7.37,31.96
1828,2,31,4,72.47,14.49,49.27
1828,3,48,5,95.76,23.94,67.98
1829,1,17,6,53.29,2.66,19.18
1829,2,34,7,76.58,7.65,29.86
1829,3,51,8,99.87,14.98,41.94
1830,1,20,1,57.40,11.48,25.83
1830,2,37,2,80.69,20.17,38.73
1830,3,54,3,103.98,5.19,53.02
1831,1,23,4,61.51,6.15,33.21
1831,2,40,5,84.80,12.72,48.33
1831,3,57,6,108.09,21.61,64.85
1832,1,26,7,65.62,16.40,41.34
1832,2,43,8,88.91,4.44,58.68
1832,3,60,1,112.20,11.22,77.41
1833,1,29,2,69.73,10.45,50.20
1833,2,46,3,93.02,18.60,34.41
1833,3,63,4,116.31,29.07,46.52
1834,1,32,5,73.84,0.00,31.75
1834,2,49,6,97.13,0.00,44.67
1834,3,66,7,120.42,0.00,59.00
1835,1,35,8,77.95,0.00,40.53
1835,2,52,1,101.24,0.00,55.68
1835,3,69,2,124.53,0.00,72.22
1836,1,38,3,82.06,0.00,50.05
1836,2,55,4,105.35,0.00,67.42
1836,3,72,5,128.64,0.00,86.18
1837,1,41,6,86.17,0.00,60.31
1837,2,58,7,109.46,0.00,38.31
1837,3,75,8,132.75,0.00,50.44
1838,1,44,1,90.28,0.00,37.01
1838,2,61,2,113.57,0.00,49.97
1838,3,78,3,136.86,0.00,64.32
1839,1,47,4,94.39,0.00,47.19
1839,2,64,5,117.68,0.00,62.37
1839,3,81,6,140.97,0.00,78.94
1840,1,50,7,98.50,0.00,58.11
1840,2,67,8,121.79,0.00,75.50
1840,3,84,1,145.08,0.00,94.30
1841,1,53,2,102.61,0.00,69.77
1841,2,70,3,125.90,0.00,89.38
1841,3,87,4,149.19,0.00,53.70
1842,1,56,5,106.72,0.00,41.62
1842,2,73,6,130.01,0.00,54.60
1842,3,90,7,153.30,0.00,68.98
1843,1,59,8,110.83,0.00,53.19
1843,2,76,1,134.12,0.00,68.40
1843,3,93,2,157.41,0.00,85.00
1844,1,62,3,114.94,0.00,65.51
1844,2,79,4,138.23,0.00,82.93
1844,3,96,5,161.52,0.00,101.75
1845,1,65,6,119.05,0.00,78.57
1845,2,82,7,142.34,0.00,98.21
1845,3,99,8,165.63,0.00,119.25
1846,1,68,1,123.16,0.00,45.56
1846,2,85,2,146.45,0.00,58.58
1846,3,102,3,169.74,0.00,72.98
1847,1,71,4,127.27,0.00,58.54
1847,2,88,5,150.56,0.00,73.77
1847,3,105,6,173.85,0.00,90.40
1848,1,74,7,131.38,0.00,72.25
1848,2,91,8,154.67,0.00,89.70
1848,3,108,1,177.96,0.00,108.55
1849,1,77,2,135.49,0.00,86.71
1849,2,94,3,158.78,0.00,106.38
1849,3,111,4,182.07,0.00,127.44
1850,1,80,5,139.60,0.00,48.86
1850,2,97,6,162.89,0.00,61.89
1850,3,2,7,32.74,0.00,13.42
1851,1,83,8,143.71,0.00,63.23
1851,2,100,1,167.00,0.00,78.49
1851,3,5,2,36.85,0.00,18.42
1852,1,86,3,147.82,0.00,78.34
1852,2,103,4,171.11,0.00,95.82
1852,3,8,5,40.96,0.00,24.16
1853,1,89,6,151.93,0.00,94.19
1853,2,106,7,175.22,0.00,113.89
1853,3,11,8,45.07,0.00,30.64
1854,1,92,1,156.04,0.00,110.78
1854,2,109,2,179.33,0.00,64.55
1854,3,14,3,49.18,7.37,19.18
1855,1,95,4,160.15,32.03,67.26
1855,2,112,5,183.44,45.86,82.54
1855,3,17,6,53.29,2.66,25.57
1856,1,98,7,164.26,16.42,83.77
1856,2,3,8,34.11,5.11,18.41
1856,3,20,1,57.40,11.48,32.71
1857,1,101,2,168.37,42.09,101.02
1857,2,6,3,38.22,1.91,24.07
1857,3,23,4,61.51,6.15,40.59
1858,1,104,5,172.48,25.87,119.01
1858,2,9,6,42.33,8.46,30.47
1858,3,26,7,65.62,16.40,24.27
1859,1,107,8,176.59,8.82,70.63
1859,2,12,1,46.44,4.64,19.96
1859,3,29,2,69.73,10.45,32.07
1860,1,110,3,180.70,36.14,88.54
1860,2,15,4,50.55,12.63,26.28
1860,3,32,5,73.84,3.69,40.61
1861,1,1,6,31.37,3.13,18.19
1861,2,18,7,54.66,8.19,33.34
1861,3,35,8,77.95,15.59,49.88
1862,1,4,1,35.48,8.87,23.77
1862,2,21,2,58.77,2.93,41.13
1862,3,38,3,82.06,8.20,28.72
1863,1,7,4,39.59,5.93,15.04
1863,2,24,5,62.88,12.57,25.78
1863,3,41,6,86.17,21.54,37.91
1864,1,10,7,43.70,2.18,20.53
1864,2,27,8,66.99,6.69,33.49
1864,3,44,1,90.28,13.54,47.84
1865,1,13,2,47.81,9.56,26.77
1865,2,30,3,71.10,17.77,41.94
1865,3,47,4,94.39,4.71,58.52
1866,1,16,5,51.92,5.19,33.74
1866,2,33,6,75.21,11.28,51.14
1866,3,50,7,98.50,19.70,69.93
1867,1,19,8,56.03,14.00,20.17
1867,2,36,1,79.32,0.00,30.93
1867,3,53,2,102.61,0.00,43.09
1868,1,22,3,60.14,0.00,27.06
1868,2,39,4,83.43,0.00,40.04
1868,3,56,5,106.72,0.00,54.42
1869,1,25,6,64.25,0.00,34.69
1869,2,42,7,87.54,0.00,49.89
1869,3,59,8,110.83,0.00,66.49
1870,1,28,1,68.36,0.00,43.06
1870,2,45,2,91.65,0.00,60.48
1870,3,62,3,114.94,0.00,79.30
1871,1,31,4,72.47,0.00,52.17
1871,2,48,5,95.76,0.00,35.43
1871,3,65,6,119.05,0.00,47.62
1872,1,34,7,76.58,0.00,32.92
1872,2,51,8,99.87,0.00,45.94
1872,3,68,1,123.16,0.00,60.34
1873,1,37,2,80.69,0.00,41.95
1873,2,54,3,103.98,0.00,57.18
1873,3,71,4,127.27,0.00,73.81
1874,1,40,5,84.80,0.00,51.72
1874,2,57,6,108.09,0.00,69.17
1874,3,74,7,131.38,0.00,88.02
1875,1,43,8,88.91,0.00,62.23
1875,2,60,1,112.20,0.00,39.27
1875,3,77,2,135.49,0.00,51.48
1876,1,46,3,93.02,0.00,38.13
1876,2,63,4,116.31,0.00,51.17
1876,3,80,5,139.60,0.00,65.61
1877,1,49,6,97.13,0.00,48.56
1877,2,66,7,120.42,0.00,63.82
1877,3,83,8,143.71,0.00,80.47
1878,1,52,1,101.24,0.00,59.73
1878,2,69,2,124.53,0.00,77.20
1878,3,86,3,147.82,0.00,96.08
1879,1,55,4,105.35,0.00,71.63
1879,2,72,5,128.64,0.00,91.33
1879,3,89,6,151.93,0.00,54.69
1880,1,58,7,109.46,0.00,42.68
1880,2,75,8,132.75,0.00,55.75
1880,3,92,1,156.04,0.00,70.21
1881,1,61,2,113.57,0.00,54.51
1881,2,78,3,136.86,0.00,69.79
1881,3,95,4,160.15,0.00,86.48
1882,1,64,5,117.68,0.00,67.07
1882,2,81,6,140.97,0.00,84.58
1882,3,98,7,164.26,0.00,103.48
1883,1,67,8,121.79,0.00,80.38
1883,2,84,1,145.08,0.00,100.10
1883,3,101,2,168.37,0.00,121.22
1884,1,70,3,125.90,0.00,46.58
1884,2,87,4,149.19,0.00,59.67
1884,3,104,5,172.48,0.00,74.16
1885,1,73,6,130.01,0.00,59.80
1885,2,90,7,153.30,0.00,75.11
1885,3,107,8,176.59,0.00,91.82
1886,1,76,1,134.12,0.00,73.76
1886,2,93,2,157.41,0.00,91.29
1886,3,110,3,180.70,0.00,110.22
1887,1,79,4,138.23,0.00,88.46
1887,2,96,5,161.52,0.00,108.21
1887,3,1,6,31.37,0.00,21.95
1888,1,82,7,142.34,21.35,49.81
1888,2,99,8,165.63,33.12,62.93
1888,3,4,1,35.48,8.87,14.54
1889,1,85,2,146.45,7.32,64.43
1889,2,102,3,169.74,16.97,79.77
1889,3,7,4,39.59,5.93,19.79
1890,1,88,5,150.56,30.11,79.79
1890,2,105,6,173.85,43.46,97.35
1890,3,10,7,43.70,2.18,25.78
1891,1,91,8,154.67,15.46,95.89
1891,2,108,1,177.96,26.69,115.67
1891,3,13,2,47.81,9.56,32.51
1892,1,94,3,158.78,39.69,112.73
1892,2,111,4,182.07,9.10,65.54
1892,3,16,5,51.92,5.19,20.24
1893,1,97,6,162.89,24.43,68.41
1893,2,2,7,32.74,6.54,14.73
1893,3,19,8,56.03,14.00,26.89
1894,1,100,1,167.00,8.35,85.17
1894,2,5,2,36.85,3.68,19.89
1894,3,22,3,60.14,9.02,34.27
1895,1,103,4,171.11,34.22,102.66
1895,2,8,5,40.96,10.24,25.80
1895,3,25,6,64.25,3.21,42.40
1896,1,106,7,175.22,17.52,120.90
1896,2,11,8,45.07,6.76,32.45
1896,3,28,1,68.36,13.67,25.29
1897,1,109,2,179.33,44.83,71.73
1897,2,14,3,49.18,2.45,21.14
1897,3,31,4,72.47,7.24,33.33
1898,1,112,5,183.44,27.51,89.88
1898,2,17,6,53.29,10.65,27.71
1898,3,34,7,76.58,19.14,42.11
1899,1,3,8,34.11,1.70,19.78
1899,2,20,1,57.40,5.74,35.01
1899,3,37,2,80.69,12.10,51.64
1900,1,6,3,38.22,7.64,25.60
1900,2,23,4,61.51,15.37,43.05
1900,3,40,5,84.80,0.00,29.68
1901,1,9,6,42.33,0.00,16.08
1901,2,26,7,65.62,0.00,26.90
1901,3,43,8,88.91,0.00,39.12
1902,1,12,1,46.44,0.00,21.82
1902,2,29,2,69.73,0.00,34.86
1902,3,46,3,93.02,0.00,49.30
1903,1,15,4,50.55,0.00,28.30
1903,2,32,5,73.84,0.00,43.56
1903,3,49,6,97.13,0.00,60.22
1904,1,18,7,54.66,0.00,35.52
1904,2,35,8,77.95,0.00,53.00
1904,3,52,1,101.24,0.00,71.88
1905,1,21,2,58.77,0.00,21.15
1905,2,38,3,82.06,0.00,32.00
1905,3,55,4,105.35,0.00,44.24
1906,1,24,5,62.88,0.00,28.29
1906,2,41,6,86.17,0.00,41.36
1906,3,58,7,109.46,0.00,55.82
1907,1,27,8,66.99,0.00,36.17
1907,2,44,1,90.28,0.00,51.45
1907,3,61,2,113.57,0.00,68.14
1908,1,30,3,71.10,0.00,44.79
1908,2,47,4,94.39,0.00,62.29
1908,3,64,5,117.68,0.00,81.19
1909,1,33,6,75.21,0.00,54.15
1909,2,50,7,98.50,0.00,36.44
1909,3,67,8,121.79,0.00,48.71
1910,1,36,1,79.32,0.00,34.10
1910,2,53,2,102.61,0.00,47.20
1910,3,70,3,125.90,0.00,61.69
1911,1,39,4,83.43,0.00,43.38
1911,2,56,5,106.72,0.00,58.69
1911,3,73,6,130.01,0.00,75.40
1912,1,42,7,87.54,0.00,53.39
1912,2,59,8,110.83,0.00,70.93
1912,3,76,1,134.12,0.00,89.86
1913,1,45,2,91.65,0.00,64.15
1913,2,62,3,114.94,0.00,40.22
1913,3,79,4,138.23,0.00,52.52
1914,1,48,5,95.76,0.00,39.26
1914,2,65,6,119.05,0.00,52.38
1914,3,82,7,142.34,0.00,66.89
1915,1,51,8,99.87,0.00,49.93
1915,2,68,1,123.16,0.00,65.27
1915,3,85,2,146.45,0.00,82.01
1916,1,54,3,103.98,0.00,61.34
1916,2,71,4,127.27,0.00,78.90
1916,3,88,5,150.56,0.00,97.86
1917,1,57,6,108.09,0.00,73.50
1917,2,74,7,131.38,0.00,93.27
1917,3,91,8,154.67,0.00,55.68
1918,1,60,1,112.20,0.00,43.75
1918,2,77,2,135.49,0.00,56.90
1918,3,94,3,158.78,0.00,71.45
1919,1,63,4,116.31,0.00,55.82
1919,2,80,5,139.60,0.00,71.19
1919,3,97,6,162.89,0.00,87.96
1920,1,66,7,120.42,0.00,68.63
1920,2,83,8,143.71,0.00,86.22
1920,3,100,1,167.00,0.00,105.21
1921,1,69,2,124.53,0.00,82.18
1921,2,86,3,147.82,22.17,101.99
1921,3,103,4,171.11,34.22,123.19
1922,1,72,5,128.64,32.16,47.59
1922,2,89,6,151.93,7.59,60.77
1922,3,106,7,175.22,17.52,75.34
1923,1,75,8,132.75,19.91,61.06
1923,2,92,1,156.04,31.20,76.45
1923,3,109,2,179.33,44.83,93.25
1924,1,78,3,136.86,6.84,75.27
1924,2,95,4,160.15,16.01,92.88
1924,3,112,5,183.44,27.51,111.89
1925,1,81,6,140.97,28.19,90.22
1925,2,98,7,164.26,41.06,110.05
1925,3,3,8,34.11,1.70,23.87
1926,1,84,1,145.08,14.50,50.77
1926,2,101,2,168.37,25.25,63.98
1926,3,6,3,38.22,7.64,15.67
1927,1,87,4,149.19,37.29,65.64
1927,2,104,5,172.48,8.62,81.06
1927,3,9,6,42.33,4.23,21.16
1928,1,90,7,153.30,22.99,81.24
1928,2,107,8,176.59,35.31,98.89
1928,3,12,1,46.44,11.61,27.39
1929,1,93,2,157.41,7.87,97.59
1929,2,110,3,180.70,18.07,117.45
1929,3,15,4,50.55,7.58,34.37
1930,1,96,5,161.52,32.30,114.67
1930,2,1,6,31.37,7.84,11.29
1930,3,18,7,54.66,2.73,21.31
1931,1,99,8,165.63,16.56,69.56
1931,2,4,1,35.48,5.32,15.96
1931,3,21,2,58.77,11.75,28.20
1932,1,102,3,169.74,42.43,86.56
1932,2,7,4,39.59,1.97,21.37
1932,3,24,5,62.88,6.28,35.84
1933,1,105,6,173.85,26.07,104.31
1933,2,10,7,43.70,8.74,27.53
1933,3,27,8,66.99,16.74,44.21
1934,1,108,1,177.96,0.00,122.79
1934,2,13,2,47.81,0.00,34.42
1934,3,30,3,71.10,0.00,26.30
1935,1,111,4,182.07,0.00,72.82
1935,2,16,5,51.92,0.00,22.32
1935,3,33,6,75.21,0.00,34.59
1936,1,2,7,32.74,0.00,16.04
1936,2,19,8,56.03,0.00,29.13
1936,3,36,1,79.32,0.00,43.62
1937,1,5,2,36.85,0.00,21.37
1937,2,22,3,60.14,0.00,36.68
1937,3,39,4,83.43,0.00,53.39
1938,1,8,5,40.96,0.00,27.44
1938,2,25,6,64.25,0.00,44.97
1938,3,42,7,87.54,0.00,30.63
1939,1,11,8,45.07,0.00,17.12
1939,2,28,1,68.36,0.00,28.02
1939,3,45,2,91.65,0.00,40.32
1940,1,14,3,49.18,0.00,23.11
1940,2,31,4,72.47,0.00,36.23
1940,3,48,5,95.76,0.00,50.75
1941,1,17,6,53.29,0.00,29.84
1941,2,34,7,76.58,0.00,45.18
1941,3,51,8,99.87,0.00,61.91
1942,1,20,1,57.40,0.00,37.31
1942,2,37,2,80.69,0.00,54.86
1942,3,54,3,103.98,0.00,73.82
1943,1,23,4,61.51,0.00,22.14
1943,2,40,5,84.80,0.00,33.07
1943,3,57,6,108.09,0.00,45.39
1944,1,26,7,65.62,0.00,29.52
1944,2,43,8,88.91,0.00,42.67
1944,3,60,1,112.20,0.00,57.22
1945,1,29,2,69.73,0.00,37.65
1945,2,46,3,93.02,0.00,53.02
1945,3,63,4,116.31,0.00,69.78
1946,1,32,5,73.84,0.00,46.51
1946,2,49,6,97.13,0.00,64.10
1946,3,66,7,120.42,0.00,83.08
1947,1,35,8,77.95,0.00,56.12
1947,2,52,1,101.24,0.00,37.45
1947,3,69,2,124.53,0.00,49.81
1948,1,38,3,82.06,0.00,35.28
1948,2,55,4,105.35,0.00,48.46
1948,3,72,5,128.64,0.00,63.03
1949,1,41,6,86.17,0.00,44.80
1949,2,58,7,109.46,0.00,60.20
1949,3,75,8,132.75,0.00,76.99
1950,1,44,1,90.28,0.00,55.07
1950,2,61,2,113.57,0.00,72.68
1950,3,78,3,136.86,0.00,91.69
1951,1,47,4,94.39,0.00,66.07
1951,2,64,5,117.68,0.00,41.18
1951,3,81,6,140.97,0.00,53.56
1952,1,50,7,98.50,0.00,40.38
1952,2,67,8,121.79,0.00,53.58
1952,3,84,1,145.08,0.00,68.18
1953,1,53,2,102.61,0.00,51.30
1953,2,70,3,125.90,0.00,66.72
1953,3,87,4,149.19,0.00,83.54
1954,1,56,5,106.72,0.00,62.96
1954,2,73,6,130.01,0.00,80.60
1954,3,90,7,153.30,22.99,99.64
1955,1,59,8,110.83,22.16,75.36
1955,2,76,1,134.12,33.53,95.22
1955,3,93,2,157.41,7.87,56.66
1956,1,62,3,114.94,11.49,44.82
1956,2,79,4,138.23,20.73,58.05
1956,3,96,5,161.52,32.30,72.68
1957,1,65,6,119.05,29.76,57.14
1957,2,82,7,142.34,7.11,72.59
1957,3,99,8,165.63,16.56,89.44
1958,1,68,1,123.16,18.47,70.20
1958,2,85,2,146.45,29.29,87.87
1958,3,102,3,169.74,42.43,106.93
1959,1,71,4,127.27,6.36,83.99
1959,2,88,5,150.56,15.05,103.88
1959,3,105,6,173.85,26.07,125.17
1960,1,74,7,131.38,26.27,48.61
1960,2,91,8,154.67,38.66,61.86
1960,3,108,1,177.96,8.89,76.52
1961,1,77,2,135.49,13.54,62.32
1961,2,94,3,158.78,23.81,77.80
1961,3,111,4,182.07,36.41,94.67
1962,1,80,5,139.60,34.90,76.78
1962,2,97,6,162.89,8.14,94.47
1962,3,2,7,32.74,3.27,19.97
1963,1,83,8,143.71,21.55,91.97
1963,2,100,1,167.00,33.40,111.89
1963,3,5,2,36.85,9.21,25.79
1964,1,86,3,147.82,7.39,51.73
1964,2,103,4,171.11,17.11,65.02
1964,3,8,5,40.96,6.14,16.79
1965,1,89,6,151.93,30.38,66.84
1965,2,106,7,175.22,43.80,82.35
1965,3,11,8,45.07,2.25,22.53
1966,1,92,1,156.04,15.60,82.70
1966,2,109,2,179.33,26.89,100.42
1966,3,14,3,49.18,9.83,29.01
1967,1,95,4,160.15,40.03,99.29
1967,2,112,5,183.44,0.00,119.23
1967,3,17,6,53.29,0.00,36.23
1968,1,98,7,164.26,0.00,116.62
1968,2,3,8,34.11,0.00,12.27
1968,3,20,1,57.40,0.00,22.38
1969,1,101,2,168.37,0.00,70.71
1969,2,6,3,38.22,0.00,17.19
1969,3,23,4,61.51,0.00,29.52
1970,1,104,5,172.48,0.00,87.96
1970,2,9,6,42.33,0.00,22.85
1970,3,26,7,65.62,0.00,37.40
1971,1,107,8,176.59,0.00,105.95
1971,2,12,1,46.44,0.00,29.25
1971,3,29,2,69.73,0.00,46.02
1972,1,110,3,180.70,0.00,124.68
1972,2,15,4,50.55,0.00,36.39
1972,3,32,5,73.84,0.00,27.32
1973,1,1,6,31.37,0.00,12.54
1973,2,18,7,54.66,0.00,23.50
1973,3,35,8,77.95,0.00,35.85
1974,1,4,1,35.48,0.00,17.38
1974,2,21,2,58.77,0.00,30.56
1974,3,38,3,82.06,0.00,45.13
1975,1,7,4,39.59,0.00,22.96
1975,2,24,5,62.88,0.00,38.35
1975,3,41,6,86.17,0.00,55.14
1976,1,10,7,43.70,0.00,29.27
1976,2,27,8,66.99,0.00,46.89
1976,3,44,1,90.28,0.00,31.59
1977,1,13,2,47.81,0.00,18.16
1977,2,30,3,71.10,0.00,29.15
1977,3,47,4,94.39,0.00,41.53
1978,1,16,5,51.92,0.00,24.40
1978,2,33,6,75.21,0.00,37.60
1978,3,50,7,98.50,0.00,52.20
1979,1,19,8,56.03,0.00,31.37
1979,2,36,1,79.32,0.00,46.79
1979,3,53,2,102.61,0.00,63.61
1980,1,22,3,60.14,0.00,39.09
1980,2,39,4,83.43,0.00,56.73
1980,3,56,5,106.72,0.00,75.77
1981,1,25,6,64.25,0.00,23.13
1981,2,42,7,87.54,0.00,34.14
1981,3,59,8,110.83,0.00,46.54
1982,1,28,1,68.36,0.00,30.76
1982,2,45,2,91.65,0.00,43.99
1982,3,62,3,114.94,0.00,58.61
1983,1,31,4,72.47,0.00,39.13
1983,2,48,5,95.76,0.00,54.58
1983,3,65,6,119.05,0.00,71.43
1984,1,34,7,76.58,0.00,48.24
1984,2,51,8,99.87,0.00,65.91
1984,3,68,1,123.16,0.00,84.98
1985,1,37,2,80.69,0.00,58.09
1985,2,54,3,103.98,0.00,38.47
1985,3,71,4,127.27,0.00,50.90
1986,1,40,5,84.80,0.00,36.46
1986,2,57,6,108.09,0.00,49.72
1986,3,74,7,131.38,0.00,64.37
1987,1,43,8,88.91,0.00,46.23
1987,2,60,1,112.20,0.00,61.71
1987,3,77,2,135.49,0.00,78.58
1988,1,46,3,93.02,13.95,56.74
1988,2,63,4,116.31,23.26,74.43
1988,3,80,5,139.60,34.90,93.53
1989,1,49,6,97.13,4.85,67.99
1989,2,66,7,120.42,12.04,42.14
1989,3,83,8,143.71,21.55,54.60
1990,1,52,1,101.24,20.24,41.50
1990,2,69,2,124.53,31.13,54.79
1990,3,86,3,147.82,7.39,69.47
1991,1,55,4,105.35,10.53,52.67
1991,2,72,5,128.64,19.29,68.17
1991,3,89,6,151.93,30.38,85.08
1992,1,58,7,109.46,27.36,64.58
1992,2,75,8,132.75,6.63,82.30
1992,3,92,1,156.04,15.60,101.42
1993,1,61,2,113.57,17.03,77.22
1993,2,78,3,136.86,27.37,97.17
1993,3,95,4,160.15,40.03,57.65
1994,1,64,5,117.68,5.88,45.89
1994,2,81,6,140.97,14.09,59.20
1994,3,98,7,164.26,24.63,73.91
1995,1,67,8,121.79,24.35,58.45
1995,2,84,1,145.08,36.27,73.99
1995,3,101,2,168.37,8.41,90.91
1996,1,70,3,125.90,12.59,71.76
1996,2,87,4,149.19,22.37,89.51
1996,3,104,5,172.48,34.49,108.66
1997,1,73,6,130.01,32.50,85.80
1997,2,90,7,153.30,7.66,105.77
1997,3,107,8,176.59,17.65,127.14
1998,1,76,1,134.12,20.11,49.62
1998,2,93,2,157.41,31.48,62.96
1998,3,110,3,180.70,45.17,77.70
1999,1,79,4,138.23,6.91,63.58
1999,2,96,5,161.52,16.15,79.14
1999,3,1,6,31.37,4.70,16.31
2000,1,82,7,142.34,28.46,78.28
2000,2,99,8,165.63,41.40,96.06
2000,3,4,1,35.48,0.00,21.64
2001,1,85,2,146.45,0.00,93.72
2001,2,102,3,169.74,0.00,113.72
2001,3,7,4,39.59,0.00,27.71
2002,1,88,5,150.56,0.00,52.69
2002,2,105,6,173.85,0.00,66.06
2002,3,10,7,43.70,0.00,17.91
2003,1,91,8,154.67,0.00,68.05
2003,2,108,1,177.96,0.00,83.64
2003,3,13,2,47.81,0.00,23.90
2004,1,94,3,158.78,0.00,84.15
2004,2,111,4,182.07,0.00,101.95
2004,3,16,5,51.92,0.00,30.63
2005,1,97,6,162.89,0.00,100.99
2005,2,2,7,32.74,0.00,21.28
2005,3,19,8,56.03,0.00,38.10
2006,1,100,1,167.00,0.00,118.57
2006,2,5,2,36.85,0.00,13.26
2006,3,22,3,60.14,0.00,23.45
2007,1,103,4,171.11,0.00,71.86
2007,2,8,5,40.96,0.00,18.43
2007,3,25,6,64.25,0.00,30.84
2008,1,106,7,175.22,0.00,89.36
2008,2,11,8,45.07,0.00,24.33
2008,3,28,1,68.36,0.00,38.96
2009,1,109,2,179.33,0.00,107.59
2009,2,14,3,49.18,0.00,30.98
2009,3,31,4,72.47,0.00,47.83
2010,1,112,5,183.44,0.00,126.57
2010,2,17,6,53.29,0.00,38.36
2010,3,34,7,76.58,0.00,28.33
2011,1,3,8,34.11,0.00,13.64
2011,2,20,1,57.40,0.00,24.68
2011,3,37,2,80.69,0.00,37.11
2012,1,6,3,38.22,0.00,18.72
2012,2,23,4,61.51,0.00,31.98
2012,3,40,5,84.80,0.00,46.64
2013,1,9,6,42.33,0.00,24.55
2013,2,26,7,65.62,0.00,40.02
2013,3,43,8,88.91,0.00,56.90
2014,1,12,1,46.44,0.00,31.11
2014,2,29,2,69.73,0.00,48.81
2014,3,46,3,93.02,0.00,32.55
2015,1,15,4,50.55,0.00,19.20
2015,2,32,5,73.84,0.00,30.27
2015,3,49,6,97.13,0.00,42.73
2016,1,18,7,54.66,0.00,25.69
2016,2,35,8,77.95,0.00,38.97
2016,3,52,1,101.24,0.00,53.65
2017,1,21,2,58.77,0.00,32.91
2017,2,38,3,82.06,0.00,48.41
2017,3,55,4,105.35,0.00,65.31
2018,1,24,5,62.88,0.00,40.87
2018,2,41,6,86.17,0.00,58.59
2018,3,58,7,109.46,0.00,77.71
2019,1,27,8,66.99,0.00,24.11
2019,2,44,1,90.28,0.00,35.20
2019,3,61,2,113.57,0.00,47.69
2020,1,30,3,71.10,0.00,31.99
2020,2,47,4,94.39,0.00,45.30
2020,3,64,5,117.68,0.00,60.01
2021,1,33,6,75.21,0.00,40.61
2021,2,50,7,98.50,14.77,56.14
2021,3,67,8,121.79,24.35,73.07
2022,1,36,1,79.32,19.83,49.97
2022,2,53,2,102.61,5.13,67.72
2022,3,70,3,125.90,12.59,86.87
2023,1,39,4,83.43,12.51,60.06
2023,2,56,5,106.72,21.34,39.48
2023,3,73,6,130.01,32.50,52.00
2024,1,42,7,87.54,4.37,37.64
2024,2,59,8,110.83,11.08,50.98
2024,3,76,1,134.12,20.11,65.71
2025,1,45,2,91.65,18.33,47.65
2025,2,62,3,114.94,28.73,63.21
2025,3,79,4,138.23,6.91,80.17
2026,1,48,5,95.76,9.57,58.41
2026,2,65,6,119.05,17.85,76.19
2026,3,82,7,142.34,28.46,95.36
2027,1,51,8,99.87,24.96,69.90
2027,2,68,1,123.16,6.15,43.10
2027,3,85,2,146.45,14.64,55.65
2028,1,54,3,103.98,15.59,42.63
2028,2,71,4,127.27,25.45,55.99
2028,3,88,5,150.56,37.64,70.76
2029,1,57,6,108.09,5.40,54.04
2029,2,74,7,131.38,13.13,69.63
2029,3,91,8,154.67,23.20,86.61
2030,1,60,1,112.20,22.44,66.19
2030,2,77,2,135.49,33.87,84.00
2030,3,94,3,158.78,7.93,103.20
2031,1,63,4,116.31,11.63,79.09
2031,2,80,5,139.60,20.94,99.11
